epoch,total,pde,bc,rmse,rel_rmse
6300,1380073.6219600684,1377601.1027222467,24.725192378216242,3.8902049128002965,8.085689670906262
6400,1263345.9873083332,1261077.0170735684,22.689702347647735,3.879333165531668,8.063093027139399
6500,1161517.3308129846,1159282.0018307734,22.35328982211123,3.8563570214786513,8.01533770966616
6600,1482771.8340245178,1480591.990403276,21.798436212419645,3.8700071678807806,8.043709183725763
6700,1208372.0544125352,1206028.1003461534,23.439540663818835,3.8702917581879235,8.04430069727286
6800,1408448.5942882355,1405947.8588631607,25.007354250747767,3.868748086101282,8.041092215013956
6900,1313901.8321654391,1311571.4138394548,23.30418325984384,3.8318754642164703,7.964453430015188
7000,1161486.6724316955,1159015.960558571,24.707118731244744,3.8347550677936373,7.9704386111103
7100,1248776.0883650489,1246499.2218898938,22.768664751550265,3.798231811780067,7.89452597398286
7200,1434019.990089084,1431750.8989691196,22.69091119964357,3.7748478174098032,7.845922950239293
7300,1197430.4196602986,1195074.7461564234,23.556735038751704,3.766418082562549,7.828401965738285
7400,1167175.9026288907,1164909.3206621767,22.66581966713993,3.7203666796974426,7.732685323344478
7500,1249867.9882565585,1247355.3697112892,25.126185452693974,3.737394133477035,7.768076442895653
7600,1260177.833603883,1257653.6029039826,25.242306999003535,3.761788633521674,7.818779776385579
7700,1488136.829123859,1485743.3681987019,23.934609251571572,3.751082436143041,7.79652722375673
7800,1404338.474181783,1401932.4780221635,24.059961596194213,3.7237035217077623,7.739620862623531
7900,1238485.8123665887,1236075.3134269433,24.104989396453607,3.740352555558378,7.774225446200489
8000,1290799.1755002195,1288489.5002128778,23.096752873415852,3.696871930531876,7.683852098641204
8100,1240563.953229264,1238015.1328332897,25.488203959742606,3.708117878178221,7.707226508154803
8200,1565395.252419632,1563193.6022163818,22.01650203250173,3.6999925473771325,7.690338219541809
8300,1422333.7142139869,1420045.5770745594,22.88137139427478,3.7232182924428243,7.73861232622417
8400,1222064.7636971152,1219859.0637949978,22.056999021174587,3.7196976982009913,7.731294862713964
8500,1201589.6150633926,1199184.2320738973,24.053829894953697,3.7321348964334438,7.757145255569173
8600,1368492.2225721227,1366280.9825771747,22.11239994947915,3.7181843624778685,7.728149433797147
8700,1377309.4214326602,1374984.079204667,23.253422279933655,3.7005233641207473,7.691441508329212
8800,1389286.7336483782,1386779.109956418,25.07623691960232,3.645713344986397,7.577520309957741
8900,1174368.4639682123,1172087.2896401258,22.811743280864857,3.650266723116896,7.586984387902932
9000,1599126.7826839779,1596802.7700343493,23.240126496285985,3.6599912934696928,7.60719665430486
9100,1257691.322309723,1255326.2780924914,23.650442172313824,3.645488132304039,7.577052211258492
9200,1283079.9922141158,1280821.071428939,22.5892078517682,3.6547477732397042,7.596298133966433
9300,1193150.9342670303,1190864.850124449,22.86084142581226,3.6544778422341477,7.595737089396183
9400,1231551.1854552105,1229071.0723373196,24.80113117890892,3.6432225236131828,7.572343202555712
9500,1400834.5425377819,1398317.1151423182,25.174273954637393,3.673213118738148,7.634677874034933
9600,1306308.7523764528,1303821.2392886833,24.87513087769519,3.679669477547118,7.648097247796347
9700,1475556.9219119777,1473132.8608846264,24.240610273513706,3.652839768860877,7.592332396519758
9800,1361204.530933117,1359080.1011165425,21.244298165745004,3.6372944422184816,7.56002183965174
9900,1520464.8875514898,1518292.4460309034,21.72441520586327,3.63969619263361,7.565013815385409
10000,1279034.8593034167,1276713.1903895966,23.216689138199712,3.6308970564048484,7.546725039726396
10100,1403929.5473300866,1401399.6528505879,25.298944794987882,3.6023419668794263,7.487374029277615
10200,1249626.8675422715,1247342.3818125639,22.84485729707585,3.6586489043328383,7.604406533418815
10300,1447621.5602317827,1445197.9107389338,24.23649492848791,3.60100371410067,7.48459250570423
10400,1339404.1916126965,1337159.309360983,22.448822517134996,3.6260126163249127,7.536572858134997
10500,1309653.1426275775,1307219.8981337848,24.332444937928276,3.655019947051105,7.596863840150261
10600,1362831.0905382775,1360366.1829240746,24.649076142029926,3.6245849315551646,7.5336054524957525
10700,1560674.320989864,1558498.4091001758,21.759118896880192,3.6345480696551067,7.554313575751534
10800,1140575.642603543,1138271.8858468633,23.03756756679577,3.6463935807462717,7.578934162281896
10900,1531521.208051342,1529244.1555339375,22.770525174045826,3.639247275795993,7.564080753421225
11000,1210816.8188562312,1208446.7328105357,23.70086045695489,3.6721826334638408,7.632536037210074
11100,1624742.3700426097,1622431.9962578719,23.103737847380007,3.663422018382002,7.614327326752449
11200,1508093.465350642,1505840.3635908128,22.531017598292546,3.6154985669391917,7.5147196801088745
11300,1339583.0423547218,1337168.3144730076,24.147278817141256,3.6442411875363914,7.574460469009957
11400,1203331.3167602075,1201059.8301598353,22.714866003721472,3.6082426596633974,7.4996384656669575
11500,1394982.8816022219,1392807.4595374689,21.754220647530865,3.6085932143529904,7.5003670844662915
11600,1246069.9125886853,1243743.3365236549,23.265760650303477,3.612693983760732,7.5088904269601136
11700,1347010.5597028234,1344551.9882183254,24.585714844978856,3.617702089729671,7.51929964488347
11800,1366089.1283053532,1363642.683348694,24.4644495665933,3.6087853126940583,7.500766355868953
11900,1343417.6770169588,1341223.9895858031,21.936874311557595,3.5916970787266,7.465248906279067
12000,1186791.0798044507,1184640.6305333404,21.504492711104685,3.564972998899402,7.4097036018370686
12100,1505373.9216130748,1503148.5178551946,22.254037578802798,3.5620752301510556,7.403680664906399
12200,1216151.9923941751,1213860.73477672,22.912576174552193,3.575321718151981,7.431213145484079
12300,1286275.1251170766,1284054.8016740012,22.203234430753966,3.5941136602428143,7.470271708070372
12400,1204722.9385501563,1202453.8205147993,22.69118035356977,3.5719712128043355,7.4242492073139745
12500,1259670.8458043453,1257235.2340272132,24.356117771321514,3.5484270538442675,7.375313285638692
12600,1321945.1172487307,1319773.9921939333,21.71125054797343,3.5521403501832904,7.383031275442946
12700,1290987.6995488573,1288706.855750508,22.808437983492844,3.5839464267053116,7.449139377759088
12800,1305699.851642059,1303414.4029584683,22.8544868359062,3.5750123028958662,7.430570033926598
12900,1308356.2647411553,1306275.0625407572,20.812022003981266,3.569975778258865,7.420101748541252
13000,1266085.9392946372,1263791.9866707907,22.93952623846516,3.5881850113349496,7.45794916560506
13100,1456664.9960882089,1454500.404928904,21.64591159304794,3.580161783531975,7.441273095416473
13200,1344483.3794164602,1342087.8082404418,23.955711760183213,3.559930589596303,7.399223085326384
13300,1345704.0914657288,1343398.9544669627,23.051369987660802,3.594191651970407,7.470433811846483
13400,1180129.6561161317,1177943.6119812087,21.860441349231127,3.5853686882318487,7.452095511328456
13500,1498547.523088523,1496174.356925494,23.73166163028957,3.5872816555108527,7.456071564033991
13600,1424044.790525408,1421822.0555835508,22.227349418572214,3.580290575480734,7.441540786130232
13700,1347881.8378073047,1345654.1114630671,22.27726344237607,3.5747828200672522,7.430093059839483
13800,1357910.6328592466,1355608.1212931853,23.025115660612144,3.6016880963508187,7.486014976400509
13900,1363188.30916923,1360917.4770430378,22.70832126192358,3.617362227990198,7.518593251102683
14000,1514085.8740028886,1511699.931542777,23.859424601115073,3.6167525691909743,7.5173260911545166
14100,1384848.9687184454,1382433.4945831567,24.154741352888028,3.617625521577744,7.519140499972333
14200,1294214.2248730748,1291883.1827862076,23.310420868670846,3.642652581925338,7.5711585935899315
14300,1271403.9454154216,1269013.7976103781,23.901478050435934,3.6730196030607405,7.634275656735577
14400,1115669.9909323666,1113308.274508348,23.617164240185232,3.7105464064553706,7.712274140977804
14500,1457678.792404431,1455096.9568245334,25.818355798976025,3.7597215527940135,7.814483402887726
14600,1347959.730555722,1345466.83011451,24.929004412120094,3.7706513431936997,7.837200687791954
14700,1301936.629131983,1299313.3284937898,26.23300638193281,3.80697298836889,7.912694282038627
14800,1165142.273646695,1162614.253757398,25.28019889297009,3.8137736648329956,7.92682931108557
14900,1282744.9578620575,1280055.5866368494,26.89371225207995,3.8166979344989036,7.932907329483721
15000,1324658.2042885644,1321980.5266531531,26.776776354111604,3.7739792807997885,7.844117719498545
15100,1329241.9181548946,1326607.6680664527,26.342500884418197,3.7863747190099235,7.8698813152341485
15200,1334351.497399173,1331826.1289487195,25.253684504534196,3.8175883461350195,7.934758026896937
15300,1172320.9163437942,1169719.801776203,26.011145675911635,3.7952464439220024,7.888320964582357
15400,1399505.5059797305,1396910.1079974386,25.953979822918154,3.7435553936682306,7.780882461859795
15500,1171765.5533438215,1169252.7676093797,25.127857344417485,3.7248101408943515,7.741920941803728
15600,1202616.6692740575,1200219.9456127363,23.967236613212936,3.734397176310847,7.761847345419822
15700,1214033.1768745575,1211523.736895216,25.09439979341603,3.713437778684006,7.718283782908721
15800,1284395.2306993878,1281902.1756431782,24.930550562096577,3.7334773255596434,7.7599354595720325
15900,1300090.2074533473,1297685.4812159643,24.047262373830225,3.7118860917894962,7.715058642080243
16000,1151618.5768235922,1149153.5139393378,24.650628842543384,3.699968957126682,7.690289187820171
16100,1330316.826777333,1328020.2311747575,22.965956025755514,3.637089998317892,7.559596908324899
16200,1411731.282810144,1409262.9117188535,24.683710912903297,3.624194717656872,7.532794403063244
16300,1491789.8802470628,1489439.681240208,23.501990068547503,3.627179982437518,7.538999198220015
16400,1172765.904264011,1170387.2515734292,23.78652690581792,3.640164306974598,7.565986778860745
16500,1299903.84102136,1297501.8706203313,24.01970401028576,3.518473621949938,7.313055856967194
16600,1142788.9665708358,1140413.0754455687,23.758911252671673,3.472213521789923,7.216905442677147
16700,1358216.8188637453,1355905.108120496,23.117107432493523,3.453890499457235,7.178821517604791
16800,1188170.373463403,1185905.8333794675,22.645400839355553,3.43920108417917,7.148289950232932
16900,1270812.8520696114,1268425.256200581,23.875958690302934,3.439748023806127,7.149426750013772
17000,1354323.9819807545,1352095.8841281687,22.280978525858863,3.4273560398474645,7.123670333849959
17100,1422851.3028962158,1420491.9854747765,23.59317421439284,3.45388334056469,7.178806638032943
17200,1305228.948029469,1302971.3979261322,22.575501033367445,3.390388255506994,7.046833756163652
17300,1364845.165022455,1362574.3482038255,22.708168186293896,3.3937337595509964,7.053787299254289
17400,1338687.5271747697,1336456.7526172718,22.307745574977407,3.398711852083621,7.06413413503135
17500,1123355.4389557932,1121159.430712775,21.96008243018072,3.3880866640533687,7.042049958224887
17600,1229685.3143438403,1227585.015285231,21.002990586094466,3.272471503277768,6.8017468553709755
17700,1171628.343600531,1170098.0043923073,15.303392082238366,2.6488896160197912,5.505648131065835
17800,1087487.2913446415,1086744.3833344234,7.429080102180666,1.6543324963055925,3.438487040517853
17900,1043327.634811181,1042987.3097507522,3.4032506042887083,0.996248472400115,2.070676523089177
18000,1040285.9292554286,1040066.6921930565,2.1923706237213207,1.2167690094994295,2.5290227205297438
18100,1004548.7326154561,1004248.4965824402,3.002360330158705,1.707895661394432,3.5498166852043895
18200,1017596.9092640078,1017113.166299559,4.837429644489149,2.1188032000142414,4.403877310592908
18300,1079888.2567565606,1079238.5236229266,6.497331336340246,2.4136562294724073,5.016721658940915
18400,912538.531682378,911718.1473284425,8.20384353935465,2.6093000038948837,5.423362152561139
18500,1023177.3622357732,1022194.8922818649,9.824699539083944,2.799314186378351,5.818301685843029
18600,1075483.9513110688,1074328.982910697,11.54968400371645,2.9550697634718484,6.142035599382403
18700,956078.2078060118,954748.1417445543,13.300660614574701,3.0909560113918406,6.424471629322529
18800,1067905.2129485633,1066469.5004242877,14.357125242754842,3.2027066505667436,6.656742424601346
18900,1165215.8142753043,1163652.1830058915,15.63631269412851,3.278003425632864,6.81324481202094
19000,1006609.9624463746,1004950.7629396163,16.591995067582058,3.3511438337405446,6.96526524683563
19100,1005658.0353463539,1003859.906979181,17.98128367172862,3.429126756650027,7.1273507226421975
19200,804823.2853941317,802891.8562477136,19.31429146418117,3.4745769057242755,7.22181767467899
19300,919555.0191048636,917589.4230044294,19.65596100434188,3.5220283851800307,7.32044433983027
19400,975804.5988678505,973759.3816213376,20.452172465128527,3.576052735273359,7.432732545546561
19500,1073201.1971814472,1071060.8632173263,21.403339641209296,3.6047024957321803,7.492280327066656
19600,917985.1019842643,915749.1015251324,22.360004591319143,3.6377447716468287,7.560957837648995
19700,1035026.7423087937,1032841.3472103748,21.85395098418933,3.6360456374659433,7.557426231473015
19800,1136523.9247255146,1134235.0996265593,22.888250989553818,3.673381619707379,7.63502809891434
19900,905421.2564992004,903234.6645217147,21.865919774857385,3.675852396100432,7.640163543346763
20000,961855.8299176911,959512.1846105179,23.436453071731925,3.6911747827657173,7.6720107252742435
20100,1028578.9343008728,1026273.1486099772,23.05785690895628,3.7166945563258325,7.725052910481489
20200,1238699.4084023973,1236342.4924902192,23.569159121781357,3.7500686480608962,7.7944200916112445
20300,999211.0128457583,996733.0701949734,24.77942650784952,3.768238809978749,7.832186300289472
20400,872688.3547521738,870229.4556510836,24.58899101090148,3.7728258660034353,7.841720376861282
20500,892387.6645105823,889994.4150211286,23.93249489453775,3.7633156469334277,7.821953634022262
20600,1085591.3505062663,1083035.5457724666,25.558047337998424,3.788713637116565,7.874742695649801
20700,966149.9046898053,963743.7746730811,24.061300167242663,3.774258586156993,7.8446982484147325
20800,1151878.1724549914,1149452.9160712261,24.252563837651486,3.7784214360453436,7.853350623571892
20900,1003429.322709751,1000854.2113924455,25.751113173055284,3.7876239752528664,7.872477861823929
21000,904166.1889541805,901691.624781486,24.74564172694417,3.7763280256775724,7.848999524602282
21100,1063038.9847354973,1060488.760903635,25.50223831862143,3.794871672757913,7.887542012471002
21200,1042550.96898375,1039998.6596745203,25.523093092297522,3.8264855211790416,7.953250573682065
21300,964508.4556987104,961919.4716687704,25.88984029940027,3.8303931733983503,7.9613725271254925
21400,1132110.3154568535,1129505.182848358,26.05132608495519,3.832927674389831,7.966640421477352
21500,1070379.8041000946,1067848.0131737383,25.31790926356382,3.835608253914313,7.972211936258445
21600,935253.933919614,932659.8916306553,25.940422889586916,3.8375213284985805,7.9761882119951775
21700,1082490.8904825584,1079894.1348441716,25.96755638386769,3.8522127794838688,8.006724010531522
21800,1045261.7665374859,1042749.5779465585,25.12188590927367,3.841728659533498,7.984933040057879
21900,1009636.339501976,1007080.6334316601,25.55706070315877,3.8458174547514825,7.993431494509912
22000,994663.0739207938,992081.737619122,25.81336301671776,3.8279127235452957,7.956216976658202
22100,992724.0896699043,990191.229017918,25.328606519863325,3.8270686477275424,7.95446258703759
22200,1005622.6798233498,1002971.1608311601,26.51518992189662,3.8229338457560664,7.945868508745725
22300,958083.1349725119,955519.6160790236,25.63518893488331,3.805224108080615,7.909059279873053
22400,1032059.1420195856,1029543.8735793314,25.15268440254137,3.820379497111489,7.940559361563427
22500,1235427.708086858,1232940.6977517013,24.870103351566964,3.807704591135979,7.91421489935048
22600,974072.294737056,971499.4580117066,25.72836725349448,3.814065281255834,7.92743542823129
22700,949439.1879354743,946947.1810812743,24.92006854200031,3.818380620358917,7.9364047482528255
22800,1002999.8194100898,1000352.1852563496,26.47634153740091,3.836410865297329,7.973880143130544
22900,1066826.5177652868,1064193.1505167726,26.333672485141932,3.83103613778912,7.962708911878929
23000,1091667.4086354403,1089136.9812945246,25.304273409157233,3.811049656296667,7.92116753023357
23100,858776.5466345793,856323.5897781806,24.52956856398777,3.772857976024923,7.841787116705299
23200,971803.9783223246,969303.6884583565,25.002898639680005,3.780045243496464,7.856725665100389
23300,927407.0335852199,924920.4214059612,24.866121792587506,3.76394807144117,7.823268111903119
23400,1017317.1334687744,1014811.0776433852,25.060558253891863,3.774179056624547,7.844532948351254
23500,990253.73833585,987793.1750815184,24.605632543315934,3.7570739457199487,7.808980420486736
23600,1059908.3975289322,1057353.1429762722,25.552545526600642,3.742332187131008,7.7783400589054255
23700,991962.9295189915,989430.7861000967,25.321434188948533,3.7584622248468014,7.811865922522732
23800,860988.0476266838,858499.6198104948,24.884278161889988,3.782753262720475,7.862354212582851
23900,919385.5406628317,916968.049308888,24.174913539437075,3.7671989477470276,7.830024973702655
24000,960360.2587248712,957826.8650014874,25.33393723383808,3.758959257500425,7.812898991958299
24100,901408.2790301237,898903.2655086613,25.050135214625037,3.762053747990887,7.819330809910387
24200,1012868.9515210456,1010274.0063321925,25.949451888531765,3.764943499676347,7.825337083584487
24300,958558.5948940188,956092.9513982186,24.656434958002333,3.7507799401965993,7.7958984938043345
24400,1031721.4472299935,1029259.2431296438,24.622041003496296,3.734003205526461,7.761028487397339
24500,955757.0362097599,953334.0545794079,24.22981630352001,3.724602671239529,7.741489721525458
24600,1073512.2869446122,1071068.650770612,24.436361740001704,3.724095632708979,7.740435855135097
24700,892122.055417314,889724.2207721864,23.97834645127663,3.741238612687625,7.776067092884501
24800,1003390.0514035331,1000958.3973606494,24.316540428836962,3.757710686768707,7.81030387018576
24900,888648.2249190307,886239.9265231376,24.082983958931237,3.7550400145337073,7.804752947448025
25000,1049844.5806495745,1047373.7652489002,24.70815400674305,3.7508134914888505,7.795968229292125
25100,935708.7888010923,933285.3361419016,24.23452659190759,3.765473904971911,7.826439517187823
25200,979951.0811504325,977442.1298713,25.089512791324697,3.741273989443204,7.7761406225503125
25300,988213.7387864154,985723.5026324799,24.902361539355116,3.7405041511697688,7.7745405337335765
25400,945609.2634699134,943192.9169267535,24.163465431599445,3.7335474855927244,7.760081285374917
25500,1051358.1810407871,1049003.6812750015,23.544997657857248,3.7420441339025676,7.777741347766533
25600,928398.9009418418,925893.2877275653,25.0561321427644,3.7402489474292726,7.774010099400486
25700,918173.6594940147,915694.0426158095,24.796168782052572,3.736391415961489,7.765992320634739
25800,1039225.6351870773,1036789.1652680478,24.364699190294985,3.7248294548724497,7.7419610854045695
25900,1023617.9573221602,1021172.0029471238,24.45954375036416,3.7277754280290445,7.748084213943292
26000,894998.3951398603,892369.4641224137,26.289310174466546,3.7402703252329284,7.774054532609039
26100,1093944.137337772,1091467.5139929114,24.766233448605853,3.7484466051994776,7.79104871773652
26200,1087983.916973598,1085560.6224840186,24.232944895795118,3.740796439630868,7.775148047693332
26300,1006255.0096759924,1003824.2285912349,24.30781084757533,3.7578660681724285,7.810626826389684
26400,1058049.3268385627,1055497.9962157174,25.51330622845285,3.762276100202412,7.819792963195453
26500,1090946.3009481838,1088560.144296659,23.861566515247354,3.7242927412229805,7.740845540051812
26600,1032444.2693152835,1030004.1584007778,24.401109145056306,3.734516386560929,7.762095120822239
26700,964342.8740011023,961614.0430234753,27.288309776269237,3.843620717682165,7.988865633680156
26800,1014362.658745292,1010958.3813128977,34.04277432394381,4.167001989465825,8.661005191270576
26900,1044303.7710296382,1041071.9086620826,32.31862367555657,3.9862958329241116,8.28541214767259
27000,1131505.993534094,1128125.0180650873,33.809754690066086,3.9845206090408114,8.281722391030334
27100,872583.8482697321,869022.5614180107,35.612868517213315,4.194492612392754,8.718143735596522
27200,907664.9685414133,904455.5185734063,32.09449968007067,3.876997714277813,8.058238852487039
27300,984612.2238735164,980818.6170203693,37.936068531470994,4.259978492283545,8.854254432717108
27400,1239685.4371717067,1236337.006127758,33.484310439486705,3.922407224668463,8.152621338077571
27500,983227.9825240766,979711.2624320899,35.1672009198675,3.968622056223478,8.248677662750215
27600,1018082.0205532046,1014734.9961614866,33.4702439171794,4.023644869878414,8.363041148994865
27700,991493.8366853865,987857.9931394412,36.35843545945216,4.054833141781118,8.427865160487768
27800,1109757.7372205567,1106199.0217274905,35.58715493066261,4.035681209853349,8.388058368393933
27900,992378.6975059764,988641.9519967599,37.36745509216544,4.186217399134092,8.700943920196066
28000,998199.3010230327,994366.0278341051,38.332731889276424,4.277500817557686,8.890674129790956
28100,1025531.6376895679,1021504.7385730129,40.26899116554996,4.2701117287748644,8.875316101052654
28200,974653.2570588805,970755.2364949342,38.98020563946384,4.2165762394448505,8.764043979710591
28300,989413.8988621336,985887.5539571138,35.26344905019848,4.008810480525426,8.332208256781147
28400,1008322.8639205426,1004390.6745911172,39.32189329425418,4.369819805392678,9.082556743457335
28500,1076238.6206230368,1072559.0001059447,36.79620517092119,4.185776300268384,8.700027107683036
28600,1065249.0779683746,1061622.9376780756,36.26140290299006,4.053650558862182,8.4254071926668
28700,1236103.773862452,1232252.2366544544,38.515372079976835,4.230085873544263,8.792123402605748
28800,1001516.5842837475,997604.3259246263,39.1225835912121,4.399914254786907,9.145107273332476
28900,978606.6170057226,974637.2110680477,39.69405937674904,4.360769439260491,9.063745792982168
29000,1115415.9249492756,1111560.5181865387,38.554067627368106,4.272020461376306,8.87928335209108
29100,803416.9479408076,799375.2736846345,40.416742561731205,4.355564567725446,9.052927602950371
29200,1028637.5406460896,1024480.8982864971,41.56642359592501,4.397484938426696,9.140058002499341
29300,907070.7268508314,902863.3886141687,42.07338236662654,4.629707278338978,9.622726092553963
29400,1094703.424628264,1090652.069577139,40.51355051124937,4.390061918868449,9.124629449527346
29500,1143561.7092462636,1139293.4989515122,42.682102947514956,4.474038997702056,9.299173622427741
29600,1140150.813368073,1135885.877756855,42.64935611218068,4.691116669949765,9.750363914872826
29700,898881.4795637716,894833.0362128845,40.48443350887117,4.294917638465451,8.92687453878498
29800,1167241.7194349354,1163121.3428978692,41.20376537066246,4.611906628152945,9.585727904393991
29900,846645.624918809,842547.4067820883,40.98218136720669,4.519485948546109,9.393633927026302
30000,988946.5687889182,984255.2374886983,46.91331300219876,4.945270605023844,10.278616254714072
30100,923014.1189726879,918826.9737929056,41.871451797823426,4.491152738156953,9.334744086587975
30200,1065029.2365892665,1060080.9655907077,49.48270998558624,5.116677343085814,10.634880699013937
30300,923260.4160455362,918332.4216717565,49.279943737796,5.165164153107705,10.735659271803046
30400,902763.0418044392,897276.5565550246,54.864852494145445,5.573129341030826,11.583604297841484
30500,998486.446151969,993075.8407499287,54.10605402040295,5.786333970142763,12.026744570922594
30600,954652.4952921021,946400.5641540703,82.5193113803181,7.904881367664565,16.430090202692078
30700,733792.4203152095,724998.4970240276,87.93923291181862,8.438985720598419,17.540212200505984
30800,567395.9879719635,558879.123976163,85.16863995800487,8.271937769063202,17.193007380567057
30900,553278.6059782082,544416.2575401753,88.62348438032932,8.216195885578985,17.077149326395624
31000,493949.00280350057,484739.19176568027,92.09811037820276,8.23365859971431,17.11344512326879
