epoch,loss,elapsed
1185,1.8088968919975511e-03,0.12669600
1186,1.8088398401096954e-03,0.12679429
1187,1.8088154800127783e-03,0.12690088
1188,1.8087725441723616e-03,0.12700275
1189,1.8087332325970671e-03,0.12711137
1190,1.8086936497656743e-03,0.12722500
1191,1.8086150655913374e-03,0.12734137
1192,1.8085676039442142e-03,0.12748833
1193,1.8084817960057156e-03,0.12758792
1194,1.8084236753324150e-03,0.12769387
1195,1.8083663244963595e-03,0.12779267
1196,1.8083194667862870e-03,0.12789079
1197,1.8082816601687065e-03,0.12798908
1198,1.8082277357513443e-03,0.12808729
1199,1.8081993704028769e-03,0.12818562
1200,1.8081712744245216e-03,0.12828346
1201,1.8081093689593676e-03,0.12838471
1202,1.8080867829102915e-03,0.12848233
1203,1.8080593367288064e-03,0.12858046
1204,1.8080235094017666e-03,0.12867812
1205,1.8080004025291473e-03,0.12877554
1206,1.8079414218797559e-03,0.12887358
1207,1.8079021860606275e-03,0.12897096
1208,1.8078526264066056e-03,0.12906850
1209,1.8078298701053341e-03,0.12916608
1210,1.8077956944799268e-03,0.12926388
1211,1.8077448919378973e-03,0.12936183
1212,1.8076949285861748e-03,0.12945971
1213,1.8076583988848149e-03,0.12955758
1214,1.8076213637493090e-03,0.12965571
1215,1.8075867743631989e-03,0.12975317
1216,1.8075504831124129e-03,0.12985075
1217,1.8075094582821081e-03,0.12994837
1218,1.8074801557205269e-03,0.13004704
1219,1.8074462939040327e-03,0.13014829
1220,1.8074006887912138e-03,0.13024608
1221,1.8073725402642140e-03,0.13035408
1222,1.8073479672326275e-03,0.13045242
1223,1.8072974348772185e-03,0.13055954
1224,1.8072599109041725e-03,0.13065754
1225,1.8072134262774699e-03,0.13077242
1226,1.8071756906583262e-03,0.13087004
1227,1.8071346813851904e-03,0.13096804
1228,1.8070995958869077e-03,0.13106646
1229,1.8070628862874656e-03,0.13117329
1230,1.8070241617238769e-03,0.13127971
1231,1.8069891292683902e-03,0.13137812
1232,1.8069402990471353e-03,0.13147633
1233,1.8069243031883311e-03,0.13160775
1234,1.8068770767814631e-03,0.13171383
1235,1.8068575733706557e-03,0.13181229
1236,1.8068289554933961e-03,0.13191571
1237,1.8067937277524188e-03,0.13201371
1238,1.8067502344979304e-03,0.13211492
1239,1.8067131239454704e-03,0.13221304
1240,1.8066657713948807e-03,0.13231196
1241,1.8066329674966553e-03,0.13241000
1242,1.8065961890602611e-03,0.13250733
1243,1.8065520295648249e-03,0.13260517
1244,1.8065215033346630e-03,0.13270300
1245,1.8064834608791326e-03,0.13280067
1246,1.8064216696494491e-03,0.13289879
1247,1.8063954844738000e-03,0.13299633
1248,1.8063584182153266e-03,0.13309417
1249,1.8063378522939683e-03,0.13319204
1250,1.8062810301001471e-03,0.13328967
1251,1.8062571076504475e-03,0.13338762
1252,1.8062374802537519e-03,0.13348546
1253,1.8062042116967945e-03,0.13360025
1254,1.8061905097212338e-03,0.13369933
1255,1.8061301396392767e-03,0.13380717
1256,1.8061082741413297e-03,0.13392667
1257,1.8060633358113656e-03,0.13403533
1258,1.8060051547814126e-03,0.13413362
1259,1.8059355959508369e-03,0.13423183
1260,1.8058766456269162e-03,0.13432946
1261,1.8058135532216322e-03,0.13443075
1262,1.8057685045269744e-03,0.13454571
1263,1.8057372263629607e-03,0.13464533
1264,1.8056755588331033e-03,0.13475208
1265,1.8056364702466099e-03,0.13485962
1266,1.8055872340234412e-03,0.13496258
1267,1.8055161425900316e-03,0.13507058
1268,1.8054796822400995e-03,0.13517029
1269,1.8054271257088345e-03,0.13526954
1270,1.8053727174211058e-03,0.13537125
1271,1.8053059567038087e-03,0.13546912
1272,1.8052801727120474e-03,0.13556712
1273,1.8052291652505194e-03,0.13566492
1274,1.8051963421784809e-03,0.13582442
1275,1.8051549026743060e-03,0.13592242
1276,1.8050912757595306e-03,0.13602067
1277,1.8050592829014118e-03,0.13613496
1278,1.8050212850751063e-03,0.13623275
1279,1.8049532628192058e-03,0.13633075
1280,1.8049068629402722e-03,0.13643737
1281,1.8048562373285061e-03,0.13655196
1282,1.8047761515757625e-03,0.13665383
1283,1.8047333925917542e-03,0.13675171
1284,1.8046560984800923e-03,0.13684983
1285,1.8045786514912943e-03,0.13694742
1286,1.8044618442323358e-03,0.13704525
1287,1.8043476420301924e-03,0.13714275
1288,1.8042518786625088e-03,0.13724029
1289,1.8040862414174636e-03,0.13733792
1290,1.8038827964200212e-03,0.13743592
1291,1.8037078237369563e-03,0.13753383
1292,1.8035435256472535e-03,0.13763183
1293,1.8034096766052041e-03,0.13772967
1294,1.8033019768418001e-03,0.13782725
1295,1.8030566260938724e-03,0.13792504
1296,1.8029795037555320e-03,0.13807083
1297,1.8028751549846699e-03,0.13816900
1298,1.8027061677518713e-03,0.13826679
1299,1.8025682909352395e-03,0.13836471
1300,1.8023869225776490e-03,0.13846275
1301,1.8021487963044726e-03,0.13856687
1302,1.8020034518426262e-03,0.13866925
1303,1.8017607616056630e-03,0.13876713
1304,1.8016720597212000e-03,0.13886525
1305,1.8014711488712476e-03,0.13896312
1306,1.8013366948127271e-03,0.13908667
1307,1.8010693143541811e-03,0.13918508
1308,1.8009065878263029e-03,0.13928388
1309,1.8007973723703334e-03,0.13938208
1310,1.8006099438099749e-03,0.13948025
1311,1.8005215945323769e-03,0.13957854
1312,1.8002680957587224e-03,0.13967671
1313,1.8001792565555373e-03,0.13977454
1314,1.8000618583541008e-03,0.13987242
1315,1.7999473060906930e-03,0.13997029
1316,1.7997924428919405e-03,0.14006846
1317,1.7996976346092513e-03,0.14016662
1318,1.7995979964887834e-03,0.14027212
1319,1.7994702642196692e-03,0.14043671
1320,1.7993226009098652e-03,0.14057433
1321,1.7992268113865776e-03,0.14069350
1322,1.7991101511160529e-03,0.14079946
1323,1.7990076403546728e-03,0.14090554
1324,1.7988830393502468e-03,0.14101096
1325,1.7986657287737092e-03,0.14112192
1326,1.7985797169542445e-03,0.14122212
1327,1.7984756682513196e-03,0.14131925
1328,1.7982899599116920e-03,0.14141504
1329,1.7981758186472383e-03,0.14151267
1330,1.7979404940914909e-03,0.14160858
1331,1.7976860718466874e-03,0.14170771
1332,1.7975604789803778e-03,0.14180079
1333,1.7973618518771900e-03,0.14189675
1334,1.7972370641086688e-03,0.14199654
1335,1.7970584318719677e-03,0.14210229
1336,1.7968908563327376e-03,0.14219850
1337,1.7967990299941001e-03,0.14229412
1338,1.7966188233154887e-03,0.14239275
1339,1.7964241145255119e-03,0.14248817
1340,1.7962687682236491e-03,0.14258333
1341,1.7960713313250037e-03,0.14267892
1342,1.7958969698841588e-03,0.14277404
1343,1.7957677273812984e-03,0.14287250
1344,1.7955170381920194e-03,0.14296750
1345,1.7953984001954368e-03,0.14306483
1346,1.7952889553221425e-03,0.14316008
1347,1.7950874053369687e-03,0.14325837
1348,1.7949242525052565e-03,0.14336558
1349,1.7946504652276651e-03,0.14347450
1350,1.7944920969850408e-03,0.14363792
1351,1.7943774183870427e-03,0.14375687
1352,1.7942744753560841e-03,0.14388087
1353,1.7941466047651747e-03,0.14397654
1354,1.7939769366509682e-03,0.14407275
1355,1.7938130004412037e-03,0.14416850
1356,1.7936671000322011e-03,0.14426442
1357,1.7935521338850932e-03,0.14436325
1358,1.7934160083448469e-03,0.14445888
1359,1.7932615086980639e-03,0.14455458
1360,1.7931278720903017e-03,0.14465012
1361,1.7930064439230303e-03,0.14474533
1362,1.7929028450547467e-03,0.14484121
1363,1.7927891817837405e-03,0.14493383
1364,1.7926668475024567e-03,0.14502933
1365,1.7925496801719730e-03,0.14512229
1366,1.7924689801359674e-03,0.14521800
1367,1.7923152073317464e-03,0.14532046
1368,1.7922626542993534e-03,0.14541667
1369,1.7921931604670859e-03,0.14551250
1370,1.7921119409710310e-03,0.14560796
1371,1.7920047376237659e-03,0.14570354
1372,1.7919411080833487e-03,0.14579900
1373,1.7918757476956674e-03,0.14589771
1374,1.7917852834871660e-03,0.14599750
1375,1.7916764826021239e-03,0.14609262
1376,1.7915799084940822e-03,0.14618862
1377,1.7914916399068169e-03,0.14628379
1378,1.7914082535879321e-03,0.14637871
1379,1.7913020741433289e-03,0.14647362
1380,1.7911777593082401e-03,0.14656850
1381,1.7910803223264266e-03,0.14666371
1382,1.7909583739297798e-03,0.14675854
1383,1.7908455962253097e-03,0.14685379
1384,1.7907617172468638e-03,0.14695612
1385,1.7907403950368985e-03,0.14705983
1386,1.7905743856214769e-03,0.14715946
1387,1.7905222967092140e-03,0.14726396
1388,1.7904564474780327e-03,0.14737900
1389,1.7903695337306792e-03,0.14748646
1390,1.7903325363834571e-03,0.14758179
1391,1.7901811302870416e-03,0.14767883
1392,1.7901330980043962e-03,0.14778258
1393,1.7900335656772369e-03,0.14788621
1394,1.7899775302016351e-03,0.14798242
1395,1.7898395330025725e-03,0.14807804
1396,1.7897726791773476e-03,0.14817387
1397,1.7897033102988050e-03,0.14827467
1398,1.7896004938664249e-03,0.14836979
1399,1.7895446089470355e-03,0.14851308
1400,1.7894591980531682e-03,0.14860933
1401,1.7893986737630445e-03,0.14870512
1402,1.7893195015239553e-03,0.14880887
1403,1.7892741133717304e-03,0.14890817
1404,1.7891911212223369e-03,0.14900092
1405,1.7891265478554622e-03,0.14909650
1406,1.7890629238596755e-03,0.14919254
1407,1.7889364877767733e-03,0.14928842
1408,1.7888611560792935e-03,0.14942800
1409,1.7887789091442380e-03,0.14952333
1410,1.7887109833789438e-03,0.14961967
1411,1.7886387671854453e-03,0.14971512
1412,1.7885546855937972e-03,0.14981121
1413,1.7884735129480944e-03,0.14990708
1414,1.7883840764211310e-03,0.15000208
1415,1.7883137779967648e-03,0.15010117
1416,1.7882219480281623e-03,0.15020050
1417,1.7880793626172307e-03,0.15029592
1418,1.7879399873160090e-03,0.15039333
1419,1.7878823787360948e-03,0.15048871
1420,1.7877996717869460e-03,0.15058404
1421,1.7877331556254822e-03,0.15067887
1422,1.7876489462037557e-03,0.15077383
1423,1.7875411363484413e-03,0.15086879
1424,1.7874637765889648e-03,0.15096404
1425,1.7873547574463391e-03,0.15106283
1426,1.7872344649118715e-03,0.15115767
1427,1.7870920346317366e-03,0.15127079
1428,1.7869447627856022e-03,0.15136912
1429,1.7867831603022683e-03,0.15146400
1430,1.7866251172201533e-03,0.15155908
1431,1.7864889545692584e-03,0.15165421
1432,1.7863666044813805e-03,0.15174937
1433,1.7862606351523897e-03,0.15184483
1434,1.7861573843053133e-03,0.15194000
1435,1.7860636425189103e-03,0.15203612
1436,1.7859781418078718e-03,0.15213467
1437,1.7858880279913712e-03,0.15223075
1438,1.7858144564430721e-03,0.15232717
1439,1.7856973879277419e-03,0.15242387
1440,1.7855753767093774e-03,0.15251662
1441,1.7854857528902728e-03,0.15261213
1442,1.7853506708419913e-03,0.15271067
1443,1.7852787002001363e-03,0.15280575
1444,1.7851170468360285e-03,0.15291808
1445,1.7850274428716415e-03,0.15301358
1446,1.7849342873010971e-03,0.15310625
1447,1.7847951231184189e-03,0.15320242
1448,1.7846955231145137e-03,0.15329779
1449,1.7845739942049328e-03,0.15339296
1450,1.7844893769555711e-03,0.15348825
1451,1.7843952439531375e-03,0.15359042
1452,1.7842930542396531e-03,0.15369429
1453,1.7841096124548692e-03,0.15379383
1454,1.7840234261759669e-03,0.15390300
1455,1.7839061795503640e-03,0.15401950
1456,1.7837429283663717e-03,0.15411921
1457,1.7836028389445846e-03,0.15421100
1458,1.7833739004227574e-03,0.15430692
1459,1.7832417379550272e-03,0.15440192
1460,1.7830975305321872e-03,0.15449671
1461,1.7829146237143107e-03,0.15458904
1462,1.7827199268873621e-03,0.15469942
1463,1.7825948118718074e-03,0.15479863
1464,1.7824110806874650e-03,0.15489383
1465,1.7823067882500872e-03,0.15498904
1466,1.7821881608960173e-03,0.15508383
1467,1.7820325203693169e-03,0.15518258
1468,1.7819335683777627e-03,0.15527471
1469,1.7818781681000267e-03,0.15536687
1470,1.7815857978490403e-03,0.15546204
1471,1.7815233428041470e-03,0.15556079
1472,1.7814324265655894e-03,0.15565600
1473,1.7813298524949901e-03,0.15575283
1474,1.7812271791786166e-03,0.15584954
1475,1.7811590263184091e-03,0.15596921
1476,1.7810672300802462e-03,0.15606412
1477,1.7810015865717781e-03,0.15616037
1478,1.7809230744739277e-03,0.15625888
1479,1.7808208826190892e-03,0.15635404
1480,1.7807645284474091e-03,0.15644954
1481,1.7806987956795002e-03,0.15654492
1482,1.7805815557173038e-03,0.15664067
1483,1.7805324847199504e-03,0.15673629
1484,1.7804639204615051e-03,0.15683129
1485,1.7803931896990157e-03,0.15692654
1486,1.7803406981063182e-03,0.15702154
1487,1.7802539630998968e-03,0.15711675
1488,1.7801972249211167e-03,0.15725575
1489,1.7801436670861694e-03,0.15735083
1490,1.7801030996456983e-03,0.15745437
1491,1.7800471872041622e-03,0.15754967
1492,1.7799722239839472e-03,0.15764508
1493,1.7799018552087905e-03,0.15774179
1494,1.7798384668382362e-03,0.15783742
1495,1.7797857407975709e-03,0.15794096
1496,1.7797145990152501e-03,0.15803579
1497,1.7796330579940931e-03,0.15813154
1498,1.7795453539029261e-03,0.15822687
1499,1.7794505864226523e-03,0.15832217
1500,1.7793210794594255e-03,0.15841737
1501,1.7791896345190402e-03,0.15851229
1502,1.7790657822235538e-03,0.15860758
1503,1.7789543483236062e-03,0.15870262
1504,1.7788356889285410e-03,0.15879729
1505,1.7786817023059810e-03,0.15889233
1506,1.7785928544707893e-03,0.15898742
1507,1.7784712788418034e-03,0.15908337
1508,1.7783712867694187e-03,0.15917858
1509,1.7782640140636896e-03,0.15927383
1510,1.7781204195751301e-03,0.15936879
1511,1.7779642488861345e-03,0.15947008
1512,1.7778792122418285e-03,0.15956500
1513,1.7777604104389766e-03,0.15965992
1514,1.7776800402797297e-03,0.15975479
1515,1.7775932335245749e-03,0.15985600
1516,1.7774553610090589e-03,0.15995887
1517,1.7773872495647791e-03,0.16005663
1518,1.7772929679383623e-03,0.16016125
1519,1.7771611297856911e-03,0.16025742
1520,1.7770269318648608e-03,0.16035587
1521,1.7769675441174008e-03,0.16045358
1522,1.7768333747092897e-03,0.16054979
1523,1.7767903405398176e-03,0.16064625
1524,1.7767006833325813e-03,0.16074221
1525,1.7766367982834140e-03,0.16083733
1526,1.7765460252245856e-03,0.16093271
1527,1.7764085795037741e-03,0.16102804
1528,1.7763518428781698e-03,0.16116721
1529,1.7762374625757403e-03,0.16126262
1530,1.7761589445695024e-03,0.16135796
1531,1.7760615268822460e-03,0.16145329
1532,1.7759844351396764e-03,0.16155896
1533,1.7759052316470869e-03,0.16165950
1534,1.7758074801113588e-03,0.16177092
1535,1.7757487952923309e-03,0.16196550
1536,1.7756714938953135e-03,0.16208742
1537,1.7755876192528039e-03,0.16220912
1538,1.7754539626960756e-03,0.16230692
1539,1.7753987711110713e-03,0.16240429
1540,1.7752998627556507e-03,0.16250308
1541,1.7752695806157572e-03,0.16261804
1542,1.7751461941483146e-03,0.16271371
1543,1.7750609807966348e-03,0.16281321
1544,1.7749725676832852e-03,0.16290867
1545,1.7748532637314380e-03,0.16300400
1546,1.7747821763347005e-03,0.16315237
1547,1.7746410430761483e-03,0.16324662
1548,1.7745139418714783e-03,0.16334192
1549,1.7743595011158583e-03,0.16343742
1550,1.7742395707242736e-03,0.16353267
1551,1.7741441911444983e-03,0.16362750
1552,1.7739510651186318e-03,0.16372337
1553,1.7738488799556034e-03,0.16381900
1554,1.7737242536756696e-03,0.16391787
1555,1.7735915872675483e-03,0.16401308
1556,1.7734673742969310e-03,0.16410758
1557,1.7733615088459875e-03,0.16420237
1558,1.7732243718900668e-03,0.16429717
1559,1.7731497520807778e-03,0.16439354
1560,1.7730258021697854e-03,0.16448592
1561,1.7729480118016435e-03,0.16458088
1562,1.7728463842557830e-03,0.16467571
1563,1.7727989722004093e-03,0.16477083
1564,1.7727221231402651e-03,0.16486658
1565,1.7726498559494960e-03,0.16497533
1566,1.7725436874994934e-03,0.16508996
1567,1.7724572485359467e-03,0.16518508
1568,1.7723966786939809e-03,0.16528858
1569,1.7723109838680366e-03,0.16538396
1570,1.7722160663572342e-03,0.16547971
1571,1.7721437549148853e-03,0.16557483
1572,1.7720578329826634e-03,0.16567217
1573,1.7719993872213082e-03,0.16576767
1574,1.7719239723537545e-03,0.16586267
1575,1.7718283698057551e-03,0.16595779
1576,1.7717576169329920e-03,0.16605283
1577,1.7717175151341969e-03,0.16614812
1578,1.7716256169996850e-03,0.16624325
1579,1.7715936955196138e-03,0.16634187
1580,1.7715439060651231e-03,0.16643733
1581,1.7714802988893664e-03,0.16653267
1582,1.7714090876503822e-03,0.16663183
1583,1.7713134714171155e-03,0.16672704
1584,1.7712699899578648e-03,0.16688550
1585,1.7711689207577652e-03,0.16698021
1586,1.7710866183545978e-03,0.16707592
1587,1.7709786012719696e-03,0.16717162
1588,1.7709354591060914e-03,0.16726617
1589,1.7708497399689350e-03,0.16736117
1590,1.7707789669760554e-03,0.16745621
1591,1.7707025878789836e-03,0.16755100
1592,1.7705762711659816e-03,0.16764558
1593,1.7704922257561258e-03,0.16778433
1594,1.7703808872207485e-03,0.16787896
1595,1.7702840010148393e-03,0.16797346
1596,1.7701994151561398e-03,0.16806825
1597,1.7701334492789048e-03,0.16816871
1598,1.7700232006189853e-03,0.16828692
1599,1.7699548856857400e-03,0.16839046
1600,1.7698934042297391e-03,0.16849017
1601,1.7697819924780227e-03,0.16858975
1602,1.7696825171710461e-03,0.16868904
1603,1.7696025699868458e-03,0.16878829
1604,1.7695350932585069e-03,0.16888792
1605,1.7694780243347995e-03,0.16898671
1606,1.7694397456956158e-03,0.16913388
1607,1.7693948111656449e-03,0.16923787
1608,1.7693728783612290e-03,0.16933804
1609,1.7693339120833482e-03,0.16944846
1610,1.7692962348491641e-03,0.16955929
1611,1.7692543109186231e-03,0.16967550
1612,1.7692035069747675e-03,0.16977837
1613,1.7691682863931362e-03,0.16987812
1614,1.7691244139773823e-03,0.16997321
1615,1.7690560586594106e-03,0.17007792
1616,1.7689948081438132e-03,0.17017354
1617,1.7689533651503225e-03,0.17026833
1618,1.7688736605456544e-03,0.17036408
1619,1.7688526777327649e-03,0.17046937
1620,1.7687885763662673e-03,0.17056454
1621,1.7687405814273032e-03,0.17065933
1622,1.7686810242903267e-03,0.17075446
1623,1.7685936346402067e-03,0.17084992
1624,1.7685461800180547e-03,0.17098950
1625,1.7684492898638127e-03,0.17108408
1626,1.7683800111218571e-03,0.17117900
1627,1.7683047913474369e-03,0.17127375
1628,1.7682431127772770e-03,0.17136883
1629,1.7681910554416700e-03,0.17146387
1630,1.7680711972314061e-03,0.17155854
1631,1.7679956435741595e-03,0.17165342
1632,1.7679143642435982e-03,0.17174796
1633,1.7678061869331313e-03,0.17185008
1634,1.7677454586404885e-03,0.17194475
1635,1.7676548892640827e-03,0.17203942
1636,1.7675909751475509e-03,0.17213396
1637,1.7674926657661053e-03,0.17222879
1638,1.7674284224508043e-03,0.17232350
1639,1.7673370707263953e-03,0.17241821
1640,1.7672487262923287e-03,0.17251325
1641,1.7671473886024568e-03,0.17260771
1642,1.7670769732082369e-03,0.17270262
1643,1.7669913787420892e-03,0.17279733
1644,1.7669231480098781e-03,0.17289217
1645,1.7668524414280072e-03,0.17299004
1646,1.7667393250717304e-03,0.17308404
1647,1.7666688015080031e-03,0.17317871
1648,1.7665949562276147e-03,0.17327346
1649,1.7664713399309266e-03,0.17338546
1650,1.7663956851600197e-03,0.17349062
1651,1.7663222711243548e-03,0.17358292
1652,1.7661969273810669e-03,0.17368233
1653,1.7661370714573145e-03,0.17379575
1654,1.7660652669817657e-03,0.17389079
1655,1.7659085071656012e-03,0.17398575
1656,1.7657825097114872e-03,0.17408067
1657,1.7657181897742799e-03,0.17417550
1658,1.7655851644719359e-03,0.17427029
1659,1.7654577148237206e-03,0.17436762
1660,1.7653065779428400e-03,0.17446229
1661,1.7650797290186958e-03,0.17456367
1662,1.7648630449164802e-03,0.17466725
1663,1.7646173725856780e-03,0.17477354
1664,1.7644267251469572e-03,0.17487654
1665,1.7641385864622318e-03,0.17496883
1666,1.7638931112014973e-03,0.17506354
1667,1.7637112149372150e-03,0.17515863
1668,1.7634448698240618e-03,0.17525375
1669,1.7631330152761101e-03,0.17534800
1670,1.7628751363142244e-03,0.17544250
1671,1.7625239532926325e-03,0.17553733
1672,1.7621524561534404e-03,0.17563196
1673,1.7619539820557452e-03,0.17572650
1674,1.7615199926242098e-03,0.17582121
1675,1.7614013844715654e-03,0.17591613
1676,1.7611344801314527e-03,0.17601096
1677,1.7608590015604246e-03,0.17610592
1678,1.7606067519839697e-03,0.17620658
1679,1.7602350054830411e-03,0.17630608
1680,1.7600517004877649e-03,0.17644429
1681,1.7597058755731330e-03,0.17653954
1682,1.7594741635708672e-03,0.17664200
1683,1.7591983000572150e-03,0.17674046
1684,1.7589598265206825e-03,0.17684208
1685,1.7587986229968492e-03,0.17693663
1686,1.7585198899055271e-03,0.17703462
1687,1.7583069525329339e-03,0.17712950
1688,1.7580532980545154e-03,0.17723533
1689,1.7576462715657008e-03,0.17733225
1690,1.7574095039396824e-03,0.17742946
1691,1.7572058935146774e-03,0.17752529
1692,1.7566495235654522e-03,0.17762137
1693,1.7564871281694056e-03,0.17771896
1694,1.7562616817431835e-03,0.17781442
1695,1.7559578399819452e-03,0.17792487
1696,1.7557048400997576e-03,0.17802171
1697,1.7552701073390957e-03,0.17811675
1698,1.7550589356773120e-03,0.17826562
1699,1.7545968624814534e-03,0.17836908
1700,1.7542398650768284e-03,0.17846408
1701,1.7538119145865648e-03,0.17855950
1702,1.7534672397935117e-03,0.17867121
1703,1.7530118692253962e-03,0.17876717
1704,1.7526761434174837e-03,0.17886271
1705,1.7521906447585270e-03,0.17896558
1706,1.7517676778089854e-03,0.17906850
1707,1.7513608264086464e-03,0.17916300
1708,1.7511169927965945e-03,0.17925779
1709,1.7502288884901531e-03,0.17935450
1710,1.7498657926607810e-03,0.17944983
1711,1.7494824603627699e-03,0.17954483
1712,1.7489902656266626e-03,0.17964292
1713,1.7487181507680840e-03,0.17973800
1714,1.7483161254192271e-03,0.17984167
1715,1.7481509295550681e-03,0.17993663
1716,1.7478274486319851e-03,0.18003129
1717,1.7473814872776149e-03,0.18012612
1718,1.7468404086404931e-03,0.18022071
1719,1.7464408880850080e-03,0.18031525
1720,1.7460994499207765e-03,0.18041033
1721,1.7458010085151304e-03,0.18050537
1722,1.7454668415329173e-03,0.18060329
1723,1.7448897973335613e-03,0.18070246
1724,1.7445785804279155e-03,0.18079662
1725,1.7442029824316740e-03,0.18089079
1726,1.7437347624795611e-03,0.18098542
1727,1.7434579565838175e-03,0.18107987
1728,1.7431471948218980e-03,0.18117487
1729,1.7426429871942016e-03,0.18126979
1730,1.7424057460135299e-03,0.18136458
1731,1.7420701938426209e-03,0.18145946
1732,1.7417962602074284e-03,0.18155487
1733,1.7412828239020762e-03,0.18164958
1734,1.7407815461652288e-03,0.18174442
1735,1.7403932133769502e-03,0.18184521
1736,1.7397235528194990e-03,0.18193904
1737,1.7389002231324206e-03,0.18203371
1738,1.7382675724635361e-03,0.18212933
1739,1.7375895990315150e-03,0.18223833
1740,1.7370485952661018e-03,0.18234258
1741,1.7366962885251511e-03,0.18243863
1742,1.7358745383636957e-03,0.18253387
1743,1.7356098142404367e-03,0.18263367
1744,1.7352036467168353e-03,0.18273675
1745,1.7345620901698606e-03,0.18283146
1746,1.7341235381508320e-03,0.18292583
1747,1.7331394045284614e-03,0.18302862
1748,1.7322082720980050e-03,0.18312312
1749,1.7315218715209994e-03,0.18321762
1750,1.7309295030519696e-03,0.18331387
1751,1.7303115673731175e-03,0.18340900
1752,1.7295993740499224e-03,0.18350371
1753,1.7287151631656865e-03,0.18360217
1754,1.7283514338340992e-03,0.18369696
1755,1.7277701039137448e-03,0.18379175
1756,1.7271051255237867e-03,0.18388650
1757,1.7263032899378001e-03,0.18398429
1758,1.7255985673338818e-03,0.18407871
1759,1.7249964000825742e-03,0.18417362
1760,1.7242900994973354e-03,0.18426854
1761,1.7235081496788055e-03,0.18436588
1762,1.7227674134273605e-03,0.18446596
1763,1.7219928636537827e-03,0.18456004
1764,1.7215703979780966e-03,0.18465487
1765,1.7207263229726433e-03,0.18474925
1766,1.7203198762436177e-03,0.18484388
1767,1.7196625833955116e-03,0.18493829
1768,1.7189396220379000e-03,0.18503296
1769,1.7182789352756839e-03,0.18513371
1770,1.7169040204531747e-03,0.18522558
1771,1.7159996354285199e-03,0.18536696
1772,1.7148625206469148e-03,0.18546217
1773,1.7140696154400296e-03,0.18556033
1774,1.7133414775908572e-03,0.18565492
1775,1.7126251240631419e-03,0.18574950
1776,1.7120201862224089e-03,0.18587000
1777,1.7112948113198697e-03,0.18596483
1778,1.7107961469449500e-03,0.18606008
1779,1.7102092001308532e-03,0.18615504
1780,1.7097746021308676e-03,0.18625021
1781,1.7091160889528383e-03,0.18634517
1782,1.7087140887538039e-03,0.18643983
1783,1.7078650965766525e-03,0.18653463
1784,1.7068683307173507e-03,0.18662937
1785,1.7061387841079117e-03,0.18676721
1786,1.7053564870813335e-03,0.18686233
1787,1.7049233077941301e-03,0.18695742
1788,1.7044252025512855e-03,0.18705225
1789,1.7037346743894652e-03,0.18714729
1790,1.7029399834682945e-03,0.18725200
1791,1.7019548388217804e-03,0.18734683
1792,1.7012947914288460e-03,0.18744183
1793,1.7004940580146240e-03,0.18754021
1794,1.6993852623185632e-03,0.18763512
1795,1.6985107675328000e-03,0.18773054
1796,1.6978410646736886e-03,0.18782562
1797,1.6970039382137071e-03,0.18792025
1798,1.6963139888199941e-03,0.18801504
1799,1.6957839902644962e-03,0.18810996
1800,1.6948323194923922e-03,0.18820462
1801,1.6944221181547960e-03,0.18829925
1802,1.6937700004302130e-03,0.18839383
1803,1.6933555398055238e-03,0.18849292
1804,1.6930351253719340e-03,0.18860888
1805,1.6924302516906605e-03,0.18870717
1806,1.6921704931148604e-03,0.18880154
1807,1.6918447888942222e-03,0.18889625
1808,1.6917104978859566e-03,0.18899108
1809,1.6914427483742884e-03,0.18908558
1810,1.6909563210789195e-03,0.18918025
1811,1.6904728028374948e-03,0.18927508
1812,1.6899634954651063e-03,0.18936975
1813,1.6894488484790163e-03,0.18946471
1814,1.6891796175636112e-03,0.18955958
1815,1.6886118805715124e-03,0.18965412
1816,1.6881336855671713e-03,0.18974862
1817,1.6877287669701904e-03,0.18984308
1818,1.6872759012415064e-03,0.18993763
1819,1.6869516667604564e-03,0.19003217
1820,1.6865946565896330e-03,0.19012654
1821,1.6861234064274625e-03,0.19022204
1822,1.6857923566215337e-03,0.19031721
1823,1.6854604406319504e-03,0.19041200
1824,1.6849747659528807e-03,0.19050642
1825,1.6846353184471936e-03,0.19060137
1826,1.6841295762549614e-03,0.19069608
1827,1.6837426845126987e-03,0.19079062
1828,1.6833495918566091e-03,0.19088571
1829,1.6831328535222064e-03,0.19098354
1830,1.6825403383652570e-03,0.19107796
1831,1.6823435785084395e-03,0.19117267
1832,1.6817574573702149e-03,0.19126754
1833,1.6813841832929253e-03,0.19136217
1834,1.6809425370368544e-03,0.19146017
1835,1.6801823189245290e-03,0.19155458
1836,1.6798697246437487e-03,0.19164912
1837,1.6787289291000885e-03,0.19174421
1838,1.6782988775604355e-03,0.19184550
1839,1.6776301278142156e-03,0.19194079
1840,1.6770343592522417e-03,0.19203542
1841,1.6760020240530981e-03,0.19213012
1842,1.6752912076760304e-03,0.19222475
1843,1.6745587390788578e-03,0.19231946
1844,1.6735690533768394e-03,0.19241396
1845,1.6724906698263400e-03,0.19250850
1846,1.6715890666334538e-03,0.19260308
1847,1.6702663278869803e-03,0.19269783
1848,1.6693701377755116e-03,0.19279200
1849,1.6681615529056818e-03,0.19288596
1850,1.6667365364081295e-03,0.19298046
