epoch,frame,norm_cont,norm_mom_u,norm_mom_v,norm_p_gauge,loss,walltime,memory,div_rms,umax,umin,vmax,vmin,speed_max
0,0,0.0,28.96309471130371,0.0,0.0,838.86083984375,0.5706908702850342,349.234375,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,28.96309471130371,0.0,0.0,838.86083984375,0.7129278182983398,414.1875,5.889366772038329e-09,0.012015627697110176,-0.001984375063329935,0.0,0.0,0.012015627697110176
2,1,0.033540867269039154,28.549531936645508,0.010177982971072197,1.326482568231313e-08,815.0770263671875,0.7150418758392334,414.1875,0.07666362822055817,0.02402624860405922,-0.0050622234120965,0.00894090160727501,-0.008279348723590374,0.025635914877057076
3,1,0.1380062848329544,28.136865615844727,0.4711681008338928,3.272593218639486e-08,791.9241943359375,0.7167088985443115,414.1875,0.09068209677934647,0.036030013114213943,-0.006247993558645248,0.004876137711107731,-0.003894855733960867,0.03631018102169037
4,1,0.1278071105480194,27.725236892700195,0.32905498147010803,4.282072652017632e-08,768.8133544921875,0.7186117172241211,414.46875,0.0800367072224617,0.048021797090768814,-0.008038128726184368,0.005380967166274786,-0.005895278416574001,0.04824257642030716
5,1,0.14861658215522766,27.335283279418945,0.41758233308792114,5.54806049990475e-08,747.4141845703125,0.7203927040100098,414.5,0.08619014173746109,0.059998635202646255,-0.009437710978090763,0.007275390904396772,-0.0054215071722865105,0.060322150588035583
6,1,0.179369255900383,26.900236129760742,0.40976178646087646,6.794535778453792e-08,723.82275390625,0.7315056324005127,410.3125,0.09864885360002518,0.07195673882961273,-0.010671423748135567,0.011878596618771553,-0.005222241394221783,0.07291676104068756
7,1,0.22073043882846832,26.48660659790039,0.4337116479873657,8.024887421242966e-08,701.7771606445312,0.7340226173400879,402.421875,0.11453787237405777,0.0838935598731041,-0.011350328102707863,0.01665937528014183,-0.005642023868858814,0.0855136439204216
8,1,0.2707555890083313,26.07416343688965,0.516573965549469,9.238353726459536e-08,680.2021484375,0.7358627319335938,397.5,0.13054269552230835,0.09580636024475098,-0.012456215918064117,0.020792854949831963,-0.005838990211486816,0.09801315516233444
9,1,0.32254621386528015,25.66302490234375,0.6273004412651062,1.0450887089064054e-07,659.08837890625,0.7376017570495605,397.671875,0.14292271435260773,0.10769177973270416,-0.013958634808659554,0.024319440126419067,-0.005971112754195929,0.11037087440490723
