epoch,loss,pde,cont,mom,bc,data,eik,area,phi_anchor,err_u,err_chi,kphi,weight_pde,weight_bc,weight_data,weight_eik,weight_area,weight_phi_anchor
1,73.10647252347474,73.0931064223749,3.778610231291101,69.3144961910838,0.0,0.0,0.01338029001833457,0.004347250835571495,0.2575755223566434,0.38502220352237165,3.509932496577414,9.993070929904524,1.0,10.0,100.0,0.01,0.001,0.0
200,18.029061803313287,18.025803921313198,2.9402294911804643,15.085574430132734,0.0003181236593095492,0.0,9.522083983922436e-05,0.0044815047817193384,0.25872795234703583,0.37699995046895135,3.5600529108235857,8.705505632961241,0.18420058056838864,28.41944962027887,100.0,0.013022208752191733,0.0014669276320141277,0.0
400,2.4853545112129227,13.485203751218439,2.694832204110708,10.79037154710773,4.73618934047814e-05,0.0,2.6176726176669888e-05,0.004481384336416893,0.25876878146109156,0.3666382459775201,3.5600113804701943,7.57858283255199,0.028836231099471792,102.77092841076235,100.0,0.01983917921142208,0.0017008559053823342,0.0
600,0.3666192934331922,12.713040367984545,2.645344676572134,10.06769569141241,9.935097883599128e-09,0.0,1.6768609877421093e-05,0.00448117063683428,0.25872080787349105,0.36434497955357986,3.5599388088716863,6.597539553864471,0.0025696902318334955,1732.1355495746561,100.0,0.020310146999410292,0.0011061761348990936,0.0
800,0.03243526374515614,12.6163267716304,2.6388724976934386,9.977454273936962,7.144512465860894e-10,0.0,1.3459798170724677e-05,0.004480922309359054,0.2586897799609854,0.3640443728893944,3.5598527437781824,5.743491774985174,0.0001885825525857577,46338.57710259504,100.0,0.019351712201140892,0.0005913388325445477,0.0
1000,0.0024159384903294735,12.607186447446232,2.6382531866338477,9.968933260812383,6.48511599684678e-10,0.0,1.1869702125762073e-05,0.004480524108151228,0.25867043374839027,0.3640158175886939,3.5596893996737724,5.0,1.341566644139353e-05,100000.0,100.0,0.019764677167354874,0.00030638639782571087,0.0
1200,0.00021119608161637672,12.606420675854423,2.6382007150878604,9.968219960766563,3.662471771941925e-10,0.0,1.0882453601324479e-05,0.00448019261438044,0.25865575799474055,0.36401340448997244,3.559552724593933,4.352752816480621,1e-05,100000.0,100.0,0.020854311991312744,0.00014973218402607928,0.0
1400,0.00015329316643713018,12.606008712504355,2.6381722175093625,9.967836494994993,2.3511589178474516e-10,0.0,1.018797493933033e-05,0.004479921398897028,0.25864348145967697,0.3640120974711301,3.559441207472703,3.7892914162759954,1e-05,100000.0,100.0,0.022825261557218993,6.96656072657961e-05,0.0
1600,0.0001429284106009068,12.605544104771969,2.6381401822376427,9.967403922534325,1.416160783239857e-10,0.0,9.65965047734849e-06,0.004479689808958648,0.2586326654161981,0.3640106309678189,3.5593462555913504,3.2987697769322355,1e-05,100000.0,100.0,0.025750527314900688,3.076048381745271e-05,0.0
1800,0.00013611321404084835,12.60501575731821,2.6381038637276326,9.966911893590577,7.963895834360201e-11,0.0,9.235943624351831e-06,0.004479485499160399,0.2586228724562939,0.36400897062595955,3.5592626847123325,2.871745887492587,1e-05,100000.0,100.0,0.02976868865378573,1.2841123637267971e-05,0.0
2000,2.1964262563111534,12.604419189869361,2.6380630103970644,9.966356179472296,2.196298502006034e-05,0.0,8.882320519356286e-06,0.004479300966182807,0.2586137900661454,0.36400710031016076,3.5591873301200727,2.5,1e-05,100000.0,100.0,0.07989553715743823,1.1499127731341872e-05,0.0
2200,0.13391935342100705,12.603756732541772,2.6380180241129696,9.965738708428802,1.3379011242614625e-06,0.0,8.32885189780735e-06,0.004478944291506914,0.2586029285538634,0.3640050032315334,3.5590421189069295,2.17637640824031,1e-05,100000.0,100.0,0.1919304070834677,1e-05,0.0
2400,0.7960741441279876,12.60301650242771,2.637966031903843,9.965050470523867,7.959424065835496e-06,0.0,8.21893608869459e-06,0.004478562017662532,0.2586339524658642,0.36400266198312575,3.558884543334489,1.8946457081379977,1e-05,100000.0,100.0,0.5442817547177141,1e-05,0.0
2600,8.948556482249638,12.602192317176675,2.637907277166163,9.964285040010513,8.948418922663376e-05,0.0,7.761776576071141e-06,0.004478139495789369,0.2586175024254207,0.3640000516419441,3.5587154022924556,1.6493848884661177,1e-05,100000.0,100.0,1.9116832527089576,1e-05,0.0
2800,4.99667661329533,12.601248472296371,2.6378439772934663,9.963404495002905,4.9965185162749716e-05,0.0,8.12907698315447e-06,0.00447799181760432,0.25867073207969904,0.3639971427718459,3.5586537069291992,1.4358729437462938,1e-05,100000.0,100.0,6.760829324391624,1e-05,0.0
3000,1.3530402328540383,12.600208941311848,2.6377720756227596,9.962436865689089,1.3528344196054338e-05,0.0,7.550920403772487e-06,0.004477779770487578,0.25866127174162845,0.36399390297189294,3.5585738381257928,1.25,1e-05,100000.0,100.0,23.534314768775733,1e-05,0.0
3200,9.9199992196705,12.599031284185035,2.637695580538786,9.961335703646249,9.919654003573159e-05,0.0,7.864902243486887e-06,0.004477922320900042,0.2587120415148082,0.3639902993535526,3.558626091858897,1.088188204120155,1e-05,100000.0,100.0,96.99278800033757,1e-05,0.0
3400,1.6472606516656636,12.597732541721484,2.6376076025288184,9.960124939192665,1.6464149607279338e-05,0.0,7.419817969642133e-06,0.004478098195650153,0.2587091707684021,0.36398628360001506,3.5586997714601885,1.0,1e-05,100000.0,100.0,372.8516246142038,1e-05,0.0
3600,2.6435150417488735,12.596288129471867,2.6375089863244656,9.958779143147401,2.6404374479212427e-05,0.0,7.91624863051816e-06,0.004478359728451683,0.2587465058204364,0.3639818244074782,3.5588029785226425,1.0,1e-05,100000.0,100.0,1458.4061523845667,1e-05,0.0
3800,9.297348610015112,12.594695946072614,2.6374014171453033,9.95729452892731,9.286323080294183e-05,0.0,7.47359571879068e-06,0.0044784747959236175,0.25876562880884,0.3639768740345405,3.5588450539374,1.0,1e-05,100000.0,100.0,6237.912638794412,1e-05,0.0
4000,1.5106174216889259,12.592912276745091,2.6372805544310616,9.95563172231403,1.461242541007578e-05,0.0,7.895094019719912e-06,0.004478849941073424,0.2588230816197387,0.3639713767596946,3.5589876702875562,1.0,1e-05,100000.0,100.0,23525.330350358083,1e-05,0.0
