epoch,frame,norm_fu,norm_init,norm_fimp,norm_vx_lap,norm_vy_lap,norm_vx_t,norm_vy_t,loss,walltime,memory,error_u_t0,error_u_t1,weight_pde,weight_init,weight_data,weight_smooth,weight_time
850,9,0.004535791464149952,5.718186002923176e-05,0.4922868013381958,0.00409792922437191,0.004540293011814356,0.0019410011591389775,0.0018361764959990978,0.24241141974925995,100.12119936943054,494.765625,1.8225495e-07,0.012413489,0.019030127183294186,47.489786284090776,32.54592517871093,0.0006205338953539286,5.478932669874296
860,9,0.004533883649855852,4.5986962504684925e-05,0.43377208709716797,0.004076541867107153,0.004521811846643686,0.0018111810786649585,0.0017121239798143506,0.1882220357656479,101.28139066696167,496.9375,9.240846e-08,0.012365679,0.019030127183294186,47.489786284090776,32.54592517871093,0.0006205338953539286,5.478932669874296
870,9,0.004532195162028074,3.0380888347281143e-05,0.3805926442146301,0.004056208301335573,0.004504234064370394,0.0016911750426515937,0.0015974363777786493,0.1449134647846222,102.44562792778015,500.640625,7.508568e-08,0.012324185,0.019030127183294186,47.489786284090776,32.54592517871093,0.0006205338953539286,5.478932669874296
880,9,0.004530709236860275,2.264370777993463e-05,0.33385831117630005,0.004036867991089821,0.004487508442252874,0.001580171985551715,0.0014913637423887849,0.11152306199073792,103.60575318336487,506.09375,5.3911293e-08,0.012289134,0.019030127183294186,47.489786284090776,32.54592517871093,0.0006205338953539286,5.478932669874296
890,9,0.004529391415417194,2.548218981246464e-05,0.29337406158447266,0.004018443636596203,0.004471572116017342,0.001477347919717431,0.0013931310968473554,0.08612912148237228,104.76927781105042,507.78125,5.5917152e-08,0.012259841,0.019030127183294186,47.489786284090776,32.54592517871093,0.0006205338953539286,5.478932669874296
900,9,0.004528208170086145,1.8841883502318524e-05,0.25850173830986023,0.004000861197710037,0.004456354305148125,0.0013819453306496143,0.0013020099140703678,0.06688312441110611,105.93103957176208,506.46875,3.4353803e-08,0.012235444,0.01449794117195188,560.8747544284707,3.281653491207005,0.0004888551047250242,7.665754343693098
910,10,0.007258385419845581,348.6148681640625,0.0239553265273571,0.0031417366117239,0.0035005430690944195,0.01045818068087101,0.00603753887116909,121532.3203125,107.06589436531067,500.046875,0.052784063,0.012221947,0.01449794117195188,560.8747544284707,3.281653491207005,0.0004888551047250242,7.665754343693098
920,10,0.004206872079521418,150.67098999023438,0.02320430614054203,0.0038233252707868814,0.004935035016387701,0.3486892580986023,0.4203107953071594,22702.044921875,108.23401474952698,509.578125,0.03494562,0.012216593,0.01449794117195188,560.8747544284707,3.281653491207005,0.0004888551047250242,7.665754343693098
930,10,0.003745107678696513,90.22771453857422,0.02292480692267418,0.0034726811572909355,0.0038657125551253557,0.24266570806503296,0.26973363757133484,8141.1728515625,109.5964138507843,473.171875,0.016266461,0.0122140935,0.01449794117195188,560.8747544284707,3.281653491207005,0.0004888551047250242,7.665754343693098
940,10,0.003552626585587859,49.77392578125,0.022810425609350204,0.0032604956068098545,0.00364263029769063,0.14231252670288086,0.15395143628120422,2477.48828125,110.78631377220154,495.65625,0.011894309,0.012212647,0.01449794117195188,560.8747544284707,3.281653491207005,0.0004888551047250242,7.665754343693098
950,10,0.003503278596326709,32.665462493896484,0.022753840312361717,0.0031612920574843884,0.0035345805808901787,0.0821673572063446,0.0945645272731781,1067.048583984375,111.95218753814697,499.765625,0.006486044,0.0122116245,0.01449794117195188,560.8747544284707,3.281653491207005,0.0004888551047250242,7.665754343693098
960,10,0.003473791992291808,18.033283233642578,0.022717684507369995,0.0031160148791968822,0.003484913147985935,0.04964878037571907,0.054222989827394485,325.2052307128906,113.12080574035645,495.546875,0.0042816903,0.012210801,0.01449794117195188,560.8747544284707,3.281653491207005,0.0004888551047250242,7.665754343693098
970,10,0.0034663656260818243,12.323629379272461,0.0226884912699461,0.0030930445063859224,0.0034620757214725018,0.029899343848228455,0.032227352261543274,151.8743438720703,114.34041953086853,358.21875,0.0023830011,0.0122101065,0.01449794117195188,560.8747544284707,3.281653491207005,0.0004888551047250242,7.665754343693098
980,10,0.0034612566232681274,6.695333480834961,0.022661736235022545,0.0030805571004748344,0.0034499301109462976,0.019694475457072258,0.0198170505464077,44.82881546020508,115.49645137786865,356.1875,0.001192946,0.012209492,0.01449794117195188,560.8747544284707,3.281653491207005,0.0004888551047250242,7.665754343693098
990,10,0.003458675928413868,3.5887608528137207,0.02263559028506279,0.0030716026667505503,0.003441650653257966,0.012438659556210041,0.012042805552482605,12.880048751831055,116.65278649330139,368.1875,0.0008572091,0.012208955,0.01449794117195188,560.8747544284707,3.281653491207005,0.0004888551047250242,7.665754343693098
1000,10,0.003457446815446019,2.422490358352661,0.022609541192650795,0.003064291551709175,0.0034351719077676535,0.008755980990827084,0.00767251243814826,5.869139671325684,117.80441641807556,380.921875,0.00045872777,0.012208486,0.03651454317805978,53.36692216344862,3.232095168467585,0.0012689389476055052,12.512298726949401
