epoch,loss,pde,cont,mom,bc,data,eik,err_u,err_chi,kphi
1,86.86166778943951,86.84830168833967,4.469433072039604,82.37886861630007,0.0,0.0,0.01338029001833457,0.4086589063415624,3.509932496577414,9.993070929904524
200,23.171176502881213,23.168096563319324,3.5669579713990482,19.601138591920275,0.00030017891893953483,0.0,9.720644239930872e-05,0.40184042622692695,3.5601085499755376,8.705505632961241
400,8.313876403645105,8.305730976727975,2.5610381882499276,5.744692788478049,0.000812286302045796,0.0,3.1482486343269484e-05,0.357813385002795,3.56022033771249,7.57858283255199
600,3.942597828573173,3.9331398549008374,1.937836713486131,1.9953031414147064,0.000930198997651421,0.0,0.0003481479027120704,0.3166048267766479,3.5464168755114867,6.597539553864471
800,2.3161672766542183,2.304812346300931,1.5040234360916425,0.8007889102092888,0.0009914608067846172,0.0,0.004354368777509696,0.276980547463468,3.4236468088095307,5.743491774985174
1000,1.5967980082910405,1.586780446719333,1.1957700279841126,0.39101041873522024,0.0009149383914403218,0.0,0.0034576632629702473,0.24635587662272,3.42661016925916,5.0
1200,1.2106794151801492,1.2021076430123812,0.9713829157187227,0.2307247272936584,0.0008010892849069846,0.0,0.0029407382910599817,0.22137498065343242,3.426353638465738,4.352752816480621
1400,0.9639938484512676,0.9565080312388169,0.7983762812979371,0.15813174994087978,0.000695319097084558,0.0,0.003683780444922147,0.20024957120046508,3.4199608633761276,3.7892914162759954
1600,0.7875422665920979,0.7809276217397545,0.6605840085337887,0.12034361320596575,0.0006062908265567336,0.0,0.005036659370558087,0.1823434574901275,3.4129610266290986,3.2987697769322355
1800,0.6515474162980706,0.6456399874786347,0.5486702869410536,0.09696970053758106,0.0005447978399469209,0.0,0.005527446935895491,0.16696261237919383,3.40067667201228,2.871745887492587
2000,0.541746234942014,0.5363786829685481,0.4561599370406374,0.08021874592791069,0.0004969401175131895,0.0,0.006313316205150205,0.1535150338293009,3.390440980005899,2.5
2200,0.45091292658186216,0.4460733733664921,0.37878341633795576,0.06728995702853634,0.0004447218317821306,0.0,0.00820849848244136,0.1416473918466918,3.3783715091214614,2.17637640824031
2400,0.37510704309685194,0.3707403958609414,0.3134343308002584,0.057306065060683,0.000402944415244529,0.0,0.00929729171020537,0.13107448817552392,3.358895917531377,1.8946457081379977
2600,0.3112469271543248,0.30707372363294766,0.2580557399148719,0.049017983718075746,0.00038763759841896046,0.0,0.01078662008916972,0.12159659002989642,3.3375007808349744,1.6493848884661177
2800,0.25686951211388886,0.25301728512766386,0.21120029674178176,0.041816988385882096,0.0003609102269605402,0.0,0.01163086404390037,0.11298004190692597,3.325885304753835,1.4358729437462938
3000,0.2111841052840125,0.20753832968193006,0.1717747666408457,0.03576356304108438,0.0003395159613472236,0.0,0.01583094505838356,0.10523536347297752,3.306142543156404,1.25
3200,0.1728936646313263,0.16953636747538306,0.13885859217165814,0.030677775303724925,0.00031252802358525106,0.0,0.019322709731740346,0.09820821690292032,3.291060974625724,1.088188204120155
3400,0.14136016915101057,0.13813441233022417,0.11167777661388109,0.02645663571634307,0.00029894656415917475,0.0,0.023313213310515404,0.09198366607180054,3.278405727622909,1.0
3600,0.11544546918173741,0.11227962658777893,0.08942447085164329,0.022855155736135634,0.0002898267821525401,0.0,0.0264479545610396,0.08641085562613159,3.2616424134830604,1.0
3800,0.0943385988725436,0.09144270188487341,0.07142770289219151,0.020014998992681908,0.00026627888834145986,0.0,0.023006868781013393,0.08159851844030142,3.244522127037673,1.0
4000,0.07766837607486957,0.07476988905042217,0.05708715934910771,0.01768272970131446,0.0002675181959711562,0.0,0.022033760879435316,0.07743458286870585,3.220916054169418,1.0
4200,0.06431022288211673,0.06144113069336,0.04574839660082537,0.015692734092534622,0.000263488137226317,0.0,0.023131937317198856,0.07375936607882096,3.1982949962036593,1.0
4400,0.05357988603140901,0.05089360995670674,0.03683978046923818,0.01405382948746856,0.0002463320956896572,0.0,0.022010989821932635,0.07047224094384993,3.186782513903133,1.0
4600,0.04535230334038259,0.04274611586998017,0.03000268605038262,0.012743429819597555,0.00024218231188773853,0.0,0.01815774240676881,0.06768293235202884,3.170030709207516,1.0
4800,0.038874169756097345,0.03646604830299525,0.02478093858107297,0.01168510972192228,0.0002239982195119446,0.0,0.016540018723704333,0.06531368603468807,3.1563160408948168,1.0
5000,0.034130238548161884,0.0315581060629804,0.020833397570144255,0.010724708492836145,0.00024185898831032568,0.0,0.01508491056838179,0.06330462163092032,3.142334261341008,1.0
5200,0.030045167692956745,0.027705165397021756,0.017839957796270588,0.009865207600751168,0.0002204275713623225,0.0,0.013306569354827612,0.06155978073693479,3.1312974025871174,1.0
5400,0.02709706060173354,0.024732538983390576,0.015550653817330675,0.0091818851660599,0.00022335045394487305,0.0,0.012838648221667394,0.0600202096889405,3.1199365814744233,1.0
5600,0.02457614526654159,0.02230967910900084,0.013789694266045009,0.00851998484295583,0.000213970651242067,0.0,0.012415610493044453,0.05864047668897792,3.1092506111790126,1.0
5800,0.0225526354087593,0.020401272073820073,0.01241730546345049,0.007983966610369583,0.00020294081002993444,0.0,0.011938332092406856,0.057404387234103044,3.0951233505557445,1.0
6000,0.02088911727131485,0.018792731086540473,0.011327558202857507,0.007465172883682964,0.00019834722443785361,0.0,0.011037190824634112,0.0562573438647147,3.0825252293502237,1.0
6200,0.019509801842231233,0.01743403939828114,0.010439577975481864,0.006994461422799274,0.00019639881095477452,0.0,0.010926355395691707,0.05518289736078395,3.0710939574799534,1.0
6400,0.01813228269350617,0.016267207057169088,0.009712043898443011,0.006555163158726076,0.0001762459828106869,0.0,0.010013144290230033,0.054180197899827594,3.0611345559022487,1.0
6600,0.017327572725877927,0.015294178017447714,0.00910922947359754,0.006184948543850173,0.00019322792306542203,0.0,0.00986596937350801,0.05323910841777841,3.051653386495919,1.0
6800,0.016349521117693357,0.014385319091619128,0.008603435070144307,0.00578188402147482,0.0001866774120024961,0.0,0.009500257505059919,0.0523452117852936,3.041106516278643,1.0
7000,0.01547439299988923,0.01363466267603228,0.008164167699492533,0.005470494976539746,0.0001752822809292127,0.0,0.008450397955840959,0.051495407499601534,3.0331764062852042,1.0
7200,0.014769113036645335,0.012962730757410551,0.007786524404885342,0.00517620635252521,0.00017202179944956765,0.0,0.008377799436628072,0.050687794634445296,3.026974375100453,1.0
7400,0.014005070078634283,0.012332560590511295,0.007457859380894072,0.004874701209617222,0.00015854637930892473,0.0,0.008467085708932363,0.04992507739693614,3.023252262405047,1.0
7600,0.013431671307726527,0.011761110957096484,0.0071646717285854845,0.004596439228510999,0.00015867241140338423,0.0,0.008147406928327182,0.04919934688251023,3.0181934540379265,1.0
7800,0.012991967593436354,0.011289155420228745,0.006909041564265966,0.004380113855962778,0.0001620074291066353,0.0,0.008038421956382838,0.04851144850443961,3.014656561613239,1.0
8000,0.012393682982158441,0.010764308517386752,0.006676111856343306,0.004088196661043446,0.00015483238788470118,0.0,0.007870561569117569,0.04785482608370642,3.0111321480046986,1.0
8200,0.01199477507233628,0.01038017711685023,0.006466930416963804,0.003913246699886426,0.0001536393014692969,0.0,0.007587807622026318,0.047229172542349304,3.0029272567015544,1.0
8400,0.01159517658454725,0.009950682946028805,0.006273356073857411,0.003677326872171394,0.0001570803727347692,0.0,0.0071374456052740246,0.04663157183779738,2.999099302093479,1.0
8600,0.011155759168898608,0.00956373473072349,0.0060952684436244515,0.0034684662870990376,0.00015144684150397063,0.0,0.007525366108260351,0.04605310011606915,2.9952521288061047,1.0
8800,0.010675064720208184,0.009230116819347092,0.005935204204357945,0.003294912614989147,0.00013674892734217705,0.0,0.007517310965390864,0.045500772333061636,2.9882578202668193,1.0
9000,0.010339894757124156,0.00895060186867871,0.0057880745119690226,0.0031625273567096866,0.00013114348702676165,0.0,0.007558159842526736,0.04497510847480195,2.9844603739393003,1.0
9200,0.010194017914971853,0.008690153867356007,0.0056545258501071605,0.0030356280172488463,0.0001431669633990405,0.0,0.006993233504724528,0.044466341770650154,2.976918258437694,1.0
9400,0.009795688804038463,0.008403714617403336,0.005526352890195615,0.0028773617272077213,0.0001319603585347149,0.0,0.007012266197120313,0.04398022135448101,2.970810035941585,1.0
9600,0.009559822356385618,0.008158263259420886,0.005407742618857012,0.0027505206405638747,0.0001327070413703836,0.0,0.007225389072190445,0.043510636384916014,2.9643271989116764,1.0
9800,0.009124276837861626,0.007847966684968628,0.005298068032571406,0.0025498986523972223,0.00012017022932649303,0.0,0.007239366205096864,0.0430593198002841,2.955082017855451,1.0
10000,0.009070705217032538,0.007653381159522269,0.005195390796216607,0.002457990363305663,0.0001345666174097979,0.0,0.006946162324619768,0.042622031547829856,2.9479703293259245,1.0
10200,0.008725333866463614,0.00745863043275873,0.0051003395896202395,0.0023582908431384907,0.00011925020425806269,0.0,0.007201955954337333,0.04220135614029371,2.9419895806534853,1.0
10400,0.008563772394139153,0.007183888687286387,0.0050016570600052435,0.0021822316272811434,0.00013045060515206482,0.0,0.007328742951980662,0.041714688181469825,2.898967499089402,1.0
10600,0.008205929879972063,0.006919499315254845,0.004888990861067528,0.0020305084541873165,0.0001210956826898753,0.0,0.007344260094136605,0.041184311232836036,2.877923641440842,1.0
10800,0.007882328253408385,0.00667485951526612,0.0047977800342711985,0.001877079480994921,0.00011409150930677305,0.0,0.00645559895051181,0.04071034064558713,2.866333496679679,1.0
11000,0.007637253184429601,0.0064898248189408075,0.004713199099925217,0.001776625719015591,0.00010824031068344217,0.0,0.006304641845871413,0.040291564196357293,2.8612314612845107,1.0
11200,0.0073812055102619985,0.00634644185987412,0.004640661782319226,0.0017057800775548946,9.699289869520748e-05,0.0,0.006291391426536237,0.039887946697710806,2.847299703476054,1.0
11400,0.007518527400646333,0.006167504995354061,0.004566619446366595,0.0016008855489874664,0.00012896803901612795,0.0,0.00594424128529643,0.03952377915375644,2.842412212227108,1.0
11600,0.007206208352392998,0.0060393124463929485,0.004498612956171793,0.001540699490221156,0.00011108231961590285,0.0,0.00541778212520844,0.03919280699786555,2.8413826084298845,1.0
11800,0.006916743846045698,0.005908148149144297,0.004434919140665333,0.001473229008478963,9.542592733947962e-05,0.0,0.005245421671701661,0.03887064482714834,2.8385040834375577,1.0
12000,0.007070929043018879,0.005805519164528103,0.004378841721906983,0.0014266774426211206,0.00012101791940703051,0.0,0.005334739214185906,0.03855833333369131,2.8411363372022005,1.0
12200,0.006943493092531748,0.0057287354013708935,0.004323305846927492,0.0014054295544434017,0.00011613924482887075,0.0,0.005148038813843814,0.038260973132720484,2.8416550402459104,1.0
12400,0.006708349355764084,0.005630047002501248,0.004270546388996381,0.0013595006135048672,0.00010256965587036868,0.0,0.005072567818295673,0.03797537971101767,2.839985927640298,1.0
