epoch,frame,norm_cont,norm_mom_u,norm_mom_v,norm_p_gauge,loss,walltime,memory,div_rms,umax,umin,vmax,vmin,speed_max
0,0,0.0,2.8963096141815186,0.0,0.0,8.388609886169434,0.5302951335906982,352.265625,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,2.8963096141815186,0.0,0.0,8.388609886169434,0.6683030128479004,406.078125,8.591523936729573e-09,0.006007793825119734,-0.0009921870660036802,0.0,0.0,0.006007793825119734
2,1,0.016770435497164726,2.874347686767578,0.0050889174453914165,6.632363991343482e-09,8.262181282043457,0.6701152324676514,406.078125,0.029626034200191498,0.01201401837170124,-0.002454344416037202,0.004467211198061705,-0.004348892718553543,0.012817650102078915
3,1,0.06729855388402939,2.852325677871704,0.02979503944516182,1.554105644174797e-08,8.141179084777832,0.672006368637085,406.078125,0.041563067585229874,0.018019679933786392,-0.0035579968243837357,0.004002959467470646,-0.004079877864569426,0.018400171771645546
4,1,0.05774081498384476,2.8314883708953857,0.02806372009217739,1.995977960689288e-08,8.021448135375977,0.6736612319946289,406.421875,0.03861390799283981,0.024021398276090622,-0.004289331845939159,0.004994831047952175,-0.0036942805163562298,0.024290865287184715
5,1,0.0714259147644043,2.8146286010742188,0.03371277078986168,2.6149569620770308e-08,7.928372859954834,0.6752822399139404,406.421875,0.04467354342341423,0.030018793419003487,-0.005229596514254808,0.007512933108955622,-0.004132169298827648,0.03076612576842308
6,1,0.08261697739362717,2.7863919734954834,0.03708721324801445,3.1804752609332354e-08,7.772181987762451,0.6770710945129395,405.53125,0.048551544547080994,0.036010198295116425,-0.005840376019477844,0.010187124833464622,-0.004692303016781807,0.037318769842386246
7,1,0.09650291502475739,2.764068365097046,0.03979997709393501,3.7343550474133735e-08,7.650970935821533,0.6912822723388672,405.484375,0.05428348854184151,0.041997045278549194,-0.006492457818239927,0.013173561543226242,-0.005510278511792421,0.04387150704860687
8,1,0.11418794840574265,2.741746187210083,0.044384993612766266,4.298805578173415e-08,7.5321807861328125,0.69364333152771,388.984375,0.06314628571271896,0.04797978699207306,-0.007147656753659248,0.015939047560095787,-0.006626395508646965,0.050345148891210556
9,1,0.13266006112098694,2.719460964202881,0.050349876284599304,4.876908832329718e-08,7.41560173034668,0.6956112384796143,382.671875,0.07135862112045288,0.05395740270614624,-0.008035947568714619,0.018414873629808426,-0.007902277633547783,0.056709207594394684
50,1,0.34708648920059204,1.8797786235809326,0.1872096210718155,3.353474085088237e-07,3.68908429145813,0.7614657878875732,384.421875,0.4612818658351898,0.28477245569229126,-0.02589501440525055,0.10739573836326599,-0.08600553870201111,0.2873426377773285
100,1,0.3267233073711395,1.1102484464645386,0.21350593864917755,4.81078188840911e-07,1.3849844932556152,0.8413095474243164,384.734375,0.744719922542572,0.5060635209083557,-0.048569682985544205,0.17115068435668945,-0.18215103447437286,0.5086179375648499
150,1,0.2774769365787506,0.6250528693199158,0.17019200325012207,5.482947926793713e-07,0.4966498911380768,0.9213171005249023,385.984375,0.8226470351219177,0.6541675329208374,-0.0680311769247055,0.2161020040512085,-0.2850375175476074,0.6559070348739624
200,1,0.22193311154842377,0.36995333433151245,0.11961204558610916,6.58885426219058e-07,0.20042680203914642,1.0012221336364746,387.0625,0.7522391080856323,0.741237998008728,-0.08461393415927887,0.22888951003551483,-0.35839182138442993,0.7423781156539917
250,1,0.17896130681037903,0.2447640597820282,0.08620236814022064,7.633813083884888e-07,0.09936744719743729,1.0834906101226807,387.34375,0.6496006846427917,0.7902548909187317,-0.09899691492319107,0.23971429467201233,-0.39880067110061646,0.7907508015632629
300,1,0.14924579858779907,0.18073056638240814,0.06784992665052414,8.381249472222407e-07,0.05954146012663841,1.1661877632141113,389.40625,0.5674614906311035,0.8181675672531128,-0.11169441789388657,0.2444750815629959,-0.42784714698791504,0.8184328675270081
350,1,0.12801067531108856,0.14528888463974,0.05782858282327652,8.902328545445926e-07,0.04083973914384842,1.2483441829681396,390.921875,0.5101863741874695,0.834206759929657,-0.12360411882400513,0.24354368448257446,-0.4466298818588257,0.8343507647514343
400,1,0.11144105345010757,0.12345744669437408,0.05233515426516533,9.369817917104228e-07,0.03039981797337532,1.3299143314361572,390.921875,0.4674035906791687,0.8437948226928711,-0.14562031626701355,0.23955565690994263,-0.46377238631248474,0.843874454498291
450,1,0.09782984852790833,0.10860313475131989,0.048268403857946396,9.802487284105155e-07,0.02369515970349312,1.4111719131469727,391.125,0.43364158272743225,0.8499503135681152,-0.16525676846504211,0.2341771125793457,-0.47803783416748047,0.8499954342842102
500,1,0.08664117008447647,0.09755925834178925,0.04512643441557884,1.0208757430518745e-06,0.019060896709561348,1.4919555187225342,394.484375,0.4058137834072113,0.854440450668335,-0.18326164782047272,0.22840769588947296,-0.490064412355423,0.854475736618042
550,1,0.07712794095277786,0.08904430270195007,0.042775239795446396,1.0594168315947172e-06,0.01570732705295086,1.5723752975463867,397.84375,0.38189083337783813,0.8585772514343262,-0.19901907444000244,0.22280500829219818,-0.5004584789276123,0.8586152195930481
600,1,0.0690559521317482,0.08233509957790375,0.04093429073691368,1.0930249345619814e-06,0.013223408721387386,1.6545701026916504,396.96875,0.36217382550239563,0.8622533082962036,-0.21189868450164795,0.2173478603363037,-0.5090360641479492,0.8622840642929077
650,1,0.06145932525396347,0.07700268179178238,0.039510585367679596,1.1230189329580753e-06,0.011267747730016708,1.7374916076660156,400.4375,0.3450772166252136,0.8657007813453674,-0.2259942591190338,0.21385806798934937,-0.5167816877365112,0.8657362461090088
700,1,0.0548894964158535,0.07238370180130005,0.03832744434475899,1.151292963186279e-06,0.009721250273287296,1.8187720775604248,402.734375,0.3306152820587158,0.868843674659729,-0.24145519733428955,0.216374471783638,-0.5237420201301575,0.8688748478889465
750,1,0.049332328140735626,0.06849056482315063,0.03738611936569214,1.1774453696489218e-06,0.008522357791662216,1.899592399597168,403.875,0.3186253011226654,0.8717221021652222,-0.2553749680519104,0.22319108247756958,-0.5299229621887207,0.8717502355575562
800,1,0.044732023030519485,0.0651964470744133,0.036694224923849106,1.200963538394717e-06,0.007597996387630701,1.9809331893920898,406.140625,0.3085530996322632,0.874380350112915,-0.2668088376522064,0.22857968509197235,-0.5355830192565918,0.8744099736213684
850,1,0.040849484503269196,0.06242673471570015,0.03610525652766228,1.2213173476993688e-06,0.006869367323815823,2.0628859996795654,408.78125,0.300312340259552,0.8771428465843201,-0.27553224563598633,0.2330644726753235,-0.5406674146652222,0.8771697282791138
900,1,0.03756926581263542,0.059999871999025345,0.035540975630283356,1.2387525885060313e-06,0.006274595856666565,2.146656036376953,410.96875,0.29354655742645264,0.8796828985214233,-0.28190356492996216,0.23688137531280518,-0.545251727104187,0.8797063231468201
950,1,0.03527621179819107,0.057853102684020996,0.03517342358827591,1.2535740552266361e-06,0.005828562192618847,2.231611490249634,413.40625,0.2880725562572479,0.882034957408905,-0.286467045545578,0.24023965001106262,-0.549399197101593,0.8820552825927734
1000,1,0.03254641219973564,0.05588879808783531,0.0346035361289978,1.2658420018851757e-06,0.00538023142144084,2.315218210220337,415.6875,0.2836935818195343,0.8842180371284485,-0.289612352848053,0.24298441410064697,-0.5531481504440308,0.8842355012893677
1050,1,0.03052334673702717,0.05407865718007088,0.03418133780360222,1.2760064009853522e-06,0.005024539306759834,2.3993148803710938,417.90625,0.28018710017204285,0.8862515091896057,-0.2919248342514038,0.2454085797071457,-0.5566197633743286,0.8862664699554443
1100,1,0.028997771441936493,0.05239004269242287,0.033795878291130066,1.2842596106565907e-06,0.004727748688310385,2.482408046722412,419.109375,0.27741631865501404,0.8881409764289856,-0.29309627413749695,0.24745796620845795,-0.559794545173645,0.8881537318229675
1150,1,0.027354136109352112,0.0507887601852417,0.03337452560663223,1.2907977406939608e-06,0.004441605880856514,2.566288948059082,408.953125,0.27515995502471924,0.8898952603340149,-0.29322004318237305,0.2491525113582611,-0.5627135038375854,0.8899061679840088
1200,1,0.026612982153892517,0.04923338443040848,0.033056747168302536,1.2957976878169575e-06,0.004224925301969051,2.6499316692352295,409.328125,0.2734002470970154,0.891516387462616,-0.29247745871543884,0.24994699656963348,-0.565412163734436,0.8915255069732666
1250,1,0.024863936007022858,0.04774009436368942,0.03250272944569588,1.299539462706889e-06,0.003953759558498859,2.732301712036133,411.671875,0.2719689905643463,0.893020510673523,-0.29103487730026245,0.2506128251552582,-0.5679084062576294,0.8930283784866333
1300,1,0.02383388951420784,0.04630213603377342,0.03208355978131294,1.302179271078785e-06,0.0037412969395518303,2.8159966468811035,414.90625,0.2708209753036499,0.894416332244873,-0.28899145126342773,0.250534325838089,-0.5702455043792725,0.8944230675697327
1350,1,0.02298816479742527,0.044933021068573,0.031677354127168655,1.303905037275399e-06,0.003550887107849121,2.897028923034668,417.1875,0.26988843083381653,0.8957902789115906,-0.2864146828651428,0.24995650351047516,-0.5724512338638306,0.8957959413528442
1400,1,0.022097913548350334,0.04357591271400452,0.03122512437403202,1.3048472737864358e-06,0.003362186485901475,2.977829933166504,418.328125,0.2691689431667328,0.8972581624984741,-0.2839823365211487,0.2488977015018463,-0.5745319128036499,0.8972630500793457
1450,1,0.021211426705121994,0.042241424322128296,0.030752239748835564,1.3051582072876045e-06,0.003179962746798992,3.0590293407440186,421.8125,0.26854899525642395,0.8986538648605347,-0.28116774559020996,0.24717408418655396,-0.5764996409416199,0.8986581563949585
1500,1,0.02049250341951847,0.04095295071601868,0.03025367483496666,1.3049696008238243e-06,0.003012371715158224,3.1398770809173584,424.09375,0.2680418789386749,0.899978756904602,-0.2780626118183136,0.24514929950237274,-0.5783746242523193,0.8999825716018677
1550,1,0.019769541919231415,0.03966056555509567,0.029773453250527382,1.304387410527852e-06,0.002850253600627184,3.220853328704834,428.65625,0.2676657438278198,0.9012354612350464,-0.27464526891708374,0.24243614077568054,-0.5801687836647034,0.9012387990951538
1600,1,0.019306741654872894,0.03852016106247902,0.02926037088036537,1.3034936046096846e-06,0.0027127224020659924,3.302658796310425,432.15625,0.26733916997909546,0.9024345278739929,-0.2709612548351288,0.2393803745508194,-0.5818836688995361,0.9024375677108765
1650,1,0.01829824037849903,0.037279531359672546,0.028787951916456223,1.3023729934502626e-06,0.002553335390985012,3.3833255767822266,432.171875,0.26707419753074646,0.9035779237747192,-0.26721400022506714,0.23580420017242432,-0.583534836769104,0.9035806059837341
