epoch,frame,norm_fu,loss,walltime,memory,error_u,rel_error_u,residual_u
410,5,4.848025754683296,23.503353718072542,0.5532858371734619,451.65625,0.04050362913433219,0.08658090737620347,4.91687018938829
420,5,3.9924853191556964,15.939939023673762,0.5553505420684814,451.65625,0.03940718410280809,0.08423713700929035,4.105419759176006
430,5,4.613980980191735,21.288820485571083,0.5576295852661133,451.65625,0.03834914835663904,0.08197547066240671,4.399165469186059
440,5,3.4268149754066095,11.743060875671,0.5597443580627441,451.65625,0.037327642523055496,0.07979189097209245,3.3331958767308763
450,5,2.781802358381443,7.738424361096558,0.5620436668395996,451.65625,0.036341498792665745,0.07768390161890813,2.8591665150488685
460,5,3.9145215208383184,15.32347873710634,0.5641489028930664,451.65625,0.03539006824628838,0.0756501154676083,3.795437804522205
470,5,5.023605163763537,25.23660884139167,0.5664191246032715,451.65625,0.03447191117340654,0.07368745498056058,5.248623169423218
480,5,3.960776987338908,15.687754343433475,0.5686750411987305,451.65625,0.03358684441640551,0.07179552863846624,4.092656295263276
490,5,6.08049047437536,36.97236440896948,0.570831298828125,451.65625,0.0327350269375692,0.06997467624047596,5.128378386226735
500,5,4.785350952781003,22.89958374128205,0.5731339454650879,451.65625,0.03191461826935358,0.06822096358727564,5.076037179618562
510,6,4.839572672879258,23.42146365607968,0.5755631923675537,450.390625,0.031126161327538933,0.06653555122032517,4.761122967002638
520,6,3.1119686404933113,9.684348819413788,0.5775547027587891,450.390625,0.030363635507064994,0.06490556944226132,2.918598343254204
530,6,2.641634791852779,6.9782343735270755,0.579885721206665,450.390625,0.029630330025526952,0.06333804931301713,2.5942695525937967
540,6,4.099692211338807,16.807476227712076,0.5821335315704346,450.390625,0.02892135155388221,0.06182253081017846,4.609463016496395
550,6,5.525654215850303,30.53285451314423,0.5843594074249268,450.390625,0.028236637478870688,0.06035888009109993,5.177904786802869
560,6,5.48935641436959,30.133033843980567,0.5866355895996094,450.390625,0.027575658738566,0.058945966228439374,5.255923395785201
570,6,3.474534418737342,12.072389426990437,0.5888385772705078,450.390625,0.026935748550321263,0.05757808868458383,3.6658352421698077
580,6,3.5623650250022743,12.690444571359455,0.590994119644165,450.390625,0.026321670419196287,0.056265429969080794,4.227138947052972
590,6,3.017700626645419,9.106517072056157,0.593153715133667,450.390625,0.025728677239901368,0.05499784262867295,4.839286136355869
600,6,4.980592253830099,24.80629919891238,0.5952863693237305,450.390625,0.025156642261029965,0.053775055718459204,4.488533422297609
610,7,5.137299795221612,26.391849185984015,0.5975666046142578,440.671875,0.024608049919756406,0.0526023799927959,4.704429091418324
620,7,3.894886433944065,15.170140333321518,0.59958815574646,440.671875,0.024076339723805556,0.05146579168674749,3.6475269839678512
630,7,3.522105245879555,12.405225363052281,0.6018683910369873,440.671875,0.023560465428976017,0.05036305433967502,3.544436327539273
640,7,3.6983861039373864,13.678059773797159,0.6040182113647461,440.671875,0.023059655286613426,0.04929251825499107,3.627406173082426
650,7,4.046033143252142,16.370384196294808,0.6064817905426025,440.671875,0.022573247186179757,0.048252768099492395,4.247372533184512
660,7,6.030196412313878,36.36326877108317,0.6087257862091064,440.671875,0.0221006518781368,0.04724254428827809,6.118269932468293
670,7,3.7682526744927403,14.199728218821688,0.6108946800231934,440.671875,0.021639774437614286,0.046257368691856336,3.896262840821635
680,7,2.80937584628733,7.892592645702654,0.6132385730743408,440.671875,0.021191154399683793,0.04529839462505487,2.767190474022939
690,7,2.6780422194459264,7.171910129134862,0.6153724193572998,440.671875,0.02075412973293283,0.04436420692380988,2.854451135096375
700,7,4.343552947174256,18.866452204906167,0.6176726818084717,440.671875,0.020328632747937107,0.04345466089462353,4.5212943742930864
710,8,6.5082462535713175,42.357269297125086,0.6199989318847656,440.90625,0.019913911843690835,0.04256814990869595,6.140549318095598
720,8,3.8587973338751236,14.890316863921763,0.6220536231994629,440.90625,0.019507974712018636,0.041700415190868374,4.104029592402545
730,8,8.494972369682023,72.164555561661,0.6243774890899658,440.90625,0.019142717810076745,0.04091963888337587,9.875731622387496
740,8,7.848153099315934,61.59350707030231,0.6265163421630859,440.90625,0.018741047500897935,0.0400610249621531,6.606278788387666
750,8,4.051205178961104,16.41226340204127,0.6286633014678955,440.90625,0.018362850026756056,0.03925258677578731,4.80492993236038
760,8,4.181475771470556,17.484739627395278,0.6308584213256836,440.90625,0.017995005638355925,0.03846627943489937,4.220805105745493
770,8,3.3918968631127306,11.504964329993982,0.6330130100250244,440.90625,0.017639413892838213,0.037706163449235386,3.107516661103274
780,8,3.8477170351716694,14.804926382750264,0.6352415084838867,440.90625,0.017291884494468942,0.03696328160645224,4.047407782711529
790,8,5.996163133151294,35.95397231936274,0.6374156475067139,440.90625,0.016950767604551137,0.03623410719710536,6.074694775028498
800,8,4.974199225989928,24.7426579398388,0.6396985054016113,440.90625,0.01661651253192643,0.035519600667654264,4.903953554155835
810,9,3.505932075339412,12.291559716893717,0.6421632766723633,441.765625,0.016288164437199226,0.03481772094516214,3.5196068838238106
820,9,3.4491798116240413,11.896841372914857,0.6444385051727295,441.765625,0.015966801513199735,0.03413077278393277,3.4257950404226096
830,9,3.923466829505305,15.393591962228408,0.6465675830841064,441.765625,0.015651293317437625,0.03345633974033773,3.914716055885567
840,9,4.871044578514112,23.72707528587172,0.6488127708435059,441.765625,0.015341767924113807,0.03279469558689478,4.93365630571637
850,9,3.8061092097213858,14.486467316325951,0.650954008102417,441.765625,0.015036533556731246,0.0321422239675558,3.721082995386642
860,9,3.868663395988874,14.966556471464168,0.6530406475067139,441.765625,0.014738273170781102,0.031504659991145316,4.210375060950764
870,9,5.273513511228908,27.80994475311385,0.6552093029022217,441.765625,0.0144508334994466,0.030890226467731385,5.656813635957712
880,9,8.033636765452181,64.53931967922497,0.6575756072998047,441.765625,0.014163272632489019,0.030275533875507066,5.887229261407681
890,9,5.659251529078418,32.027127869376415,0.6596989631652832,441.765625,0.013882749833635289,0.029675885918433488,6.404295929548792
900,9,4.747196683486943,22.535876351709433,0.6619396209716797,441.765625,0.013602992523029081,0.029077874275647612,4.30356746482958
910,10,2.984718060196281,8.908541898861849,0.6643393039703369,441.75,0.013330830946510433,0.028496099339634557,2.643997890351467
920,10,2.5412821707907103,6.458115071578744,0.6668891906738281,441.75,0.013065273686890758,0.027928441848451366,2.7422807862534717
930,10,6.463657816382375,41.77887236728097,0.6692469120025635,441.75,0.012805268098867123,0.027372651658409155,6.882621779535606
940,10,5.809462663337535,33.74985643671285,0.6714496612548828,441.75,0.012546910595439708,0.02682038442823062,5.833109604789129
950,10,3.941768164546982,15.537536263036085,0.6737475395202637,441.75,0.012293326262482798,0.026278320368464968,3.4398343963115456
960,10,2.2527601741412306,5.074928402196828,0.6758496761322021,441.75,0.012044265989912522,0.025745926979245905,2.193273550692446
970,10,1.828284910083899,3.3426257124404906,0.6780543327331543,441.75,0.011799689991186134,0.025223119212516115,1.8495909405928161
980,10,3.079401618860394,9.482714330240015,0.680457592010498,441.75,0.011558662536853033,0.024707896844922205,3.3997350638411343
990,10,5.823266270820981,33.910430060881296,0.6825821399688721,441.75,0.011322789191603734,0.024203691945410267,5.737225419847058
1000,10,5.5446373255140005,30.743003071483052,0.6847469806671143,441.75,0.011089684270607612,0.023705404853486566,5.515111898660519
