epoch,frame,norm_fu,loss,walltime,memory,error_u
0,0,23.570049859286566,555.5472503692547,0.6620481014251709,435.984375,0.22360679774997896
1,1,6.042654128870152e-11,3.651366892115149e-21,0.9631400108337402,481.34375,0.048197059405109204
2,2,1.5094581351675413e-14,2.278463861823472e-28,1.0464320182800293,504.90625,0.048197059391422124
