epoch,frame,norm_fu,loss,walltime,memory,error_u
0,0,17.270035682263742,298.25413246666284,0.6258940696716309,368.25,0.22360679774997896
1,1,8.487742743913348e-11,7.204177688685369e-21,0.9008431434631348,407.53125,0.054196723177282066
2,2,1.650465991190313e-14,2.7240379880758226e-28,0.9722750186920166,423.0625,0.05419672325247349
