epoch,loss,pde,cont,mom,bc,data,eik,err_u,err_chi,kphi
1,73.10647252347474,73.0931064223749,3.778610231291101,69.3144961910838,0.0,0.0,0.01338029001833457,0.38502220352237165,3.509932496577414,9.993070929904524
200,18.029061803313287,18.025803921313198,2.9402294911804643,15.085574430132734,0.0003181236593095492,0.0,9.522083983922436e-05,0.37699995046895135,3.5600529108235857,8.705505632961241
400,6.409972542459901,6.402325145039002,2.103140674650552,4.29918447038845,0.0007624449549363632,0.0,3.215308084897092e-05,0.3356002708800285,3.5598202595861244,7.57858283255199
600,3.1412418124766415,3.1324272521552117,1.596087995427385,1.5363392567278265,0.0008453470505322572,0.0,0.000819445716478056,0.29634561911674673,3.5320143936520094,6.597539553864471
800,1.8633446881629545,1.8528533824431306,1.2296079925041272,0.6232453899390034,0.0009000530722865106,0.0,0.004507413775358292,0.2570189332481623,3.4251280422186587,5.743491774985174
1000,1.2857235128945854,1.2766581176501446,0.971502560975669,0.30515555667447564,0.0008263943855923537,0.0,0.003190812380993652,0.2268502357334627,3.4271166428248026,5.0
1200,0.9725967335552584,0.9649189000912308,0.784832531976441,0.18008636811478984,0.0007124400432323261,0.0,0.0029015320412702976,0.20222669686784694,3.423913866954897,4.352752816480621
1400,0.7720019626511814,0.7651519582105443,0.6409611316915467,0.12419082651899753,0.0006326117630886169,0.0,0.0036230460463269245,0.18162607205805667,3.4163873072584563,3.7892914162759954
1600,0.628027973715041,0.6221116213743465,0.5273961303083854,0.09471549106596108,0.000543325301659083,0.0,0.0044061295626930536,0.16423370525788383,3.4054343806726615,3.2987697769322355
1800,0.5174778100359119,0.5121255854831768,0.43566511753280923,0.07646046795036757,0.0004922910034273325,0.0,0.0051621515107947375,0.14931575715633777,3.392917934262374,2.871745887492587
2000,0.4287688968320689,0.4238349032965035,0.3604134103892899,0.06342149290721352,0.00045426248032222154,0.0,0.006205152310265485,0.13636510466106153,3.377347082286593,2.5
2200,0.35535722769118144,0.350924579090462,0.29768675384010135,0.05323782525036064,0.00041126057237426446,0.0,0.006682973400478459,0.12493728278999593,3.3616039319970246,2.17637640824031
