epoch,frame,norm_fu,norm_imp,norm_wreg,loss,walltime,memory,error_u,error_k
50,5,0.0011516414815559983,0.002689123386517167,0.0,8.557662113162223e-06,441.159245967865,432.328125,0.003003564,0.012084287
51,6,0.0011192472884431481,0.002660298254340887,0.0,8.329900992976036e-06,449.8661229610443,442.46875,0.0029603438,0.011820665
52,6,0.00109009793959558,0.002633840311318636,0.0,8.125428394123446e-06,458.56289410591125,442.65625,0.0029207775,0.0115829995
53,6,0.0010619304375723004,0.002609607996419072,0.0,7.937749614939094e-06,467.25686502456665,453.765625,0.002884646,0.011369784
54,6,0.0010371565585955977,0.002587338909506798,0.0,7.770016964059323e-06,475.9954800605774,454.15625,0.0028515777,0.0111772
55,6,0.001014157896861434,0.002566874958574772,0.0,7.617363280587597e-06,484.7131178379059,454.15625,0.002821311,0.01100424
56,6,0.0009928898653015494,0.002548039657995105,0.0,7.478336556232534e-06,493.44615483283997,454.15625,0.002793611,0.01084897
57,6,0.0009731125901453197,0.0025306991301476955,0.0,7.351386557274964e-06,502.1590270996094,454.1875,0.002768249,0.01070984
58,6,0.0009554770076647401,0.002514675259590149,0.0,7.236528290377464e-06,510.90355110168457,454.1875,0.002744989,0.0105845425
59,6,0.000939263729378581,0.0024998688604682684,0.0,7.131560778361745e-06,519.5896873474121,454.203125,0.002723672,0.010472167
60,6,0.0009242573869414628,0.002486161421984434,0.0,7.035250291664852e-06,528.3104672431946,448.5,0.0027040974,0.010371444
61,7,0.0009109161328524351,0.0024734255857765675,0.0,6.947602742002346e-06,537.0197331905365,444.4375,0.0026861,0.010280757
62,7,0.0008976143435575068,0.0024616511072963476,0.0,6.865437171654776e-06,545.728036403656,451.03125,0.0026696136,0.010200188
63,7,0.0008861493552103639,0.002450695028528571,0.0,6.791166924813297e-06,554.4672815799713,452.75,0.002654454,0.010127619
64,7,0.000875416211783886,0.0024405077565461397,0.0,6.722431407979457e-06,563.1705687046051,452.765625,0.0026405305,0.010062835
65,7,0.0008658163133077323,0.002430983819067478,0.0,6.65931975163403e-06,571.9302127361298,453.203125,0.0026276999,0.010004526
66,7,0.0008567636832594872,0.00242208712734282,0.0,6.6005504777422175e-06,580.6172137260437,453.328125,0.0026158944,0.009952491
67,7,0.0008485784055665135,0.002413751557469368,0.0,6.546281383634778e-06,589.3828418254852,453.328125,0.002605005,0.009905917
68,7,0.0008408352150581777,0.002405942417681217,0.0,6.4955629568430595e-06,598.0737228393555,453.34375,0.0025949725,0.009864273
69,7,0.0008337996550835669,0.002398604294285178,0.0,6.4485243456147145e-06,606.7617590427399,453.375,0.0025857256,0.009826984
70,7,0.000827034586109221,0.0023917159996926785,0.0,6.404291525541339e-06,615.4572341442108,453.375,0.002577212,0.009793891
71,8,0.0008210171945393085,0.0023852172307670116,0.0,6.363330157910241e-06,624.1760411262512,460.765625,0.0025693544,0.009764255
72,8,0.0008155503310263157,0.0023790730629116297,0.0,6.325110916804988e-06,632.981997013092,611.109375,0.002562084,0.009737746
73,8,0.0008104149019345641,0.0023732632398605347,0.0,6.289150405791588e-06,641.7063620090485,611.0625,0.0025553645,0.00971413
74,8,0.0008054384961724281,0.002367763314396143,0.0,6.255033895286033e-06,650.627876996994,598.9375,0.0025491612,0.00969319
75,8,0.0008008798467926681,0.002362548839300871,0.0,6.223045602382626e-06,659.684424161911,584.625,0.0025434406,0.009674575
76,8,0.000796656880993396,0.002357595134526491,0.0,6.1929172261443455e-06,668.7019407749176,602.546875,0.0025381546,0.009658052
77,8,0.0007927972474135458,0.00235287775285542,0.0,6.16456145507982e-06,677.6789157390594,591.34375,0.002533268,0.009643332
78,8,0.0007890983833931386,0.0023483855184167624,0.0,6.137590844446095e-06,686.5023438930511,591.640625,0.0025287601,0.009630389
79,8,0.0007856584270484746,0.002344089560210705,0.0,6.112014943937538e-06,695.2170979976654,592.5,0.0025245938,0.009618934
80,8,0.0007824058411642909,0.002339984057471156,0.0,6.08768459642306e-06,703.9855661392212,592.5,0.0025207459,0.009608944
81,9,0.0007794442935846746,0.0023360385093837976,0.0,6.064608896849677e-06,712.7142822742462,594.828125,0.0025171866,0.009600067
82,9,0.0007765705813653767,0.002332257106900215,0.0,6.042484528734349e-06,721.5016853809357,595.28125,0.0025138953,0.0095923925
83,9,0.0007738721906207502,0.0023286205250769854,0.0,6.021351964591304e-06,730.2287735939026,595.328125,0.002510859,0.009585671
84,9,0.0007713349186815321,0.002325125504285097,0.0,6.001166184432805e-06,738.9662616252899,597.9375,0.0025080587,0.009579947
85,9,0.0007689577178098261,0.002321763662621379,0.0,5.981882168271113e-06,747.6802704334259,598.015625,0.0025054782,0.009574912
86,9,0.0007666465826332569,0.002318520797416568,0.0,5.963285730103962e-06,756.5338282585144,598.203125,0.0025031029,0.009570767
87,9,0.000764556520152837,0.0023153775837272406,0.0,5.945520115346881e-06,765.3467352390289,598.703125,0.0025009143,0.00956709
88,9,0.0007625594735145569,0.0023123424034565687,0.0,5.928423888690304e-06,774.260356426239,598.3125,0.0024989021,0.009563987
89,9,0.0007606194703839719,0.0023094099014997482,0.0,5.9119161051057745e-06,783.2078003883362,596.390625,0.002497053,0.009561524
90,9,0.0007587153231725097,0.002306569367647171,0.0,5.895911272091325e-06,792.2516741752625,591.28125,0.0024953673,0.009559577
91,10,0.0007569938316009939,0.002303806599229574,0.0,5.880564458493609e-06,801.166965007782,595.921875,0.0024938248,0.009557976
92,10,0.0007553011528216302,0.0023011278826743364,0.0,5.865669663762674e-06,809.9791722297668,598.453125,0.0024924153,0.00955677
93,10,0.0007537149940617383,0.002298522274941206,0.0,5.8512914620223455e-06,818.8166542053223,598.46875,0.0024911321,0.009556018
94,10,0.0007521600928157568,0.0022959893103688955,0.0,5.837311618961394e-06,827.5336534976959,603.90625,0.0024899656,0.00955548
95,10,0.000750700244680047,0.002293516881763935,0.0,5.8237710618413985e-06,836.293443441391,604.53125,0.0024889065,0.009555324
96,10,0.0007493037264794111,0.0022911045234650373,0.0,5.810615675727604e-06,845.0106694698334,604.546875,0.0024879486,0.009555434
97,10,0.0007479575579054654,0.002288756426423788,0.0,5.797846370114712e-06,853.7443764209747,604.59375,0.0024870858,0.009555699
98,10,0.0007466424140147865,0.0022864656057208776,0.0,5.785399480373599e-06,862.465603351593,604.625,0.0024863123,0.009556289
99,10,0.0007453502621501684,0.002284228801727295,0.0,5.7732481764105614e-06,871.1798832416534,604.625,0.0024856254,0.009557045
100,10,0.0007441678899340332,0.002282035071402788,0.0,5.761469765275251e-06,880.0354223251343,604.625,0.0024850233,0.009557913
