flow,K,sample,error
poiseuille,24,8,0.005266447003437054
poiseuille,24,9,0.01112195083104555
poiseuille,24,10,0.008267597327321356
poiseuille,24,11,0.00461869013938857
poiseuille,24,12,0.008466247047822655
poiseuille,24,13,0.004872633534780882
poiseuille,24,14,0.0062754459114071955
poiseuille,24,15,0.008905877173812866
poiseuille,24,16,0.008409413931894108
poiseuille,24,17,0.009254400685440936
poiseuille,24,18,0.005815926132869015
poiseuille,24,19,0.012019776571973466
poiseuille,29,0,0.004614517672622419
poiseuille,29,1,0.004685702915318798
poiseuille,29,2,0.004252520640274123
poiseuille,29,3,0.008235473217254615
poiseuille,29,4,0.00879120314371653
poiseuille,29,5,0.007342804870678261
poiseuille,29,6,0.006105655734357321
poiseuille,29,7,0.00521764375718438
poiseuille,29,8,0.004360242257693171
poiseuille,29,9,0.0052386759636478914
poiseuille,29,10,0.003991907492107208
poiseuille,29,11,0.004293247230937786
poiseuille,29,12,0.004380091923921347
poiseuille,29,13,0.008312951707048677
poiseuille,29,14,0.005234075932948305
poiseuille,29,15,0.015284117698893726
poiseuille,29,16,0.005818818902818438
poiseuille,29,17,0.004200445802945434
poiseuille,29,18,0.01802470591404253
poiseuille,29,19,0.005599699777416568
poiseuille,35,0,0.007627658673380748
poiseuille,35,1,0.0053570022425090975
poiseuille,35,2,0.003145592993920668
poiseuille,35,3,0.004021158427425273
poiseuille,35,4,0.0033750085919006887
poiseuille,35,5,0.007157747559217052
poiseuille,35,6,0.004333465395560827
poiseuille,35,7,0.006637327701888107
poiseuille,35,8,0.002941610068281723
poiseuille,35,9,0.005025842823949526
poiseuille,35,10,0.002849680043347686
poiseuille,35,11,0.007630051506830215
poiseuille,35,12,0.007050609852460276
poiseuille,35,13,0.003857060966175326
poiseuille,35,14,0.004939209078688464
poiseuille,35,15,0.004073943387830502
poiseuille,35,16,0.0024486523836873128
poiseuille,35,17,0.007264033356269573
poiseuille,35,18,0.006113259467276762
poiseuille,35,19,0.005363798442436064
poiseuille,40,0,0.002422744759007228
poiseuille,40,1,0.0033014952201335054
poiseuille,40,2,0.003898062327128555
poiseuille,40,3,0.003891109914360685
poiseuille,40,4,0.0032611916751894574
poiseuille,40,5,0.005038183300006637
poiseuille,40,6,0.0027979933592936867
poiseuille,40,7,0.01365817703373378
poiseuille,40,8,0.011813681057207304
poiseuille,40,9,0.0020351737411143343
poiseuille,40,10,0.003192437244842106
poiseuille,40,11,0.003655689388419683
poiseuille,40,12,0.004282917031987611
poiseuille,40,13,0.0043024493005784144
poiseuille,40,14,0.0031319449712678936
poiseuille,40,15,0.005143510182987163
poiseuille,40,16,0.0031434348150098583
poiseuille,40,17,0.004885277738570768
poiseuille,40,18,0.006053267274674972
poiseuille,40,19,0.0042575158146942686
poiseuille,45,0,0.0033952512000142176
poiseuille,45,1,0.0031578713988090657
poiseuille,45,2,0.0030384928684414883
poiseuille,45,3,0.002094537673226369
poiseuille,45,4,0.0035998685067240178
poiseuille,45,5,0.003371721589066139
poiseuille,45,6,0.004845492927789593
poiseuille,45,7,0.0028775182985461135
poiseuille,45,8,0.0044835863159688955
poiseuille,45,9,0.005902142866147595
poiseuille,45,10,0.0020895514786867762
poiseuille,45,11,0.003788805666356914
poiseuille,45,12,0.00418845082703778
poiseuille,45,13,0.004296136819088867
poiseuille,45,14,0.0031581245395124716
poiseuille,45,15,0.0025790620449501972
poiseuille,45,16,0.006499190380553336
poiseuille,45,17,0.0031050077355894686
poiseuille,45,18,0.004079998334209198
poiseuille,45,19,0.004270488048129491
poiseuille,50,0,0.0024197119499934625
poiseuille,50,1,0.007773337609704658
poiseuille,50,2,0.00221971756385
poiseuille,50,3,0.0038028781940001354
poiseuille,50,4,0.002989532122885342
poiseuille,50,5,0.0034909536603752126
poiseuille,50,6,0.002104747772211549
poiseuille,50,7,0.002988402378784769
poiseuille,50,8,0.002423399818684515
poiseuille,50,9,0.004738558881244591
poiseuille,50,10,0.0025054554984823953
poiseuille,50,11,0.002392693135989289
poiseuille,50,12,0.0037027802203470415
poiseuille,50,13,0.0027921253152085575
poiseuille,50,14,0.0031034354283296407
poiseuille,50,15,0.004250614480584815
poiseuille,50,16,0.0030907772032660987
poiseuille,50,17,0.004187232472283105
poiseuille,50,18,0.0033614376364520344
poiseuille,50,19,0.00520252477351039
cavity,1,0,0.19997404619684955
cavity,1,1,0.20294104360063114
cavity,1,2,0.19984272908430034
cavity,1,3,0.20306935365767353
cavity,1,4,0.22149210501571992
cavity,1,5,0.20953735342101076
cavity,1,6,0.20345234037958493
cavity,1,7,0.1990953258077739
cavity,1,8,0.1925836000031107
cavity,1,9,0.20678464249857553
cavity,1,10,0.2000531071875553
cavity,1,11,0.20880150933700348
cavity,1,12,0.20225253971364987
cavity,1,13,0.2036985855398341
cavity,1,14,0.20750377955496835
cavity,1,15,0.21969774570926104
cavity,1,16,0.2019499722597673
cavity,1,17,0.19787273539436256
cavity,1,18,0.19294352519957458
cavity,1,19,0.19900689026377139
cavity,2,0,0.17060904437681268
cavity,2,1,0.2113072965437781
cavity,2,2,0.18743508166161726
cavity,2,3,0.15826164023704026
cavity,2,4,0.19306301122296476
cavity,2,5,0.20591310701514276
cavity,2,6,0.21484504615322964
cavity,2,7,0.20640004725838024
cavity,2,8,0.1809138517913884
cavity,2,9,0.17961747786355753
cavity,2,10,0.15635016360573983
cavity,2,11,0.18131481986914766
cavity,2,12,0.1719586783294873
cavity,2,13,0.19882669981405643
cavity,2,14,0.1649704034456554
cavity,2,15,0.2001743367444866
cavity,2,16,0.17475946928245678
cavity,2,17,0.19701202126875694
cavity,2,18,0.18576807342036838
cavity,2,19,0.2150639218115633
cavity,4,0,0.17099406740561252
cavity,4,1,0.16124514807207602
cavity,4,2,0.1539595612750868
cavity,4,3,0.16069840211830888
cavity,4,4,0.2597326762435421
cavity,4,5,0.13807069779682068
cavity,4,6,0.1506768537205727
cavity,4,7,0.14864007695188386
cavity,4,8,0.1911671015567209
cavity,4,9,0.14152058303965065
cavity,4,10,0.15358476432883572
cavity,4,11,0.1321078190095908
cavity,4,12,0.177828901048946
cavity,4,13,0.15238697272417534
cavity,4,14,0.15400760598368857
cavity,4,15,0.13594003391838472
cavity,4,16,0.16384648149815062
cavity,4,17,0.14631659785956108
cavity,4,18,0.14483047354470502
cavity,4,19,0.17347461708628265
cavity,6,0,0.13088747787344568
cavity,6,1,0.13803638740485757
cavity,6,2,0.16155105502988265
cavity,6,3,0.12549512903394922
cavity,6,4,0.1477442157786153
cavity,6,5,0.13694776031293943
cavity,6,6,0.09411826608531415
cavity,6,7,0.14360675879645202
cavity,6,8,0.09283791846272793
cavity,6,9,0.14498853189164196
cavity,6,10,0.13677501041842222
cavity,6,11,0.09856668183233674
cavity,6,12,0.10749427641946019
cavity,6,13,0.206650634645142
cavity,6,14,0.111093847480769
cavity,6,15,0.17253291300041917
cavity,6,16,0.18893241410001105
cavity,6,17,0.16552320191368564
cavity,6,18,0.13032942595457042
cavity,6,19,0.15593852848005207
cavity,8,0,0.10275880495899203
cavity,8,1,0.1211006703060371
cavity,8,2,0.08579715427429102
cavity,8,3,0.08151384312474486
cavity,8,4,0.13958586028596764
cavity,8,5,0.10001132009076708
cavity,8,6,0.09389929170155265
cavity,8,7,0.15547078107583756
cavity,8,8,0.0932390009137376
cavity,8,9,0.0938691338926394
cavity,8,10,0.10762929813069144
cavity,8,11,0.09638787342301702
cavity,8,12,0.0942230039827705
cavity,8,13,0.11119575303484597
cavity,8,14,0.08224580145073324
cavity,8,15,0.08461859121254323
cavity,8,16,0.16909856498443032
cavity,8,17,0.1336357515561617
cavity,8,18,0.09903226641976781
cavity,8,19,0.10567185916285071
cavity,10,0,0.08144352979759661
cavity,10,1,0.06843830106449866
cavity,10,2,0.08565042930457922
cavity,10,3,0.1229193692111088
cavity,10,4,0.0949765151487072
cavity,10,5,0.08413657851435241
cavity,10,6,0.0945959811970396
cavity,10,7,0.09049873273842612
cavity,10,8,0.1205772322532952
cavity,10,9,0.12249833954162748
cavity,10,10,0.12613723769292262
cavity,10,11,0.08401026572232473
cavity,10,12,0.08860213453049015
cavity,10,13,0.09359490453595098
cavity,10,14,0.08695498514758926
cavity,10,15,0.07258575063129724
cavity,10,16,0.10046765570761673
cavity,10,17,0.08280728374134005
cavity,10,18,0.12092738240116097
cavity,10,19,0.10239202271494419
cavity,12,0,0.09151827546092983
cavity,12,1,0.06919337929136349
cavity,12,2,0.07187886524115195
cavity,12,3,0.08956511756864538
cavity,12,4,0.08310516984425886
cavity,12,5,0.08440052715696433
cavity,12,6,0.09660919714102656
cavity,12,7,0.06887001737636433
cavity,12,8,0.1047617643767551
cavity,12,9,0.08670487235887991
cavity,12,10,0.0856583831080564
cavity,12,11,0.06665898570142081
cavity,12,12,0.06424879308168885
cavity,12,13,0.09266592354266345
cavity,12,14,0.0651538512516141
cavity,12,15,0.1263546698989999
cavity,12,16,0.08403566672543095
cavity,12,17,0.06648194733627255
cavity,12,18,0.09262853738765164
cavity,12,19,0.09435602418496414
cavity,16,0,0.07373100343291084
cavity,16,1,0.07487385769159038
cavity,16,2,0.06077937496032915
cavity,16,3,0.05749757225470242
cavity,16,4,0.06706015917796959
cavity,16,5,0.06192933503496212
cavity,16,6,0.07340326165130362
cavity,16,7,0.07338350274962968
cavity,16,8,0.06763806106920844
cavity,16,9,0.06936306270098447
cavity,16,10,0.09714899760136797
cavity,16,11,0.0687873826153429
cavity,16,12,0.08236773296224476
cavity,16,13,0.0709254493628646
cavity,16,14,0.06715943979743644
cavity,16,15,0.06429543338522903
cavity,16,16,0.06959583921152435
cavity,16,17,0.0646295664563854
cavity,16,18,0.06953572767018956
cavity,16,19,0.0715133932259957
cavity,20,0,0.05971254648307811
cavity,20,1,0.061796570940283235
cavity,20,2,0.07112403918534005
cavity,20,3,0.07140519921196065
cavity,20,4,0.05704034924776691
cavity,20,5,0.055881607362259
cavity,20,6,0.05961513727249157
cavity,20,7,0.07269013842365668
cavity,20,8,0.07422060197904878
cavity,20,9,0.06888092751175057
cavity,20,10,0.06344568710939003
cavity,20,11,0.04856712348861114
cavity,20,12,0.08291806334124763
cavity,20,13,0.06114187510670499
cavity,20,14,0.05942778254560688
cavity,20,15,0.047089507280147824
cavity,20,16,0.05802714719739965
cavity,20,17,0.06653149833535243
cavity,20,18,0.07656449723173031
cavity,20,19,0.060758670997128394
cavity,24,0,0.042053341444226344
cavity,24,1,0.06547650592854337
cavity,24,2,0.046693179439067034
cavity,24,3,0.04589332533024715
cavity,24,4,0.0469218717270361
cavity,24,5,0.06981787844068466
cavity,24,6,0.0506534370122238
cavity,24,7,0.04534183615211296
cavity,24,8,0.059467728563407096
cavity,24,9,0.05428982617517031
cavity,24,10,0.05129628251805718
cavity,24,11,0.04600222260536624
cavity,24,12,0.06128176812552022
cavity,24,13,0.04870483168752182
cavity,24,14,0.062435152417304796
cavity,24,15,0.04262659933762647
cavity,24,16,0.06159649327414529
cavity,24,17,0.05181149160222498
cavity,24,18,0.04027620754283978
cavity,24,19,0.05456493001904006
cavity,29,0,0.057739704503306566
cavity,29,1,0.04818215638802359
cavity,29,2,0.046118889650596184
cavity,29,3,0.045034022480631375
cavity,29,4,0.04401088895688199
cavity,29,5,0.04049783994807088
cavity,29,6,0.05546772744037343
cavity,29,7,0.04047257786846137
cavity,29,8,0.045354090310272266
cavity,29,9,0.04753823240766186
cavity,29,10,0.05657323268086989
cavity,29,11,0.039944678160155345
cavity,29,12,0.05334287874615784
cavity,29,13,0.04860812326635733
cavity,29,14,0.044582871343132435
cavity,29,15,0.050231726859795156
cavity,29,16,0.04856911874829306
cavity,29,17,0.05243091272505085
cavity,29,18,0.04958372195083838
cavity,29,19,0.04119110245036728
cavity,35,0,0.043010015313837524
cavity,35,1,0.04487839810709593
cavity,35,2,0.04607122304832201
cavity,35,3,0.045235809160074414
cavity,35,4,0.04741041881841079
cavity,35,5,0.04948710745723117
cavity,35,6,0.04701519787134201
cavity,35,7,0.03933387609514982
cavity,35,8,0.05228835971518242
cavity,35,9,0.05404446575705135
cavity,35,10,0.04120322485212169
cavity,35,11,0.05542187137745502
cavity,35,12,0.049490644014025253
cavity,35,13,0.039259244852150044
cavity,35,14,0.05962644361889913
cavity,35,15,0.051247076697343186
cavity,35,16,0.0521645497052865
cavity,35,17,0.04130523953990162
cavity,35,18,0.05046420646418914
cavity,35,19,0.051464278610203085
cavity,40,0,0.04399456771509902
cavity,40,1,0.03799264870096186
cavity,40,2,0.04679918612877065
cavity,40,3,0.04200085792047892
cavity,40,4,0.04125647024980994
cavity,40,5,0.04522251399737298
cavity,40,6,0.0411941406662959
cavity,40,7,0.04908507070222212
cavity,40,8,0.04620444744586605
cavity,40,9,0.04316802932281716
cavity,40,10,0.04203222853792132
cavity,40,11,0.047442809504033345
cavity,40,12,0.04330376126380342
cavity,40,13,0.041290222572951674
cavity,40,14,0.042925291900217655
cavity,40,15,0.05337442881226506
cavity,40,16,0.04210718116539658
cavity,40,17,0.04206970486314132
cavity,40,18,0.037640772065765216
cavity,40,19,0.03506123770067893
cavity,45,0,0.04248840518457753
cavity,45,1,0.042586635813669727
cavity,45,2,0.0429102312230607
cavity,45,3,0.04551899032838724
cavity,45,4,0.038080782999532214
cavity,45,5,0.03830325636972853
cavity,45,6,0.03561182030225529
cavity,45,7,0.05006022677734334
cavity,45,8,0.03484408474728573
cavity,45,9,0.043781977958396556
cavity,45,10,0.04046185322371665
cavity,45,11,0.0385245794618867
cavity,45,12,0.03935182057581477
cavity,45,13,0.044480374340103435
cavity,45,14,0.0397980172676351
cavity,45,15,0.042574641860063434
cavity,45,16,0.04147074759508795
cavity,45,17,0.03889067507003885
cavity,45,18,0.03768451544259532
cavity,45,19,0.03805800442917251
cavity,50,0,0.039034628705704844
cavity,50,1,0.033279276475979724
cavity,50,2,0.03400631107389307
cavity,50,3,0.043610124502355685
cavity,50,4,0.03927963413451563
cavity,50,5,0.03931317456260741
cavity,50,6,0.04455578988405362
cavity,50,7,0.03707579722105736
cavity,50,8,0.040810729176944616
cavity,50,9,0.038604150968284845
cavity,50,10,0.049398611501205725
cavity,50,11,0.03469903142545716
cavity,50,12,0.032254296297451024
cavity,50,13,0.05128079116563322
cavity,50,14,0.03883724917416442
cavity,50,15,0.04075365272130638
cavity,50,16,0.03491660080146586
cavity,50,17,0.038496521719641574
cavity,50,18,0.03501420973609415
cavity,50,19,0.0363532673262319
