epoch,frame,norm_cont,norm_mom_u,norm_mom_v,norm_p_gauge,loss,walltime,memory,div_rms,umax,umin,vmax,vmin,speed_max
0,0,0.0,10.239999771118164,0.0,0.0,104.85760498046875,0.4818689823150635,330.390625,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,10.239999771118164,0.0,0.0,104.85760498046875,0.6211462020874023,381.578125,3.286909855404474e-09,0.01003124937415123,-0.0019687500316649675,0.0,0.0,0.01003124937415123
2,1,0.023301616311073303,10.1106595993042,0.00909189973026514,1.329589505161266e-08,102.22605895996094,0.6219642162322998,378.359375,0.05049533024430275,0.020058831200003624,-0.0035683056339621544,0.007463923655450344,-0.007072932086884975,0.02140248939394951
3,1,0.08250553160905838,9.981287956237793,0.14002367854118347,3.076091914522294e-08,99.65252685546875,0.6229290962219238,378.578125,0.04661829397082329,0.03008192405104637,-0.005530991591513157,0.005591119639575481,-0.003933865111321211,0.030569585040211678
4,1,0.07985037565231323,9.85233211517334,0.0926835760474205,4.053883984056483e-08,97.08341979980469,0.6237280368804932,378.578125,0.044226113706827164,0.04009648784995079,-0.007238631136715412,0.006452408153563738,-0.00523916631937027,0.04060349985957146
5,1,0.10090740770101547,9.72307014465332,0.12338665127754211,5.3125933874298426e-08,94.5634994506836,0.6244690418243408,378.578125,0.046479709446430206,0.05009961873292923,-0.008100238628685474,0.011147664859890938,-0.0046310219913721085,0.05129430815577507
6,1,0.12209179252386093,9.593623161315918,0.12670111656188965,6.508835070917485e-08,92.06857299804688,0.6252210140228271,378.578125,0.05098925530910492,0.06008951738476753,-0.010014991275966167,0.015479151159524918,-0.0036032297648489475,0.06199926137924194
7,1,0.14620961248874664,9.463850975036621,0.1326187700033188,7.650245947843359e-08,89.60343933105469,0.6259269714355469,378.59375,0.061171941459178925,0.07006481289863586,-0.010882345959544182,0.018596291542053223,-0.003594934707507491,0.07240839302539825
8,1,0.17696954309940338,9.334145545959473,0.16309677064418793,8.78484840427518e-08,87.1842041015625,0.6266782283782959,378.609375,0.07142399996519089,0.08002376556396484,-0.01191298384219408,0.02057935856282711,-0.003689826000481844,0.08250398933887482
9,1,0.20806965231895447,9.204718589782715,0.1928141713142395,9.94483357885656e-08,84.80730438232422,0.6273684501647949,378.625,0.07643979787826538,0.08996380865573883,-0.012974034063518047,0.022350221872329712,-0.004063542932271957,0.09232918918132782
50,1,0.8821525573730469,4.545071601867676,0.3072753846645355,6.175483235892898e-07,21.53028678894043,0.6546008586883545,378.65625,0.18400990962982178,0.4536426067352295,-0.04587925598025322,0.12428346276283264,-0.08081025630235672,0.45954087376594543
100,1,0.8572051525115967,1.4971741437911987,0.27347105741500854,9.478745255364629e-07,3.0511176586151123,0.6873693466186523,378.671875,0.27990949153900146,0.710712194442749,-0.06425746530294418,0.20753413438796997,-0.18140867352485657,0.7135084867477417
150,1,0.7186998724937439,0.5773396492004395,0.24436435103416443,1.059294390870491e-06,0.9095645546913147,0.7206249237060547,378.6875,0.30936235189437866,0.8020346760749817,-0.13154590129852295,0.23239919543266296,-0.25330686569213867,0.8032065033912659
200,1,0.6310495734214783,0.4177304804325104,0.2260989248752594,1.2072594017809024e-06,0.6238430142402649,0.7537326812744141,378.6875,0.28968366980552673,0.8249529600143433,-0.252579003572464,0.2434626817703247,-0.2917821407318115,0.8255884051322937
250,1,0.5672471523284912,0.36479297280311584,0.21475325524806976,1.3191878451834782e-06,0.5009622573852539,0.7870912551879883,378.703125,0.2652897536754608,0.8315061330795288,-0.3505202829837799,0.2510969936847687,-0.30907773971557617,0.8319362998008728
300,1,0.5146092176437378,0.3345455825328827,0.2071564495563507,1.3969827250548406e-06,0.4196571707725525,0.8201863765716553,378.71875,0.24865983426570892,0.8353384733200073,-0.4177452325820923,0.25871384143829346,-0.31919828057289124,0.8356608748435974
350,1,0.46983498334884644,0.31447359919548035,0.2010522484779358,1.4562737078449572e-06,0.36006057262420654,0.8534195423126221,378.71875,0.23971711099147797,0.8384206295013428,-0.4584764242172241,0.26588064432144165,-0.3268580436706543,0.8386746644973755
400,1,0.431460976600647,0.2992091178894043,0.19599217176437378,1.5008297395979753e-06,0.3140976130962372,0.8860266208648682,378.71875,0.23641033470630646,0.8410186767578125,-0.4794352948665619,0.27138760685920715,-0.33328646421432495,0.8412249088287354
450,1,0.3982659876346588,0.2866613566875458,0.19101154804229736,1.5317289125960087e-06,0.277275949716568,0.9187700748443604,378.71875,0.23728375136852264,0.8433046936988831,-0.48778173327445984,0.27596884965896606,-0.3393418788909912,0.8434760570526123
500,1,0.36949729919433594,0.2754943072795868,0.18623901903629303,1.5528413541687769e-06,0.24711033701896667,0.9520001411437988,378.71875,0.2407100349664688,0.8454499840736389,-0.48801690340042114,0.2797032594680786,-0.34519249200820923,0.8455737233161926
550,1,0.34448233246803284,0.26517608761787415,0.18135783076286316,1.5682702496633283e-06,0.2218771129846573,0.9850695133209229,378.71875,0.24544067680835724,0.848703920841217,-0.48324519395828247,0.2825832962989807,-0.35087037086486816,0.8488044142723083
600,1,0.32262375950813293,0.25545552372932434,0.17650189995765686,1.5798873391759116e-06,0.20049653947353363,1.0197162628173828,378.71875,0.250540554523468,0.852119505405426,-0.4763840138912201,0.28463783860206604,-0.35630863904953003,0.8522066473960876
650,1,0.3033353090286255,0.24624083936214447,0.1714935153722763,1.5891961311353953e-06,0.18205687403678894,1.0526692867279053,378.734375,0.25538450479507446,0.8555710911750793,-0.46775686740875244,0.28605473041534424,-0.36147600412368774,0.8556439876556396
700,1,0.2861570119857788,0.2375708818435669,0.1665755808353424,1.5980082253008732e-06,0.16607317328453064,1.0856208801269531,378.734375,0.25963661074638367,0.859032154083252,-0.45771321654319763,0.28698205947875977,-0.3663216233253479,0.8590949177742004
750,1,0.27070125937461853,0.22903594374656677,0.1617000252008438,1.6070011952251662e-06,0.1518835574388504,1.1184639930725098,378.734375,0.2632841467857361,0.8624776601791382,-0.4469454884529114,0.28822317719459534,-0.37089836597442627,0.8625302910804749
800,1,0.2566743493080139,0.22071418166160583,0.1568118780851364,1.6168113461390021e-06,0.13918644189834595,1.1514172554016113,378.734375,0.2660925090312958,0.8659002780914307,-0.43552619218826294,0.2895575165748596,-0.3751416504383087,0.8659451603889465
850,1,0.24385744333267212,0.21281638741493225,0.1518830955028534,1.6273663732135901e-06,0.12782573699951172,1.1845877170562744,378.75,0.26812589168548584,0.8692943453788757,-0.4234585762023926,0.290578156709671,-0.379145085811615,0.8693336248397827
900,1,0.23203378915786743,0.20498152077198029,0.14708034694194794,1.6390256405429682e-06,0.11748972535133362,1.2173194885253906,378.75,0.2694323658943176,0.8726370334625244,-0.411011278629303,0.29134055972099304,-0.3828473687171936,0.8726716637611389
950,1,0.22107599675655365,0.19731560349464417,0.142247274518013,1.6515192555743852e-06,0.10804232954978943,1.2504894733428955,378.75,0.27005288004875183,0.8759185075759888,-0.398674339056015,0.2917904555797577,-0.38630548119544983,0.8759487271308899
1000,1,0.21074387431144714,0.19006864726543427,0.13747219741344452,1.6650598126943805e-06,0.09943768382072449,1.2840576171875,378.765625,0.27004387974739075,0.8791291117668152,-0.3866731524467468,0.29215630888938904,-0.38948342204093933,0.8791561722755432
1050,2,0.20120035111904144,0.18253491818904877,0.13264088332653046,1.6797195030449075e-06,0.09139418601989746,1.3173277378082275,380.3125,0.2694803476333618,0.8822565078735352,-0.37427040934562683,0.2922118604183197,-0.3924327492713928,0.8822807669639587
1100,2,0.19201461970806122,0.17543718218803406,0.12783251702785492,1.6954621742115705e-06,0.0839889794588089,1.350477933883667,380.3125,0.268335223197937,0.8852973580360413,-0.36165404319763184,0.292329877614975,-0.39511406421661377,0.8853194117546082
1150,2,0.18341946601867676,0.16834217309951782,0.12318260967731476,1.7123825273301918e-06,0.07715573906898499,1.3836939334869385,380.3125,0.26680710911750793,0.8882381319999695,-0.34870415925979614,0.29220056533813477,-0.3976196050643921,0.8882587552070618
1200,2,0.17536938190460205,0.16157707571983337,0.11878400295972824,1.7304114408034366e-06,0.07097121328115463,1.4168987274169922,380.3125,0.2650343179702759,0.8910766243934631,-0.335594117641449,0.29196709394454956,-0.40048614144325256,0.8910953998565674
1250,2,0.1674337387084961,0.15475764870643616,0.11398210376501083,1.7493393897893839e-06,0.06497590988874435,1.4502503871917725,380.3125,0.26265186071395874,0.8938043117523193,-0.3222227394580841,0.29174041748046875,-0.40407419204711914,0.893821656703949
1300,2,0.1600862443447113,0.14794158935546875,0.10932955145835876,1.769187861100363e-06,0.05946727097034454,1.483919382095337,380.3125,0.26012566685676575,0.8964406251907349,-0.3097269535064697,0.291394978761673,-0.4075164198875427,0.8964528441429138
1350,2,0.15304680168628693,0.14141298830509186,0.10489371418952942,1.7899866406878573e-06,0.05442364513874054,1.517216444015503,380.328125,0.25753524899482727,0.8992085456848145,-0.2970861792564392,0.2918747663497925,-0.41080909967422485,0.8992197513580322
1400,2,0.1462208479642868,0.13497625291347504,0.10033927112817764,1.8116365936293732e-06,0.04966709390282631,1.550511121749878,380.328125,0.2544633746147156,0.9018739461898804,-0.28444236516952515,0.2931900918483734,-0.41402190923690796,0.9018847942352295
1450,2,0.13974589109420776,0.1286897212266922,0.0960271880030632,1.8341946770306095e-06,0.04531118646264076,1.583460807800293,380.34375,0.25131747126579285,0.9044283032417297,-0.2717876136302948,0.2941514551639557,-0.4182426929473877,0.9044382572174072
1500,2,0.13391488790512085,0.12212604284286499,0.09238545596599579,1.8576381535240216e-06,0.041383035480976105,1.6166503429412842,380.359375,0.24847069382667542,0.9068745374679565,-0.25889554619789124,0.2945067882537842,-0.4235593378543854,0.9068830609321594
1550,2,0.1275961846113205,0.1164042055606842,0.08738139271736145,1.8819075648934813e-06,0.03746623173356056,1.6498630046844482,380.375,0.2446066439151764,0.9092053174972534,-0.24624358117580414,0.29578709602355957,-0.4286826252937317,0.9092148542404175
1600,2,0.12188363075256348,0.11060866713523865,0.08348631858825684,1.9068359051743755e-06,0.03405986353754997,1.682893991470337,372.34375,0.24117740988731384,0.9114163517951965,-0.23423831164836884,0.29641786217689514,-0.4335040748119354,0.9114255309104919
1650,2,0.11663268506526947,0.1045416072010994,0.07938116788864136,1.9323822471051244e-06,0.030833499506115913,1.7163431644439697,372.34375,0.23788389563560486,0.9136223793029785,-0.2222723513841629,0.29664066433906555,-0.4382105767726898,0.9136275053024292
1700,2,0.11126600205898285,0.09890653192996979,0.07507545500993729,1.9585672816901933e-06,0.027798950672149658,1.749478816986084,372.34375,0.2342836856842041,0.9158675074577332,-0.21052615344524384,0.29746198654174805,-0.44270312786102295,0.9158730506896973
1750,2,0.10620981454849243,0.09364360570907593,0.07140059024095535,1.9852618606819306e-06,0.025147695094347,1.783315896987915,372.34375,0.23051568865776062,0.9179971814155579,-0.20244254171848297,0.2981094419956207,-0.44685712456703186,0.918003499507904
1800,2,0.10141658037900925,0.08824800699949265,0.06759044528007507,2.012345476032351e-06,0.02264150232076645,1.8171987533569336,372.34375,0.2272941768169403,0.9200079441070557,-0.1987396478652954,0.2983996868133545,-0.4508061110973358,0.9200133681297302
1850,2,0.09697718918323517,0.08258430659770966,0.0634574443101883,2.039364517258946e-06,0.020251590758562088,1.8499515056610107,372.34375,0.22398844361305237,0.9218969941139221,-0.19571737945079803,0.2986186742782593,-0.4545014202594757,0.9219017028808594
1900,2,0.09256723523139954,0.07769087702035904,0.05960898473858833,2.066456090688007e-06,0.018157796934247017,1.883070707321167,372.34375,0.2205674648284912,0.9236637949943542,-0.1937674731016159,0.2989336848258972,-0.45794251561164856,0.9236684441566467
1950,2,0.08837656676769257,0.07256188243627548,0.05629939213395119,2.0937654880981427e-06,0.016245266422629356,1.9162428379058838,372.34375,0.21733132004737854,0.9254806041717529,-0.19130034744739532,0.2992107570171356,-0.4611358046531677,0.9254835247993469
2000,2,0.08432762324810028,0.06817499548196793,0.05272455886006355,2.120803401339799e-06,0.014538856223225594,1.9492640495300293,372.34375,0.2139897495508194,0.9272521734237671,-0.18963545560836792,0.29974544048309326,-0.4641982316970825,0.9272555112838745
2050,3,0.08056101202964783,0.06300542503595352,0.04908972606062889,2.1476723759406013e-06,0.012869561091065407,1.9824841022491455,385.046875,0.2110084891319275,0.9289078116416931,-0.18851983547210693,0.2996378242969513,-0.4681086838245392,0.9289106726646423
2100,3,0.07763151824474335,0.05824786052107811,0.04742870852351189,2.1739949715993134e-06,0.011668948456645012,2.0163512229919434,385.0625,0.20829260349273682,0.9304481744766235,-0.18839401006698608,0.29919785261154175,-0.471738338470459,0.9304495453834534
2150,3,0.07347845286130905,0.05446908250451088,0.04269779846072197,2.1993803329678485e-06,0.010189065709710121,2.049639940261841,385.078125,0.20528604090213776,0.9318733811378479,-0.18804115056991577,0.29983776807785034,-0.4749358594417572,0.931876003742218
2200,3,0.07041410356760025,0.05062073469161987,0.04045465961098671,2.2238880319491727e-06,0.009157183580100536,2.082771062850952,385.078125,0.2027330845594406,0.9333023428916931,-0.18861202895641327,0.29974085092544556,-0.4779394865036011,0.9333034157752991
2250,3,0.067082978785038,0.04652572050690651,0.03691693767905235,2.2474803245131625e-06,0.008027628995478153,2.115999460220337,385.09375,0.2000783234834671,0.9347151517868042,-0.18912936747074127,0.2999579608440399,-0.48058801889419556,0.9347165822982788
2300,3,0.06413298100233078,0.04342786967754364,0.034791767597198486,2.270133109050221e-06,0.007209486328065395,2.1492550373077393,385.09375,0.19751478731632233,0.9360316395759583,-0.19027990102767944,0.2999362349510193,-0.48301589488983154,0.9360323548316956
