epoch,frame,norm_fu,norm_fu_mg1,loss,walltime,memory,error_u,rel_error_u,residual_u,weight_pde,weight_mg
520,6,29.658913959005066,27.94909652212066,1660.8031736304827,0.7034659385681152,443.84375,0.07159972777931582,0.147891982186215,57.1091024880715,0.5162525727250983,1.9370363516473825
530,6,28.744233614219333,25.365331394527395,1469.6310028230137,0.7058970928192139,443.84375,0.07063852385691655,0.14590657864100962,55.5186128246128,0.5162525727250983,1.9370363516473825
540,6,27.852902374833214,24.279450285949963,1365.2758768899055,0.7082948684692383,443.84375,0.06972606375457945,0.14402185732452083,53.80892305356323,0.5162525727250983,1.9370363516473825
550,6,26.970539332603135,23.527813466510814,1280.9679984064203,0.7107124328613281,443.84375,0.06884948260896125,0.14221124536839563,52.07465558664529,0.5162525727250983,1.9370363516473825
560,6,26.065898722202878,22.884205059812366,1203.1179174156796,0.7131555080413818,443.84375,0.06803559480199557,0.14053012890632832,50.310673209888634,0.5162525727250983,1.9370363516473825
570,6,25.16458618844432,22.304333887414867,1130.739708196926,0.7155838012695312,443.84375,0.06727342986520218,0.13895584801516875,48.57179140791287,0.5162525727250983,1.9370363516473825
580,6,24.280375395902315,21.770363996343608,1063.4853778992324,0.7180061340332031,443.84375,0.06657055422088352,0.13750403143020778,46.86165687008168,0.5162525727250983,1.9370363516473825
590,6,23.419236996491232,21.26436923225375,1000.6340603434436,0.7204251289367676,443.875,0.06592504098111646,0.13617069909058155,45.20021575287305,0.5162525727250983,1.9370363516473825
600,6,22.584687014631275,20.77682473676395,941.744533691061,0.7228448390960693,443.875,0.06533881673016798,0.13495983042994056,43.588749701335125,0.5055958539640184,1.9778643202069575
610,7,21.45545153614306,20.599443852274586,884.6734876427969,0.7256555557250977,456.1875,0.06480227350460022,0.13385157983152524,42.30163155428412,0.5055958539640184,1.9778643202069575
620,7,20.845803386355893,20.90051771620709,871.3791596280932,0.7280364036560059,456.34375,0.06432921494028027,0.1328744592343202,41.13523383656953,0.5055958539640184,1.9778643202069575
630,7,20.187650477656717,19.754559714738814,797.7838613312152,0.7305796146392822,456.375,0.06390974475031151,0.13200802747841026,39.79361252638055,0.5055958539640184,1.9778643202069575
640,7,19.53302963635994,19.12797119112895,747.4185286635749,0.7330288887023926,456.390625,0.06354399399960295,0.1312525552833887,38.503657865425204,0.5055958539640184,1.9778643202069575
650,7,18.884139948979115,18.565670927729013,701.2948786093513,0.7354953289031982,456.390625,0.06323050824110618,0.1306050384331273,37.22093676370565,0.5055958539640184,1.9778643202069575
660,7,18.242146885904788,18.09591488506024,660.2380585342705,0.7379946708679199,456.40625,0.0629693388128067,0.1300655829682029,35.95508697547275,0.5055958539640184,1.9778643202069575
670,7,17.61616931657632,17.6759679654865,622.7692649071898,0.740485668182373,456.40625,0.06275895021642904,0.12963101725807102,34.719795012673636,0.5055958539640184,1.9778643202069575
680,7,17.006619087804054,17.2746335629153,587.6380575306612,0.7431302070617676,456.40625,0.06259754281353656,0.12929762408055961,33.51867008410356,0.5055958539640184,1.9778643202069575
690,7,16.421838931509182,16.95535538374031,557.1608700813622,0.7455704212188721,456.421875,0.06248320468317352,0.12906145428964957,32.36894227412196,0.5055958539640184,1.9778643202069575
700,7,15.852662252266063,16.59477195739048,526.6933568022148,0.7479772567749023,456.421875,0.06241348923588816,0.12891745436104918,31.24842896390127,0.5114118352908094,1.9553712507090475
710,8,15.419629615161444,16.08954342926003,496.63838523080847,0.75058913230896,466.0625,0.06238610185355351,0.12886088467306311,30.036783927594467,0.5114118352908094,1.9553712507090475
720,8,14.835236577706013,15.74986424677,468.14246810819037,0.7530157566070557,466.15625,0.062395353072488474,0.12887999342037773,28.893063451798895,0.5114118352908094,1.9553712507090475
730,8,14.276839349762747,15.589328729876371,446.85531206708276,0.7555203437805176,464.09375,0.062442598499462876,0.12897758066073728,27.81801421686628,0.5114118352908094,1.9553712507090475
740,8,13.7673852415681,15.502757864426846,429.8763977927955,0.7579264640808105,457.390625,0.0625258186309563,0.12914947503221164,26.817137721397685,0.5114118352908094,1.9553712507090475
750,8,13.291370655430418,15.448789458010255,415.3256296179656,0.7603216171264648,457.390625,0.06264197682351513,0.1293894042313511,25.873539066100168,0.5114118352908094,1.9553712507090475
760,8,12.781364385629354,14.677989136071488,378.8066406368671,0.7627472877502441,457.40625,0.0627884682069874,0.1296919877990106,24.90202259124988,0.5114118352908094,1.9553712507090475
770,8,12.323662802889837,14.308908103931598,356.61751600609,0.7651517391204834,457.40625,0.06296236297868475,0.13005117411543635,24.010609412939203,0.5114118352908094,1.9553712507090475
780,8,11.887130423634506,13.96194062921019,336.2396558420873,0.7675414085388184,457.40625,0.06316245231842318,0.1304644663162036,23.161268255887308,0.5114118352908094,1.9553712507090475
790,8,11.51303818287357,13.957786073089842,327.3698402624455,0.7699432373046875,457.421875,0.06338664827449178,0.130927551657021,22.485190356222237,0.5114118352908094,1.9553712507090475
800,8,11.642299090436856,17.18327282078468,430.80799294470427,0.77231764793396,457.421875,0.06363199998064874,0.13143433501055776,22.122017905332882,0.563686401288191,1.7740360557123638
810,9,11.485305798827927,12.923142240552718,298.9198546621483,0.7748513221740723,470.453125,0.06387370921220178,0.13193359469318205,20.347401440115807,0.563686401288191,1.7740360557123638
820,9,10.659921844729418,12.306303426233294,265.07903775426075,0.7772951126098633,470.546875,0.0641082291889531,0.1324180046944452,18.84916229206892,0.563686401288191,1.7740360557123638
830,9,9.924240027624288,12.214768412253807,247.6911074908935,0.779803991317749,470.5625,0.06435885610162509,0.1329356841892404,17.492279996720004,0.563686401288191,1.7740360557123638
840,9,9.389219329705773,12.079965802631754,234.08301341407315,0.7821671962738037,470.5625,0.06463000653667578,0.13349575580618706,16.557976631671945,0.563686401288191,1.7740360557123638
850,9,8.928610546895703,11.867623388057803,220.56057117891373,0.7845983505249023,470.5625,0.06491732903396938,0.13408923143758072,15.772516396089358,0.563686401288191,1.7740360557123638
860,9,8.552872024193949,11.665689923575453,209.23994125524936,0.7869827747344971,470.5625,0.06521920225296367,0.13471276214238453,15.109329150455304,0.563686401288191,1.7740360557123638
870,9,8.216997391019918,11.455736830663355,198.75295245744502,0.7894132137298584,470.578125,0.06553344817853285,0.13536184914687163,14.5217935598929,0.563686401288191,1.7740360557123638
880,9,7.91081735055787,11.245033242462927,189.03180377798373,0.791811466217041,470.578125,0.06585774062627817,0.1360316876280024,13.98141155930141,0.563686401288191,1.7740360557123638
890,9,7.624539932450703,11.03857688640182,179.9837888585399,0.7942159175872803,470.578125,0.06619015773334351,0.1367183079043815,13.477156076609711,0.563686401288191,1.7740360557123638
900,9,7.353896216077378,10.83856152561224,171.5542055013191,0.7966361045837402,470.59375,0.06652961640135514,0.13741947279480216,12.999452714028152,0.6210850784460408,1.610085372686792
910,10,7.50411758087524,9.861674053829407,153.564395811573,0.7993366718292236,482.796875,0.06684936200214571,0.1380799195892647,12.00109262735925,0.6210850784460408,1.610085372686792
920,10,7.045357196881595,9.784632706426647,145.37609523132534,0.8017706871032715,482.890625,0.0671598287196105,0.138721200494553,11.26044580883099,0.6210850784460408,1.610085372686792
930,10,6.580459813972553,9.746011438858904,138.2871903296763,0.8045070171356201,482.890625,0.06747012107468382,0.1393621212476383,10.537133759065897,0.6210850784460408,1.610085372686792
940,10,6.2600019139943415,9.633424071178597,131.99048329837603,0.807044506072998,482.984375,0.0677887557360893,0.14002027335421802,10.031873665246458,0.6210850784460408,1.610085372686792
950,10,5.994866732850171,9.502913185833542,126.24378616212267,0.8095424175262451,483.0,0.06811430265891019,0.1406927030017021,9.615071651182122,0.6210850784460408,1.610085372686792
960,10,5.78030894570301,9.354851267399019,120.92521374293125,0.8119752407073975,483.0,0.06844667283421035,0.1413792263387213,9.274660025633251,0.6210850784460408,1.610085372686792
970,10,5.591491252531092,9.203949799685695,115.97746634226607,0.8144032955169678,483.0,0.06878427106216944,0.14207654841890172,8.974455108057768,0.6210850784460408,1.610085372686792
980,10,5.421370506284758,9.053804694804864,111.36263761808485,0.8168232440948486,483.015625,0.0691254758941246,0.14278132007787916,8.702429875915008,0.6210850784460408,1.610085372686792
990,10,5.262471979637016,8.90818336755787,107.04934224649938,0.8193373680114746,483.015625,0.06946924630264537,0.14349139103359287,8.44835632659252,0.6210850784460408,1.610085372686792
1000,10,5.1126230832646735,8.76764502603977,103.0105140941707,0.8218216896057129,483.0625,0.06981519937749607,0.14420597037027394,8.208322182891257,0.7107402175814913,1.4069838391906422
