epoch,frame,norm_fu,loss,walltime,memory,error_u,rel_error_u,residual_u
0,0,2265.0550377378254,5130474.323981501,0.3306698799133301,359.140625,0.4841352906418049,1.0,2265.055037737826
1,1,2265.0550377378254,5130474.323981501,0.44257497787475586,411.6875,0.4764740434967174,0.9841754003618881,2224.8342414849776
2,1,2224.8342414849776,4949887.402084036,0.4428739547729492,411.6875,0.46834891991494226,0.9673926461631519,2185.6108674414495
3,1,2185.61086744145,4776894.863878167,0.4431130886077881,411.6875,0.46058978969229164,0.9513658652764198,2149.802044089776
4,1,2149.8020440897767,4621648.828772582,0.4433560371398926,411.6875,0.45334539834753484,0.9364022972722094,2115.592474061191
5,1,2115.592474061191,4475731.516304351,0.4435851573944092,411.6875,0.44648062960748097,0.9222228543091618,2082.9886242147168
6,1,2082.9886242147168,4338841.608607918,0.4438199996948242,411.703125,0.4399121321527214,0.9086553710421357,2052.370611811616
7,1,2052.3706118116156,4212225.1282279845,0.44405341148376465,411.703125,0.4335320856240684,0.8954771403864131,2023.7606520294005
8,1,2023.7606520294005,4095607.176702464,0.44435930252075195,411.71875,0.42725657771015896,0.8825148382464675,1996.7850099336326
9,1,1996.7850099336322,3987150.3758956552,0.4445960521697998,411.46875,0.421060763522964,0.8697171465537563,1971.057669754672
10,1,1971.0576697546721,3885068.3374987184,0.4448280334472656,411.46875,0.4149644374551564,0.8571249513850754,1946.4428173730564
20,1,1748.9391654471578,3058788.204435001,0.4469597339630127,411.46875,0.36102822821510955,0.7457176437943707,1727.5338113981065
30,1,1542.2912621807038,2378662.3373989486,0.449066162109375,411.515625,0.3140981097059107,0.6487816851556503,1522.853714249539
40,1,1358.167462197049,1844618.8553707723,0.4511864185333252,411.515625,0.2774231123696694,0.5730280723842651,1340.8506710544634
50,1,1193.1072736871793,1423504.9665252538,0.45327162742614746,411.515625,0.25106970517468613,0.5185940996820328,1177.5906084024466
60,1,1045.8316322871776,1093763.8030924625,0.455355167388916,411.53125,0.23259178509587058,0.48042724749011795,1032.027020459685
70,1,914.8546299443065,836958.9939305339,0.45746588706970215,411.546875,0.22029245708528167,0.4550225140440516,902.5937081667219
80,1,798.6423472059546,637829.5987506364,0.4595761299133301,411.546875,0.21256486297547914,0.43906087220720413,787.7760288640404
90,1,695.7711715338554,484097.52313759364,0.461681604385376,411.546875,0.2072828872733182,0.42815074893327637,686.1646049794714
100,1,604.9197998821287,365927.9642894346,0.46378278732299805,411.59375,0.20302995275695027,0.41936614967233443,596.4483767696463
110,2,524.8963112914588,275516.13760738005,0.46633028984069824,422.96875,0.19907350758323247,0.41119396051324036,517.4470506168711
120,2,454.63264629770356,206690.84307965284,0.4683690071105957,422.96875,0.19503434440336628,0.4028509141418189,448.1026030904636
130,2,393.1288373984248,154550.28279423714,0.47049880027770996,422.96875,0.1907876281002051,0.3940791588386031,387.42652902350926
140,2,339.50520707069796,115263.78562811752,0.472592830657959,422.96875,0.18635865848900615,0.38493095234176294,334.5444622645931
150,2,292.93892845089937,85813.21580196112,0.4746990203857422,422.96875,0.18181030053683372,0.3755361446504195,288.64049497157083
160,2,252.66413184682483,63839.163521909686,0.4769165515899658,422.96875,0.17722389835490399,0.3660627551442555,248.9565714852134
170,2,218.0054644574465,47526.38253330697,0.4791147708892822,422.96875,0.17266112878272477,0.3566381796993825,214.82370572684704
180,2,188.28971867523734,35453.01815880002,0.4812507629394531,422.984375,0.16818107252886136,0.347384451783939,185.5627005116881
