epoch,loss,pde,cont,mom,bc,data,eik,area,phi_anchor,err_u,err_chi,kphi,weight_pde,weight_bc,weight_data,weight_eik,weight_area,weight_phi_anchor
1,135.0638555087053,135.05049022706714,7.833132943005774,127.21735728406138,0.0,0.0,0.01338029001833457,0.0035277891773375972,0.05698206554150499,0.475631482413678,3.7886484667466234,9.993070929904524,1.0,10.0,100.0,0.01,0.001,0.0
200,45.93388780382985,45.92732201966004,6.696479206637745,39.23084281302229,0.0006363347883028076,0.0,0.0002622932846930605,0.003655148331224643,0.05783995414586439,0.4878217521034884,3.844818086567495,8.705505632961241,0.16979387892249329,27.83033242562837,100.0,0.011771885172672605,0.0017976848527153063,0.0
400,6.355544085177473,37.4279558123804,6.335931340248534,31.09202447213186,1.6823278433949353e-05,0.0,4.6610153375503686e-05,0.0036582014801383633,0.05805248553578804,0.479326617072577,3.846434564430133,7.57858283255199,0.021062015785553584,133.3268648166705,100.0,0.015878475906759993,0.0022427124031194766,0.0
600,0.7611366431329012,36.13671458957526,6.271655706055292,29.865058883519968,6.03745167049079e-09,0.0,2.254377478310803e-05,0.003658028808627248,0.058115706564443544,0.47758673186588735,3.846350435058549,6.597539553864471,0.001504450051622688,2648.922522933249,100.0,0.01571180787383282,0.0015970805128586796,0.0
800,0.05417742906305374,36.001060676805096,6.264591911286921,29.736468765518175,4.5210713989550856e-10,0.0,1.6577607684990934e-05,0.003657773450444839,0.058134326899552176,0.4773962346928958,3.8462193683018375,5.743491774985174,8.817376949377271e-05,82470.64149331673,100.0,0.014750208246787256,0.0009323158506012884,0.0
1000,0.0032147392651746026,35.990667007591604,6.264043772194468,29.72662323539714,3.974679859236711e-10,0.0,1.3876458888069705e-05,0.003657593386977145,0.05814719688587211,0.47738155298194873,3.846124867852521,5.0,1e-05,100000.0,100.0,0.014959777002110312,0.0005247420231969278,0.0
1200,0.0003868517018329716,35.98959811330832,6.263986712674268,29.725611400634047,2.1551019180463899e-10,0.0,1.2297267843236572e-05,0.0036574699870201843,0.05815778143664636,0.47738002453867134,3.846059584305905,4.352752816480621,1e-05,100000.0,100.0,0.01573443302261544,0.00027727504962411277,0.0
1400,0.0003797611433630939,35.988692750421116,6.26393843895517,29.724754311465944,1.6314884705395308e-10,0.0,1.1265750962223907e-05,0.0036573786429948698,0.0581668039336576,0.47737873178194656,3.8460112650269944,3.7892914162759954,1e-05,100000.0,100.0,0.01741533442738749,0.00014074016984833826,0.0
1600,0.0003745091474567584,35.98765517199965,6.263883306239364,29.72377186576028,1.2124374682702553e-10,0.0,1.0519098994684366e-05,0.0036573042106245643,0.058174808928121755,0.47737725533106534,3.8459720113901232,3.2987697769322355,1e-05,100000.0,100.0,0.020188995603888548,6.862483814615415e-05,0.0
1800,0.00037051879062167557,35.98647668915583,6.263820804224564,29.722655884931267,8.749888211060764e-11,0.0,9.929049140325919e-06,0.0036572387871309344,0.0581821852741088,0.4773755816747091,3.8459376258891607,2.871745887492587,1e-05,100000.0,100.0,0.024418597772584247,3.210694103878831e-05,0.0
2000,0.00036749115287993257,35.98514659272517,6.263750344373105,29.721396248352068,6.083242181071733e-11,0.0,9.429036003479109e-06,0.0036571776416257982,0.05818922657600416,0.4773736949363395,3.8459055769803427,2.5,1e-05,100000.0,100.0,0.03070742343717101,1.438539862579762e-05,0.0
2200,0.00036524530370239027,35.98365233136745,6.263671241471924,29.71998108989553,4.049949693404482e-11,0.0,8.980602312949708e-06,0.00365711751268471,0.05819617934197707,0.47737157684929754,3.845874112238748,2.17637640824031,1e-05,100000.0,100.0,0.040019044123914944,1e-05,0.0
2400,0.00036365482928349527,35.98197952803635,6.2635827186630415,29.718396809373306,2.5687739922742075e-11,0.0,8.55997933843e-06,0.0036570557397633606,0.05820327850160281,0.4773692066581997,3.8458417916343293,1.8946457081379977,1e-05,100000.0,100.0,0.053878311991139745,1e-05,0.0
2600,0.00036257664634193313,35.98011192591104,6.2634838998195805,29.716628026091456,1.5444847070713955e-11,0.0,8.149259437322077e-06,0.0036569898080311505,0.058210761781931124,0.4773665609647488,3.845807233228421,1.6493848884661177,1e-05,100000.0,100.0,0.07470190749966084,1e-05,0.0
2800,0.00036188276638641787,35.978031249529515,6.263373808897262,29.71465744063225,8.755680237043886e-12,0.0,7.728564016954246e-06,0.0036569173618238,0.0582188333986437,0.47736361352662227,3.845769114752373,1.4358729437462938,1e-05,100000.0,100.0,0.1063493433018244,1e-05,0.0
3000,0.0003614735740738176,35.97571681755987,6.2632513464522495,29.712465471107624,4.65224770207169e-12,0.0,7.3094213469214516e-06,0.0036568377759419765,0.058227647208179696,0.47736033501598246,3.845727128415339,1.25,1e-05,100000.0,100.0,0.15491344766270623,1e-05,0.0
3200,0.24645295862748356,35.97314452218618,6.263115090243639,29.710029431942544,2.4609190780659034e-06,0.0,6.993016438308089e-06,0.0036567563047858794,0.05823673991462039,0.47735669260257957,3.8456844049194174,1.088188204120155,1e-05,100000.0,100.0,0.5461805694857134,1e-05,0.0
3400,2.4658038170352703,35.97029847080008,6.262964746657516,29.707333724142565,2.465439951171272e-05,0.0,7.554851364767398e-06,0.003656626973942385,0.05825876884423835,0.4773526499433614,3.8456198892876534,1.0,1e-05,100000.0,100.0,2.2625663859664593,1e-05,0.0
3600,1.2961753735072081,35.96714968666332,6.262797863229655,29.70435182343366,1.2957999588133706e-05,0.0,6.94195428198295e-06,0.0036564559518525103,0.05826555662741861,0.4773481697864993,3.8455370612298436,1.0,1e-05,100000.0,100.0,9.147291589268537,1e-05,0.0
3800,14.077611874344804,35.96365245821956,6.262610943065377,29.701041515154188,0.00014077182044819719,0.0,7.669640439642176e-06,0.0036563018099340394,0.05828783619664867,0.47734320276861436,3.8454607298587207,1.0,1e-05,100000.0,100.0,42.13190122455023,1e-05,0.0
4000,3.001618529814581,35.959743138687976,6.2624054208363695,29.697337717851607,3.0009550970796914e-05,0.0,7.210658223534212e-06,0.003656346520430876,0.058300590687094575,0.477337702182661,3.845494610031932,1.0,1e-05,100000.0,100.0,178.2372511448966,1e-05,0.0
4200,1.8227943293082691,35.9554219785252,6.262179524920414,29.693242453604785,1.821101015532103e-05,0.0,7.482852120348025e-06,0.003656372621986616,0.05831383217863409,0.4773316153628308,3.8455188687592967,1.0,1e-05,100000.0,100.0,725.7844971300767,1e-05,0.0
4400,14.826162506134363,35.95065048806579,6.261925749163903,29.68872473890189,0.00014820549260847308,0.0,7.23865312631115e-06,0.0036562995891263094,0.058326347979353405,0.4773248741245804,3.8454822413840217,1.0,1e-05,100000.0,100.0,3390.179222476504,1e-05,0.0
4600,2.904733178386331,35.94534940471728,6.261648453725995,29.683700950991284,2.8781143479414284e-05,0.0,7.745708608142829e-06,0.0036564171806811466,0.058345811972269276,0.4773174189040839,3.8455540293899757,1.0,1e-05,100000.0,100.0,14113.56075997684,1e-05,0.0
4800,2.612516966347354,35.93951398032666,6.261338921373843,29.678175058952817,2.508574895041007e-05,0.0,7.339227949955976e-06,0.003656352022392196,0.058352059964169235,0.4773091696067955,3.845531849628529,1.0,1e-05,100000.0,100.0,58844.39555844182,1e-05,0.0
5000,7.4779784687926325,35.933063281502754,6.260998318924647,29.672064962578105,7.028149344953372e-05,0.0,7.638276379239128e-06,0.003656179629563764,0.05836888609950143,0.4773000437038043,3.8454310088830495,1.0,1e-05,100000.0,100.0,100000.0,1e-05,0.0
5200,4.302610107873744,35.9259374522836,6.260625941578624,29.665311510704978,3.4844943667583576e-05,0.0,8.177564451797077e-06,0.0036561155459159155,0.058359302258953645,0.47728995305423105,3.84540925286651,1.0,1e-05,100000.0,100.0,100000.0,1e-05,0.0
