epoch,frame,norm_cont,norm_mom_u,norm_mom_v,norm_p_gauge,loss,walltime,memory,div_rms,rel_rms,mean_abs,umax,umin,vmax,vmin,speed_max
850,1,0.009583626873791218,0.019077366217970848,0.012954683043062687,1.7306332722455409e-07,0.0006236156332306564,2.475203275680542,446.515625,0.009558080695569515,0.31984175465637155,0.02008209537960015,0.44925057888031006,-0.2702210545539856,0.2586692273616791,-0.49337324500083923,0.49454835057258606
900,1,0.009938448667526245,0.018450144678354263,0.012502396479249,1.7240398619833286e-07,0.0005954905063845217,2.568898916244507,448.609375,0.009916679933667183,0.31887491706224336,0.020018286484887238,0.45080000162124634,-0.27022117376327515,0.2584916055202484,-0.49536222219467163,0.4964904189109802
950,1,0.009921194985508919,0.017783256247639656,0.011896290816366673,1.7182159695039445e-07,0.0005561960279010236,2.663355588912964,452.953125,0.009958619251847267,0.3176037399208429,0.019939731490004275,0.45356905460357666,-0.2702462375164032,0.2583109736442566,-0.4972802400588989,0.4986608624458313
1000,1,0.010037152096629143,0.017149776220321655,0.01151197124272585,1.711768220502563e-07,0.0005273846909403801,2.758039712905884,457.296875,0.010064298287034035,0.31614472703709523,0.019842476906960282,0.4563348889350891,-0.2702455222606659,0.2582419812679291,-0.5111861824989319,0.5117302536964417
1050,1,0.010078729130327702,0.01652073673903942,0.011005091480910778,1.7055542400612467e-07,0.0004956275806762278,2.85166335105896,459.453125,0.010150773450732231,0.314539323675977,0.019732695833642566,0.45910078287124634,-0.2702297568321228,0.25815504789352417,-0.5253299474716187,0.5255241990089417
1100,1,0.009694835171103477,0.015856463462114334,0.010583131574094296,1.7018857079165173e-07,0.00045741989742964506,2.9452898502349854,460.59375,0.009661505930125713,0.31275668549731617,0.019629662991527352,0.4618593752384186,-0.27026134729385376,0.25811833143234253,-0.5378373265266418,0.5378802418708801
1150,1,0.010472890920937061,0.0154946967959404,0.010672950185835361,1.697447942206054e-07,0.00046367893810383976,3.039536952972412,461.609375,0.010383635759353638,0.3109039213258429,0.019511313452212853,0.46611902117729187,-0.2702503204345703,0.2580253481864929,-0.5480372309684753,0.5480399131774902
1200,1,0.010210479609668255,0.015004956163465977,0.010511470958590508,1.6927695867252623e-07,0.00043989362893626094,3.1341142654418945,461.75,0.010137250646948814,0.30894607760750825,0.01941896474628635,0.4773692488670349,-0.27032390236854553,0.25796741247177124,-0.55719393491745,0.5571945905685425
1250,1,0.010938046500086784,0.014657443389296532,0.010599947534501553,1.6943562286542146e-07,0.0004468403640203178,3.229043960571289,466.015625,0.010835422202944756,0.30699982485231814,0.01930879516604489,0.488329142332077,-0.2702556252479553,0.2578897476196289,-0.5645537376403809,0.5645577907562256
1300,1,0.010410062037408352,0.014086809009313583,0.010071337223052979,1.6895279486561776e-07,0.0004082394007127732,3.3227038383483887,469.140625,0.010291315615177155,0.30501254527821364,0.019185556793214653,0.4988596439361572,-0.27026987075805664,0.25787049531936646,-0.57036954164505,0.5703823566436768
1350,1,0.010205483064055443,0.013641503639519215,0.009941734373569489,1.687211863554694e-07,0.0003890805528499186,3.4162566661834717,470.28125,0.010072656907141209,0.3030937759199779,0.019073599500347704,0.5089349746704102,-0.27028796076774597,0.25778746604919434,-0.5758838653564453,0.5759090185165405
1400,1,0.010393677279353142,0.013245390728116035,0.009832832962274551,1.6848464667873486e-07,0.0003801535058300942,3.510546922683716,474.421875,0.010272403247654438,0.3013047820805884,0.01897767216477564,0.5185431838035583,-0.27025315165519714,0.2577965557575226,-0.5803923606872559,0.5804349780082703
1450,1,0.010316279716789722,0.012926403433084488,0.009676171466708183,1.6833021732054476e-07,0.0003671458689495921,3.6052098274230957,477.484375,0.010213558562099934,0.29947482886019444,0.018867422725934002,0.5276618599891663,-0.27027302980422974,0.2576621472835541,-0.5840485095977783,0.5841085314750671
1500,1,0.01062910445034504,0.012715447694063187,0.009753867983818054,1.6831398852446e-07,0.0003697983920574188,3.699638605117798,482.765625,0.010650034062564373,0.2976958858379465,0.01874280134836237,0.5362905859947205,-0.2702721953392029,0.2576788067817688,-0.5875289440155029,0.5876108407974243
1550,1,0.010733107104897499,0.012505259364843369,0.009650108404457569,1.682307981809572e-07,0.00036470568738877773,3.7937891483306885,486.0,0.010615765117108822,0.2959971620014171,0.018660038872129636,0.5444338917732239,-0.27027323842048645,0.25768882036209106,-0.5902196168899536,0.5911216735839844
1600,1,0.010510417632758617,0.012020477093756199,0.009457566775381565,1.6794126622698968e-07,0.0003444063477218151,3.8874125480651855,488.046875,0.010603214614093304,0.29433970954876904,0.01856684901907557,0.5520844459533691,-0.27027714252471924,0.2576385736465454,-0.5941145420074463,0.5951229929924011
1650,1,0.010954725556075573,0.01216855924576521,0.00984920933842659,1.679516685726412e-07,0.0003650867729447782,3.9813480377197266,489.140625,0.010826018638908863,0.29266862200011945,0.018486689391508992,0.5592608451843262,-0.27023449540138245,0.25758063793182373,-0.597179651260376,0.598269522190094
1700,1,0.00937030278146267,0.011260556057095528,0.008794866502285004,1.6786142964519968e-07,0.00029195239767432213,4.075051307678223,493.453125,0.009363127872347832,0.29098953596450833,0.018387637220919295,0.5659514665603638,-0.27028122544288635,0.2576000988483429,-0.6001570820808411,0.6013129353523254
1750,1,0.010492976754903793,0.01154525950551033,0.009490289725363255,1.6766658461619954e-07,0.00033346121199429035,4.1695568561553955,497.59375,0.01042559091001749,0.28940709323422914,0.01829130092929543,0.5722101926803589,-0.27030766010284424,0.25763189792633057,-0.6029345989227295,0.6041305661201477
1800,1,0.010180305689573288,0.011238167062401772,0.009155699983239174,1.6788349910257239e-07,0.00031376187689602375,4.264122247695923,498.734375,0.010213042609393597,0.28783160644964617,0.01820047318440987,0.578008234500885,-0.270251989364624,0.25755739212036133,-0.6053329110145569,0.6065365672111511
1850,1,0.0100525738671422,0.011035780422389507,0.009038010612130165,1.6789900314506667e-07,0.00030452830833382905,4.3578362464904785,500.765625,0.009995273314416409,0.2864580273522916,0.01813797373891468,0.5833467841148376,-0.2702646255493164,0.2574981153011322,-0.6083813309669495,0.609565794467926
1900,1,0.009290272369980812,0.01053936593234539,0.008603670634329319,1.6772136746112665e-07,0.000271410564891994,4.45221209526062,501.984375,0.00925763975828886,0.2852008651484142,0.01806506211522585,0.5882157683372498,-0.27025073766708374,0.257501482963562,-0.6112316846847534,0.6124119162559509
1950,1,0.010189970955252647,0.01074210274964571,0.008963558822870255,1.67826385677472e-07,0.00029957364313304424,4.5460333824157715,503.203125,0.010154440999031067,0.28400334610287514,0.01799199342197433,0.592698335647583,-0.2702789008617401,0.2574700713157654,-0.6140018105506897,0.6151490211486816
2000,1,0.01021471805870533,0.01053810678422451,0.00898355059325695,1.6762150778504292e-07,0.00029609634657390416,4.640619277954102,505.3125,0.010239805094897747,0.28290587285736735,0.01797629121797084,0.5967824459075928,-0.27027034759521484,0.2574974298477173,-0.6165977120399475,0.6177137494087219
2050,1,0.010166291147470474,0.010596002452075481,0.008859025314450264,1.678218239931084e-07,0.000294111086986959,4.735769987106323,508.828125,0.010248135775327682,0.2819154155649276,0.017942683898173772,0.6004932522773743,-0.27032339572906494,0.2573942542076111,-0.6193464994430542,0.620408833026886
2100,1,0.010768802836537361,0.01063829381018877,0.009020259603857994,1.6780683154138387e-07,0.00031050550751388073,4.838491678237915,507.96875,0.010827061720192432,0.2810248900700322,0.01791526332882465,0.6038593053817749,-0.2702464461326599,0.2574266195297241,-0.6219199299812317,0.6229305863380432
2150,1,0.010892319492995739,0.010549280792474747,0.00903705507516861,1.679618435446173e-07,0.00031159829813987017,4.940274715423584,510.328125,0.010892593301832676,0.28020017647821416,0.017889523668949803,0.6069011688232422,-0.27028629183769226,0.2574111819267273,-0.6242091059684753,0.6251687407493591
2200,1,0.010314750485122204,0.010523787699639797,0.008863113820552826,1.6786324863460322e-07,0.0002956989628728479,5.03861927986145,510.671875,0.010261544957756996,0.27947370748293243,0.01789246934904054,0.6096622347831726,-0.27024519443511963,0.25734853744506836,-0.6264179944992065,0.6273706555366516
2250,1,0.011228932067751884,0.010580826550722122,0.008968685753643513,1.680179337881782e-07,0.0003184801316820085,5.136042356491089,515.84375,0.011091494932770729,0.27878186592648463,0.017915326478882054,0.6121707558631897,-0.2702845335006714,0.2572815716266632,-0.6284852623939514,0.6294025182723999
2300,1,0.010907354764640331,0.010555149056017399,0.009210747666656971,1.6808343161756056e-07,0.00031521942582912743,5.227115631103516,516.125,0.010867640376091003,0.27812873484156764,0.017863393047548692,0.6144022941589355,-0.270253986120224,0.25731736421585083,-0.6308031678199768,0.6316881775856018
2350,1,0.010281512513756752,0.010245474055409431,0.008626294322311878,1.681527379560066e-07,0.00028509218827821314,5.319245100021362,516.125,0.010290717706084251,0.27750100211449136,0.017903088801368927,0.6164811849594116,-0.2703419327735901,0.25721755623817444,-0.6328995227813721,0.6337165832519531
2400,1,0.00984916277229786,0.010071727447211742,0.00851537473499775,1.6815371850498195e-07,0.00027095730183646083,5.411755561828613,516.125,0.009939908050000668,0.2769132899301497,0.017878738392410387,0.6183302402496338,-0.27024611830711365,0.2572091519832611,-0.6347417831420898,0.6355004906654358
2450,1,0.01040452066808939,0.009974583983421326,0.008460067212581635,1.682656574075736e-07,0.000279319123364985,5.504275560379028,516.125,0.010327679105103016,0.27626550075941025,0.017908042890180997,0.6200416088104248,-0.27028191089630127,0.2571755051612854,-0.6371283531188965,0.637758195400238
2500,1,0.010015196166932583,0.009963680058717728,0.008436774834990501,1.6833388372106128e-07,0.00027075823163613677,5.596538066864014,516.125,0.009853699244558811,0.27553764213567544,0.01783400993835671,0.6216312050819397,-0.27031219005584717,0.25721079111099243,-0.6389227509498596,0.6393553018569946
2550,1,0.01035458967089653,0.010219418443739414,0.008720587007701397,1.6862301777109678e-07,0.0002877027145586908,5.68889594078064,516.125,0.010463283397257328,0.2750011168745593,0.017792598295807815,0.6230036616325378,-0.2702406048774719,0.2571745216846466,-0.6419433951377869,0.642327070236206
2600,1,0.010210606269538403,0.00995919294655323,0.008630556985735893,1.6851551265517628e-07,0.0002779285132419318,5.781137466430664,516.125,0.009961951524019241,0.2745445801767934,0.017839512656212975,0.6244480013847351,-0.27021723985671997,0.257124125957489,-0.6444018483161926,0.6447490453720093
2650,1,0.010462273843586445,0.010124053806066513,0.008806147612631321,1.6860428786458215e-07,0.00028950386331416667,5.873684644699097,516.109375,0.010599816218018532,0.27415958237848315,0.01777072131841062,0.6256831288337708,-0.2702188193798065,0.2572287917137146,-0.6474922299385071,0.6478215456008911
2700,1,0.011230029165744781,0.010308952070772648,0.00891178846359253,1.6875705455277057e-07,0.0003118080203421414,5.966580390930176,516.109375,0.01172109879553318,0.2738187643217698,0.01777851871869318,0.6269182562828064,-0.2703208923339844,0.2571178674697876,-0.6502399444580078,0.6505482196807861
2750,1,0.011188112199306488,0.010438579134643078,0.009081974625587463,1.688751467554539e-07,0.00031662004766985774,6.059097051620483,516.109375,0.011180057190358639,0.27347603930047576,0.017804677669711166,0.6280767917633057,-0.27021893858909607,0.2570374310016632,-0.6524640917778015,0.6527547240257263
2800,1,0.0110809076577425,0.010464589111506939,0.009047150611877441,1.6892941800961125e-07,0.00031414508703164756,6.151568174362183,517.125,0.011476886458694935,0.273199846634203,0.017738471914490628,0.6290910840034485,-0.270241916179657,0.25712162256240845,-0.6551433205604553,0.6554321050643921
2850,1,0.009697419591248035,0.009630273096263409,0.008281436748802662,1.6884604292499716e-07,0.0002553642843849957,6.244117975234985,517.265625,0.009800958447158337,0.27290579219365096,0.017793890084020436,0.6301282048225403,-0.2702289819717407,0.2570631504058838,-0.6576023697853088,0.6578735709190369
2900,1,0.010438689030706882,0.009862232953310013,0.00856635719537735,1.6881641329291597e-07,0.0002796123153530061,6.3369011878967285,519.421875,0.01044168695807457,0.27263610510546077,0.017767005309876738,0.6310899257659912,-0.27023836970329285,0.25715556740760803,-0.6596368551254272,0.6598927974700928
2950,1,0.010582461953163147,0.009959571994841099,0.00869719497859478,1.6894126986244373e-07,0.00028682276024483144,6.429588556289673,519.421875,0.010343545116484165,0.2723397202358777,0.017794165717958554,0.6319974064826965,-0.2702556848526001,0.2570358216762543,-0.6608200073242188,0.6610340476036072
3000,1,0.009982742369174957,0.009799287654459476,0.008506438694894314,1.6916912670694728e-07,0.0002680406905710697,6.522192001342773,519.421875,0.009920069947838783,0.27192323318999667,0.017765027724197635,0.6328158378601074,-0.2701718509197235,0.2571060061454773,-0.6628548502922058,0.6629756093025208
3050,1,0.010041244328022003,0.009815577417612076,0.008551512844860554,1.691568911610375e-07,0.0002703005156945437,6.615020513534546,521.578125,0.01017350610345602,0.2716314028529084,0.017750789474936024,0.6336131691932678,-0.27027785778045654,0.25710830092430115,-0.6648666858673096,0.6649654507637024
3100,1,0.010457403026521206,0.009925900027155876,0.008608721196651459,1.6929502066886926e-07,0.00028199085500091314,6.707172632217407,521.578125,0.010506858117878437,0.2713560274263669,0.017766016440564636,0.6343583464622498,-0.27029356360435486,0.2570766806602478,-0.6665053963661194,0.666588544845581
3150,1,0.009943407028913498,0.00957473088055849,0.008162961341440678,1.6925827139857574e-07,0.0002571807708591223,6.799307823181152,523.859375,0.009636947885155678,0.27110420016838177,0.017791758364594568,0.6350873112678528,-0.27024030685424805,0.25703170895576477,-0.6681442260742188,0.6682150363922119
3200,1,0.009771321900188923,0.0096307173371315,0.00833139754831791,1.694826750053835e-07,0.0002576416591182351,6.891646146774292,523.859375,0.009734217077493668,0.2708397331983833,0.017755999443706205,0.6356886625289917,-0.27022770047187805,0.25706425309181213,-0.6699056625366211,0.6699663996696472
3250,1,0.010158536955714226,0.00966088380664587,0.008312908932566643,1.6937997315835673e-07,0.00026563298888504505,6.98475193977356,525.0,0.010267497971653938,0.2706037610482619,0.017746283859659595,0.6363245248794556,-0.2701842784881592,0.2569822072982788,-0.6714775562286377,0.6715313792228699
3300,1,0.01195660512894392,0.010602064430713654,0.009408305399119854,1.6961332960363507e-07,0.000343880383297801,7.077306270599365,527.296875,0.012403902597725391,0.2703878992526145,0.017711822186322612,0.6368528604507446,-0.27024322748184204,0.25711557269096375,-0.6735613942146301,0.6736076474189758
3350,1,0.010650543496012688,0.00987117737531662,0.008509435690939426,1.695955091918222e-07,0.00028328472399152815,7.170647382736206,527.296875,0.010627099312841892,0.2701100902245022,0.017803513557039352,0.6375650763511658,-0.2703602910041809,0.2569655776023865,-0.6739240884780884,0.673958420753479
3400,1,0.01077595166862011,0.00971571821719408,0.008503647521138191,1.696791684935306e-07,0.0002828283468261361,7.267048358917236,528.4375,0.01031892467290163,0.2698860373452782,0.017798565415175993,0.6382260322570801,-0.27029305696487427,0.25697067379951477,-0.6751477122306824,0.6751782894134521
3450,1,0.011583833955228329,0.010155576281249523,0.009096691384911537,1.6961814708338352e-07,0.00032007074332796037,7.35966157913208,529.578125,0.011203178204596043,0.2696915142555491,0.017769446123984123,0.6386929154396057,-0.2702537775039673,0.25696173310279846,-0.6763904690742493,0.6764162182807922
3500,1,0.010792989283800125,0.009674835950136185,0.008422973565757275,1.6981675798888318e-07,0.0002810375299304724,7.452648639678955,529.578125,0.010538307018578053,0.26945054090436366,0.017792704652276115,0.6392797231674194,-0.2702976167201996,0.257002592086792,-0.6774677634239197,0.6774876713752747
3550,1,0.010014567524194717,0.009722852148115635,0.008390422910451889,1.6993753604310768e-07,0.00026522460393607616,7.545509576797485,530.59375,0.00999574176967144,0.2692451329591554,0.01777759219930919,0.6397960782051086,-0.27035170793533325,0.2570604085922241,-0.6786468029022217,0.6786620020866394
3600,1,0.010294804349541664,0.009700356982648373,0.008578461594879627,1.6998787089050893e-07,0.00027366989525035024,7.638646364212036,530.59375,0.010359267704188824,0.2690639030301366,0.017723492364118965,0.6402004957199097,-0.27022039890289307,0.2571979761123657,-0.6801978945732117,0.6802113652229309
3650,1,0.01108859945088625,0.010048848576843739,0.00875034462660551,1.700459932862941e-07,0.00030050493660382926,7.732017755508423,533.890625,0.011312228627502918,0.2688886738797651,0.01772321603642313,0.6407349109649658,-0.2701898515224457,0.2570803463459015,-0.6814264059066772,0.6814348101615906
3700,1,0.011497325263917446,0.010323607362806797,0.009306232444941998,1.7050564338205731e-07,0.0003253713366575539,7.825597524642944,533.890625,0.011902815662324429,0.2687551367876238,0.01771826061967574,0.6411169767379761,-0.2702370285987854,0.25716882944107056,-0.6830736994743347,0.6830811500549316
3750,1,0.012549587525427341,0.010380299761891365,0.00902156624943018,1.7023349130340648e-07,0.00034663142287172377,7.918780565261841,538.28125,0.01221109926700592,0.26855782636037473,0.01781732197802066,0.6418534517288208,-0.27018287777900696,0.2569423317909241,-0.6835187673568726,0.6835224628448486
3800,1,0.011025977320969105,0.010072795674204826,0.008776369504630566,1.7027767285071604e-07,0.0003000580472871661,8.012012958526611,538.28125,0.010871131904423237,0.2684240478142648,0.01779061383714442,0.642216682434082,-0.27039313316345215,0.25705698132514954,-0.6851974129676819,0.6851998567581177
3850,1,0.010681617073714733,0.009405198507010937,0.00840920489281416,1.7021307030518074e-07,0.0002732694265432656,8.105993509292603,543.578125,0.010273447260260582,0.26831724195622053,0.01781870183800871,0.6427170038223267,-0.27024897933006287,0.2569265067577362,-0.6866737604141235,0.686675488948822
3900,1,0.01016655471175909,0.009410821832716465,0.008267369121313095,1.7059164747479372e-07,0.0002602718013804406,8.199426651000977,547.9375,0.010125302709639072,0.2681946223630472,0.017810362719657302,0.6430414319038391,-0.2703244090080261,0.25699055194854736,-0.6880321502685547,0.6880329251289368
3950,1,0.010471343994140625,0.009595039300620556,0.008413710631430149,1.7029861965056625e-07,0.00027250434504821897,8.292927503585815,548.984375,0.010315402410924435,0.2680963764927119,0.017842822085568866,0.6435403227806091,-0.27034443616867065,0.2569246292114258,-0.6887944936752319,0.6887945532798767
4000,1,0.010665575042366982,0.00979806948453188,0.008492122404277325,1.7058955847915058e-07,0.00028187280986458063,8.386182069778442,552.1875,0.010741781443357468,0.2680523840349807,0.017794341632341504,0.643802285194397,-0.270330548286438,0.2570384442806244,-0.6906757950782776,0.6906757950782776
4050,1,0.010277729481458664,0.009629510343074799,0.00844541285187006,1.706193017980695e-07,0.00026968418387696147,8.480446338653564,555.515625,0.010307803750038147,0.2680001840925169,0.017787577134983745,0.644227147102356,-0.2703394293785095,0.2570650577545166,-0.6924176216125488,0.6924176216125488
4100,1,0.01096052210777998,0.010093734599649906,0.008775309659540653,1.7078922098789917e-07,0.000299022562103346,8.574053525924683,557.6875,0.011288045905530453,0.2680092236075736,0.017760067477373354,0.6446056365966797,-0.27009469270706177,0.25704124569892883,-0.6947905421257019,0.6947910189628601
4150,1,0.010155828669667244,0.009373394772410393,0.008332081139087677,1.7068983027002105e-07,0.0002604249748401344,8.668213129043579,559.78125,0.01006227731704712,0.26794151795449744,0.017822923540351532,0.6451458930969238,-0.270194411277771,0.2569350600242615,-0.6961072087287903,0.6961072683334351
4200,1,0.009562565945088863,0.009293332695960999,0.008032948710024357,1.7081967484955385e-07,0.00024233695876318961,8.762264013290405,564.125,0.0096123730763793,0.26790037415927426,0.017826416467550565,0.6454880237579346,-0.27026689052581787,0.25703057646751404,-0.6981047987937927,0.6981047987937927
4250,1,0.010925689712166786,0.009807843714952469,0.008680582977831364,1.7086016157463746e-07,0.0002909170289058238,8.856199979782104,567.375,0.011279220692813396,0.2679389399692056,0.017783752064021996,0.6456707119941711,-0.27016839385032654,0.2571241855621338,-0.7006841897964478,0.700684666633606
4300,1,0.010965858586132526,0.009931480512022972,0.008413420058786869,1.7082699343973218e-07,0.0002896699879784137,8.950401067733765,569.40625,0.01105532981455326,0.2678851080052245,0.0178369512885741,0.6462013125419617,-0.2701405882835388,0.25713086128234863,-0.7018527388572693,0.7018527984619141
4350,1,0.010591703467071056,0.00950304139405489,0.008380649611353874,1.7079128156183288e-07,0.0002727272512856871,9.045133352279663,573.859375,0.010358617641031742,0.26784123903482376,0.017883544185540945,0.6465752720832825,-0.2702825665473938,0.25688934326171875,-0.7033365964889526,0.7033365964889526
4400,1,0.010648134164512157,0.009674054570496082,0.008848913945257664,1.7129546847627353e-07,0.0002852733596228063,9.13968539237976,576.0625,0.01080614235252142,0.26780794201649827,0.017864568028421957,0.646781325340271,-0.27044546604156494,0.2570558786392212,-0.7053540349006653,0.7053540349006653
4450,1,0.009740671142935753,0.009426218457520008,0.00808288250118494,1.710521075892757e-07,0.00024906726321205497,9.23485016822815,580.28125,0.009893621318042278,0.2678328010147299,0.01784693787440461,0.6470504403114319,-0.2702364921569824,0.25701233744621277,-0.7069168090820312,0.7069168090820312
